h,T,lambda,M,s
12706.87563,-9502403.705,0.0002549,1.845784931,9.38423E-05
4468.43068,-110068546.5,1.40E-06,0.138107196,-0.001864169
4191.391221,-18606598.64,0.0002521,1.816418058,-6.32661E-05
24231.89891,-2987288.969,0.0002549,1.860084702,0.000204268
26296.6023,-15173290.83,0.0002549,1.862862285,-2.27442E-06
21279.2119,-15819391.82,0.000255,1.856374246,-1.31253E-05
9432.569087,-115671523.4,5.80E-06,0.281778316,-0.001954734
1338.202564,-93804466.58,1.00E-07,0.045967635,-0.001589806
599.5959537,-91253872.05,1.00E-07,0.022530474,-0.001546576
20257.90738,-13533479.84,0.000255,1.855090837,2.5619E-05
29849.05686,-96708812.35,0.0002549,1.867143431,-0.001384232
14815.9619,-3253691.929,0.0002549,1.848252287,0.000199753
3722.9433,-74644164.74,1.40E-06,0.130033389,-0.001263755
30739.74822,-90912499.8,0.0002549,1.868262707,-0.00128599
23992.93639,-48553136.85,0.0002549,1.859967413,-0.000568035
28394.80362,-69338101.4,0.0002549,1.865498963,-0.000920322
12138.50702,-65833953.08,0.0002548,1.844155698,-0.00086103
8770.883245,-108641633.3,5.40E-06,0.268685817,-0.001835984
5482.905355,-99053635.74,2.40E-06,0.174701022,-0.001676475
7154.720877,-66403670.32,1.44E-05,0.315332887,-0.001111086
31755.71971,-114648640.2,0.0002549,1.869356414,-0.001688297
26284.18254,-105353367.5,0.0002549,1.862663678,-0.00153075
22971.60856,-52946032.12,0.0002549,1.858500975,-0.00064249
9876.716701,-49810938.75,0.0002548,1.841496448,-0.000589453
29911.37481,-99527125.62,0.0002549,1.867221742,-0.001432
18482.43967,-50491615.17,0.0002549,1.852859719,-0.00060089
27378.88555,-114704828.5,0.0002549,1.863856322,-0.00168925
26868.10871,-16825427.49,0.0002549,1.863580461,-3.02767E-05
15890.56219,-119485371.6,0.0001698,1.360260669,-0.001855376
6250.458315,-61812269.07,8.00E-06,0.254538558,-0.001039666
2419.262724,-36501504.61,1.30E-06,0.102592135,-0.00061737
8174.474438,-75182273.75,1.33E-05,0.328326348,-0.001260976
7930.18242,-13281454.53,0.0002549,1.839416361,2.97906E-05
16616.51094,-46938979.33,0.0002549,1.850331923,-0.000540676
9037.200122,-9638908.642,0.0002549,1.840807481,9.15287E-05
18083.55508,-29147067.4,0.0002549,1.852358466,-0.000239118
30899.18007,-84029189.97,0.0002549,1.868463055,-0.001169324
6912.316979,-87146231.65,3.70E-06,0.228286274,-0.001473355
11454.95212,-20676842.82,0.0002549,1.844028717,-9.5555E-05
21350.59101,-86943657.31,0.0002549,1.856280944,-0.001218721
27334.43965,-39149996.34,0.000255,1.86416647,-0.000408559
19287.39702,-113960672.3,0.0002546,1.852956258,-0.001676937
26521.53243,-24889064.61,0.000255,1.863144941,-0.000166849
10684.82893,-115191288.6,7.50E-06,0.319585952,-0.001944895
24062.65521,-1735351.689,0.0002549,1.859872024,0.000225487
21880.74499,-28248237.38,0.000255,1.857130155,-0.000223784
14280.52325,-104463305.6,0.0002163,1.623953435,-0.001554265
28292.63758,-32268493.45,0.000255,1.865187577,-0.000291924
606.5118428,-1201215.981,1.45E-04,1.053561165,0.00012454
18153.54726,-636232.7961,0.0002549,1.85262942,0.000244116
16247.5009,-13430217.31,0.0002549,1.850051212,2.72692E-05
15448.06206,-96254065.21,0.0002544,1.846850607,-0.001377025
14106.86792,-111325780.5,8.66E-05,0.859527213,-0.001800278
11810.54777,-82266553.25,0.0002429,1.772739572,-0.001151448
3222.850391,-81786033.28,1.10E-06,0.110006953,-0.001385104
21392.04102,-28933715.59,0.000255,1.856516032,-0.000235402
7196.825925,-6745882.106,0.0002548,1.838677798,0.000140463
21182.78261,-5697067.455,0.0002549,1.85643607,0.00015834
19910.07668,-71772605.24,0.0002548,1.85465374,-0.000961685
28731.44379,-107902893.4,0.0002549,1.865555997,-0.001573963
12870.00166,-35438183.81,0.0002549,1.845806921,-0.000345747
12582.12819,-18786706.98,0.0002549,1.845445169,-6.35188E-05
25798.57447,-53255604.28,0.000255,1.862053445,-0.000647637
14161.2102,-85321380.85,0.0002546,1.846148502,-0.001191525
5408.874625,-29078344.5,0.0002514,1.814653992,-0.000241453
27700.65495,-92571890.42,0.0002549,1.86444367,-0.001314115
6567.956612,-105290127,3.10E-06,0.204246538,-0.001781478
6976.049223,-94027300.85,3.70E-06,0.225072362,-0.001589983
16869.13035,-56377609.65,0.0002549,1.850832374,-0.000700653
13243.73261,-13884374.19,0.0002549,1.846276565,1.95716E-05
5880.86894,-89072128.69,2.70E-06,0.193501118,-0.001506997
790.2681118,-20116253.83,1.30E-06,0.04436408,-0.000339653
12179.71275,-2883610.89,0.0002549,1.844939478,0.000206025
1902.66865,-106942264,5.00E-07,0.061499964,-0.001812081
25955.08488,-115152790.6,0.0002549,1.861884122,-0.001696842
8761.608963,-21897579.72,0.0002548,1.840644163,-0.000116345
18912.24276,-35998223.66,0.0002549,1.853399825,-0.000355239
14645.74904,-64543659.98,0.0002549,1.847855391,-0.00083906
6739.729172,-87874732.42,3.70E-06,0.222213393,-0.001485702
17003.50362,-50015391.89,0.0002548,1.851001233,-0.000592919
16919.4373,-3310523.791,0.0002549,1.851078592,0.000198789
17822.43898,-24330868.22,0.0002549,1.852030337,-0.000157488
28810.10516,-100656796.4,0.0002549,1.865837846,-0.001451147
28879.6165,-119947743.9,0.0002548,1.865742196,-0.001778213
23413.84692,-101640745.4,0.0002548,1.858690708,-0.001467924
17483.47266,-70722512.32,0.0002549,1.85142138,-0.000943787
21595.56591,-116734573.4,0.0002547,1.856405788,-0.001723852
18236.95276,-22266108.94,0.0002549,1.852551231,-0.000122492
12762.50027,-28332418.57,0.0002549,1.845671831,-0.00022531
27315.73871,-71137512.1,0.0002549,1.86395997,-0.000950821
6725.688783,-30063671.11,0.0002547,1.83662175,-0.000254854
5163.266316,-116389429.1,1.80E-06,0.156182352,-0.001970902
4643.222361,-69558987.35,2.10E-06,0.164312845,-0.001176866
9842.122114,-18992127.21,0.0002549,1.841818975,-6.70005E-05
29962.32017,-6541760.455,0.0002549,1.867285762,0.000144023
6585.568826,-32513762.93,0.0002542,1.83443267,-0.000296881
11699.79169,-43259567.44,0.0002548,1.844153392,-0.000478413
10009.07122,-53269230.14,0.0002547,1.84111377,-0.000648168
7472.035183,-83368673.87,4.80E-06,0.250583636,-0.001408228
18357.31521,-42552093.9,0.0002549,1.852702483,-0.000466322
7957.727131,-39563285.91,0.0002547,1.838169975,-0.000415864
18493.78008,-105464151.3,0.0002547,1.852141969,-0.001532828
28535.64932,-43145933.14,0.000255,1.865675955,-0.000476287
19930.14124,-20458440.05,0.000255,1.854678954,-9.17532E-05
10395.2653,-44859248.27,0.0002549,1.842331076,-0.000505426
25543.20035,-47975709.05,0.000255,1.861732532,-0.000558148
1650.345001,-12749457.28,9.54E-05,0.730413885,-0.000120692
28029.73831,-85139822.31,0.0002549,1.864857208,-0.001188148
14918.42855,-111295002.8,0.000189,1.46682605,-0.001697356
19744.40843,-116498877.3,0.0002547,1.853530555,-0.001719857
26932.83716,-53506211.48,0.000255,1.863478801,-0.000651885
6804.086713,-65570911.39,9.70E-06,0.276462268,-0.001101671
22520.57145,-42211190.72,0.0002549,1.858117185,-0.000460544
18671.78176,-73191801.44,0.0002548,1.853097653,-0.000985739
10813.00973,-108368703.2,8.00E-06,0.331825029,-0.001828758
12395.91977,-114390733,1.08E-05,0.377368172,-0.001928026
17531.34791,-59846120.09,0.0002549,1.851481542,-0.000759441
14123.21142,-85507362.1,0.0002545,1.845917751,-0.001194777
29471.03936,-64887728.52,0.000255,1.8668514,-0.000844792
31638.22279,-56091722.34,0.0002549,1.869574763,-0.000695807
13275.70287,-30813746.83,0.0002549,1.84631674,-0.000267367
25452.96206,-112265048.4,0.0002549,1.861436135,-0.001647897
30031.17949,-26771677.31,0.0002549,1.867555293,-0.000198857
11849.95337,-69737330.93,0.0002545,1.842695091,-0.000927489
27789.61636,-37587439.26,0.000255,1.864555462,-0.000382075
29797.81412,-98947574.05,0.0002549,1.867079038,-0.001422178
26646.43828,-97212411.03,0.0002549,1.863118902,-0.001392768
23024.5833,-82858901.17,0.0002549,1.858384545,-0.001149488
26185.67885,-15912943.36,0.0002549,1.862539895,-1.48109E-05
20624.41718,-78017716.86,0.0002549,1.855368407,-0.001067434
2939.198474,-98571875.99,8.00E-07,0.095559506,-0.00166991
2107.846821,-109581400.7,5.00E-07,0.067613798,-0.001856812
17244.72268,-44760454.2,0.0002549,1.851304358,-0.000503752
30511.64769,-21196965.14,0.0002549,1.868159067,-0.000104371
10883.80001,-114208404.7,7.80E-06,0.326789986,-0.001927936
6735.607624,-92511970.52,3.40E-06,0.218365214,-0.0015646
9183.999098,-58218232.93,0.0002516,1.821776954,-0.00073515
29882.27829,-74614513.11,0.0002549,1.867185178,-0.001009753
13672.4855,-30861479.32,0.0002549,1.846815352,-0.000268176
15254.28564,-94939901.11,0.0002544,1.846424101,-0.001354751
19618.07624,-32355555.86,0.0002549,1.854286802,-0.000293499
30945.45676,-60272323.33,0.0002549,1.868521208,-0.000766665
14290.37857,-91928551.9,0.0002536,1.841186819,-0.001304511
193.1835549,-12156478.94,2.90E-06,0.030254762,-0.000203142
16510.22129,-84587556.73,0.0002548,1.850015356,-0.001178887
2244.029604,-116285709.4,5.00E-07,0.070163931,-0.001970444
26171.14287,-14436756.56,0.0002549,1.862704628,1.02092E-05
19578.69356,-2501670.99,0.0002549,1.854420312,0.000212499
30506.14845,-20137836.71,0.0002549,1.867969157,-8.64193E-05
21451.35313,-15444806.08,0.000255,1.856590565,-6.77637E-06
3567.086596,-36882354.03,1.29E-05,0.218775533,-0.000612225
27721.06925,-26636465.43,0.0002549,1.864652323,-0.000196566
31086.46897,-5676816.068,0.0002549,1.868698409,0.000158683
5119.276397,-104605824.4,2.10E-06,0.160153072,-0.00177088
29837.97464,-89617197.89,0.0002549,1.867129505,-0.001264036
21374.62395,-43458698.71,0.0002549,1.856677145,-0.000481688
459.2005171,-19434386.16,7.00E-07,0.025648048,-0.000328696
23030.2326,-87512038.86,0.0002549,1.858574644,-0.001228355
3647.854308,-90025641.52,1.10E-06,0.120972029,-0.001524758
7545.514774,-17037642.28,0.0002548,1.838932974,-3.39736E-05
11935.69868,-75595920.59,0.0002535,1.836946841,-0.001027787
9639.922413,-67171561.98,0.0002382,1.739999884,-0.000900301
31330.089,-93515833.44,0.0002549,1.869004551,-0.001330114
29760.45286,-72894315.94,0.000255,1.867032088,-0.000980497
8638.166107,-30475789.4,0.0002549,1.84030604,-0.000261639
12896.77511,-9124136.853,0.0002549,1.845840566,0.000100254
9397.945428,-4615462.34,0.0002549,1.841443807,0.000176672
16464.74152,-8423511.89,0.0002549,1.850507204,0.000112129
1494.232967,-7956742.677,1.65E-04,1.208762709,2.984E-05
27559.75022,-76015474.81,0.0002549,1.864266604,-0.001033498
12299.72438,-84860526.47,0.0002458,1.79202029,-0.001192514
23344.36445,-112394389.4,0.0002548,1.858603394,-0.00165019
14354.59451,-25433160.36,0.0002549,1.847672515,-0.000176171
27965.79447,-32605654.52,0.000255,1.864776854,-0.000297638
28352.4494,-3883421.466,0.0002549,1.865445739,0.000189079
8466.871909,-114626827.9,4.70E-06,0.254395785,-0.001938128
29132.86968,-89269138.86,0.0002549,1.866243444,-0.001258136
18185.76882,-111145104.5,0.0002546,1.851022911,-0.001629215
5626.439392,-5726882.649,0.0002549,1.836704392,0.000157834
7845.588304,-44321356.3,0.0002538,1.833088057,-0.000497409
27882.27296,-97126136.84,0.0002549,1.864488898,-0.001391306
25621.68829,-101322866.9,0.0002549,1.861648163,-0.001462437
9464.062459,-33941267.25,0.0002548,1.841343892,-0.000320476
9031.311483,-39441977.79,0.0002548,1.840617081,-0.000413708
14854.32397,-86506727.46,0.0002547,1.847202494,-0.001211516
25009.44517,-66433528.12,0.0002549,1.861244796,-0.000871092
808.1294001,-21299488.83,9.00E-07,0.042556525,-0.000360108
16718.1933,-19138286.71,0.0002549,1.850642701,-6.94777E-05
7697.180768,-79136230.8,5.70E-06,0.265506563,-0.001335592
14053.85036,-38979666.14,0.0002549,1.847294589,-0.000405772
23008.16822,-109633855.3,0.0002548,1.858180917,-0.001603401
19950.82164,-94665418.67,0.0002548,1.854521942,-0.001349699
25179.97261,-89016714.61,0.0002549,1.861276087,-0.001253858
12360.50615,-32457136.62,0.0002549,1.84498367,-0.000295221
24957.76943,-92387461.22,0.0002549,1.860996858,-0.001310989
2261.417195,-114175802.3,5.00E-07,0.071283781,-0.001934683
16670.34375,-23983877.21,0.0002549,1.850582572,-0.000151606
21522.62906,-89738346.05,0.0002549,1.856497133,-0.001266089
29454.07374,-78410192.15,0.0002549,1.866647081,-0.001074086
21850.75661,-28083706.49,0.000255,1.857092471,-0.000220995
23319.64244,-96127250.34,0.0002549,1.858755327,-0.001374375
5422.762404,-35692536.07,0.0002299,1.675774444,-0.000375058
5821.14527,-48581821.12,7.56E-05,0.685513067,-0.000747821
25922.37549,-107129044.6,0.0002549,1.862026018,-0.001560847
26943.90258,-94650433.33,0.0002548,1.863492707,-0.001349445
30616.96991,-73421537.73,0.000255,1.868108419,-0.000989433
23535.458,-42544340.07,0.000255,1.859209529,-0.000466091
10259.39428,-109091334.8,7.10E-06,0.313378335,-0.001841906
10902.53672,-70483118.66,0.0002521,1.827779532,-0.000942529
8477.927173,-11732240.66,0.0002548,1.840287677,5.59485E-05
6835.180343,-16098151.05,0.0002549,1.838040341,-1.795E-05
7292.411502,-84745167.72,4.40E-06,0.243037915,-0.001431959
17996.86853,-33241295.09,0.0002549,1.852249532,-0.000308512
15100.70341,-28227009.44,0.0002549,1.848610104,-0.000223524
26197.99175,-77383128.27,0.0002549,1.862555367,-0.001056678
6173.637038,-55727595.04,2.68E-05,0.375771021,-0.000917736
19507.93007,-117439602.9,0.0002547,1.853050388,-0.001735802
10328.17173,-77808263.68,0.0001844,1.415490763,-0.001134384
22063.92293,-54634330.07,0.0002549,1.857360343,-0.000671106
25044.99977,-82598343.95,0.0002549,1.861106475,-0.001145072
27949.23714,-61091009.43,0.000255,1.864756047,-0.000780441
13337.51275,-115513251,1.65E-05,0.428876413,-0.001941352
1424.572494,-109112089.8,1.00E-07,0.046991171,-0.001849257
3244.533081,-28356886.87,6.03E-05,0.532032201,-0.000420325
20693.44554,-14286276.15,0.000255,1.855638151,1.28597E-05
25459.6291,-37145226.4,0.000255,1.861810513,-0.00037458
24217.79093,-22666446.78,0.000255,1.860066974,-0.000129177
6298.793474,-118765113.7,2.70E-06,0.187987297,-0.002010268
2995.630005,-43358111.65,1.40E-06,0.12070142,-0.000733483
25317.15673,-78557179.17,0.0002549,1.861448477,-0.001076578
25886.21429,-92204498.39,0.0002549,1.862163576,-0.001307888
13925.81663,-101125323.6,0.0002233,1.663584697,-0.001490689
25828.77303,-89536553.8,0.0002548,1.862091393,-0.001262769
23043.32682,-69838526.99,0.0002549,1.858591099,-0.000928804
7703.09028,-94274665.12,4.40E-06,0.247762989,-0.001593476
2657.119401,-34087905.42,3.40E-06,0.125400035,-0.000574361
8438.459901,-111746771.2,4.70E-06,0.256007081,-0.001889313
19150.16128,-55260516.22,0.0002549,1.853515802,-0.000681719
22651.83871,-68193601.04,0.0002549,1.85809914,-0.000900924
18531.62619,-51563588.14,0.0002549,1.852921528,-0.000619059
22404.94795,-86969919.99,0.0002549,1.857605888,-0.001219166
4680.618257,-105498154.9,1.80E-06,0.146608838,-0.001786304
22275.84965,-720999.6239,0.0002549,1.857809658,0.00024268
5153.364755,-94888009.55,2.10E-06,0.166600909,-0.001606171
21037.74448,-32962776.82,0.0002549,1.856253809,-0.000303791
13178.01656,-17733324.31,0.0002549,1.846193984,-4.56648E-05
18147.40376,-79906062.81,0.0002549,1.8522557,-0.00109944
8595.574982,-62593005.99,0.0002118,1.574353518,-0.000849098
8849.175636,-21238057.74,0.0002549,1.840571202,-0.000105067
4866.398819,-109494307.8,1.80E-06,0.150319297,-0.001854036
27412.11924,-62143143.81,0.0002549,1.864081085,-0.000798374
13792.32658,-45348941.37,0.0002548,1.846782949,-0.000513826
28043.51975,-4088278.281,0.0002549,1.865057526,0.000185607
31746.69254,-52494851.43,0.0002549,1.86971107,-0.000634843
22140.44515,-32160478.61,0.000255,1.857456504,-0.000290093
20233.50777,-62962827.65,0.0002549,1.855060176,-0.000812267
21055.12225,-71368968.78,0.0002549,1.855909647,-0.000954744
2962.375372,-95955301.47,8.00E-07,0.097235631,-0.001625561
11150.98591,-82278904.31,0.0002081,1.562009742,-0.001186458
26011.80741,-15324.93144,0.000255,1.862321401,0.00025474
17369.89469,-70737828.93,0.0002549,1.851278653,-0.000944046
17857.8745,-97496410.06,0.0002548,1.851525867,-0.001397682
5272.659635,-20902567.61,0.0002544,1.83406382,-9.98808E-05
16102.99455,-88394148.16,0.0002548,1.84932062,-0.001243406
10223.66159,-44064053.36,0.0002549,1.842115432,-0.000491948
10245.56976,-94136983.75,1.08E-05,0.347215963,-0.001584742
11285.44626,-87925376.77,0.0001319,1.10339771,-0.001358361
3692.985812,-13270456.81,0.000253,1.821647743,2.8077E-05
18703.86006,-83164248.45,0.0002548,1.852771964,-0.001154764
25083.80838,-76530693.57,0.0002549,1.861155243,-0.00104223
17226.12486,-108409960,0.0002544,1.848901987,-0.001583057
20399.08517,-65276186.37,0.0002548,1.855268246,-0.000851576
2624.335168,-96265677.73,8.00E-07,0.086196837,-0.001630822
31616.9832,-40655833.81,0.000255,1.869548073,-0.000434082
28582.00779,-81948457.99,0.0002549,1.86555121,-0.001134057
7004.304643,-9341327.895,0.0002549,1.838435869,9.65724E-05
1951.706388,-4446775.627,2.43E-04,1.751383587,0.000167631
545.0795584,-110267104.5,1.00E-07,0.020265967,-0.001868834
22174.23144,-90589991.52,0.0002549,1.857315961,-0.001280524
11840.0577,-87124721.9,0.0002112,1.583737655,-0.00126549
25783.27627,-104223980.2,0.0002548,1.861851221,-0.001511708
5925.256633,-27582237.78,0.0002543,1.833236897,-0.000213196
6750.792869,-80201656.18,3.70E-06,0.229181297,-0.00135565
5075.844948,-57568391.17,3.50E-06,0.193038495,-0.000972235
11059.6348,-55284778.26,0.0002548,1.843165947,-0.00068223
4256.756335,-112348238.5,1.40E-06,0.131070198,-0.001902807
19947.39336,-88754273.44,0.0002548,1.854517634,-0.00124951
12688.64619,-35603944.82,0.0002549,1.845579023,-0.000348557
21913.42734,-9274674.906,0.0002549,1.857354225,9.77021E-05
1618.962709,-30414435.19,8.00E-07,0.071391449,-0.000514699
16781.51908,-1448886.292,0.0002549,1.850905279,0.000230343
9788.955172,-758709.8522,0.0002549,1.841935164,0.000242041
17194.11564,-14507188.99,0.0002549,1.851423763,9.01544E-06
6268.249525,-44715238.55,0.000208,1.540135915,-0.000549885
2803.660726,-43502627.7,1.30E-06,0.112225184,-0.000736033
13994.49306,-80817084.69,0.0002547,1.846304999,-0.001115081
14389.69462,-92604172.9,0.0002536,1.841494624,-0.001315962
25020.87457,-96635102.48,0.0002549,1.860893158,-0.001382983
16731.2272,-67317501.07,0.0002549,1.85047608,-0.000886075
20739.11786,-81928647.88,0.0002548,1.855512544,-0.001133821
985.4306812,-68966024.34,1.00E-07,0.037472329,-0.001168816
3027.99377,-79056769.78,8.00E-07,0.104638089,-0.001339145
14700.32431,-87732661.97,0.0002546,1.846642972,-0.001232394
21734.12033,-18251127.15,0.000255,1.856945901,-5.43411E-05
5921.838178,-12895646.91,0.0002549,1.836892601,3.63297E-05
31295.11502,-52887542.79,0.000255,1.869143601,-0.000641399
27843.09632,-91799263.42,0.0002549,1.864622667,-0.00130102
6497.87531,-112184368.4,2.80E-06,0.197753471,-0.00189863
6332.155177,-59387209.17,1.50E-05,0.303685221,-0.000991563
30503.12557,-27928662.23,0.0002549,1.868148358,-0.000218467
26729.16122,-21808997.45,0.0002549,1.863405855,-0.000114744
17190.69649,-73551596.25,0.0002548,1.851053466,-0.000991837
18275.5135,-89766295.56,0.0002548,1.852233688,-0.001266663
18749.62016,-3019210.834,0.0002549,1.853378468,0.000203727
28526.15783,-82806146.66,0.0002549,1.865481027,-0.001148594
9629.107393,-13537713.48,0.0002549,1.841734293,2.54472E-05
2957.336128,-87321453.22,8.00E-07,0.099791298,-0.001479225
9271.967592,-17263327.28,0.0002549,1.841285498,-3.76988E-05
19995.74335,-2418779.442,0.0002549,1.854944392,0.000213904
6783.878054,-72985214.24,4.50E-06,0.238921873,-0.001232538
28188.66435,-10763278.41,0.0002549,1.86505692,7.24716E-05
27541.58121,-17059760.01,0.0002549,1.864426772,-3.42485E-05
30444.25611,-39621786.22,0.000255,1.867891381,-0.000416556
11381.54759,-100031230.2,1.59E-05,0.398785475,-0.001679545
24480.4517,-97485442.95,0.0002549,1.860397043,-0.001397396
20698.69785,-113556716.5,0.0002548,1.855095751,-0.00166989
19054.50145,-101699893.6,0.0002548,1.853029593,-0.001468927
28541.08372,-56239367.04,0.000255,1.865682784,-0.00069821
11198.79162,-38900995.33,0.0002549,1.843523817,-0.000404439
16474.81073,-59134749.91,0.0002549,1.850153858,-0.000747384
9237.3493,-66130198.01,0.0002251,1.659522995,-0.000895751
9000.61632,-43484071.18,0.0002548,1.840212508,-0.000482218
30519.06416,-82303685.22,0.0002549,1.867985387,-0.001140078
31567.89453,-57190475.3,0.0002549,1.869486386,-0.00071443
28609.39953,-42226404.26,0.000255,1.865768632,-0.000460702
26277.21832,-947704.8334,0.000255,1.862837926,0.000238937
3838.927215,-21448351.91,0.000238,1.724292138,-0.000125531
487.2739004,-1105135.969,1.25E-04,0.910671326,0.000106369
30961.11316,-67122401.15,0.0002549,1.868723882,-0.000882768
464.2947287,-80950476.09,1.00E-07,0.01870045,-0.001371942
21847.8381,-15868549.92,0.000255,1.857088803,-1.39585E-05
10642.37416,-94615752.87,1.48E-05,0.380105602,-0.001588857
17278.98907,-74547114.27,0.0002548,1.851164418,-0.00100871
27304.33644,-86441760.09,0.0002549,1.863945641,-0.001210215
11560.05549,-114276571.1,8.70E-06,0.347769794,-0.001928191
28729.16558,-84727346.66,0.0002549,1.865736134,-0.001181157
2189.10899,-100413354,5.00E-07,0.071741915,-0.001701421
8924.52332,-115069317.4,5.10E-06,0.267414887,-0.001945227
31083.60589,-48338973.87,0.000255,1.868877811,-0.000564305
11185.07525,-106014120.4,9.30E-06,0.34912858,-0.001787549
26418.90738,-118544079.6,0.0002548,1.862466978,-0.001754422
21284.01707,-54244663.38,0.0002549,1.856380285,-0.000664501
15503.46698,-40333045.4,0.0002549,1.849116231,-0.000428711
31077.97233,-76595359.8,0.000255,1.868687732,-0.001043226
28794.17757,-103002089.4,0.0002548,1.865817831,-0.001490998
11236.38093,-12239169.48,0.0002549,1.843754053,4.74564E-05
31434.304,-24595342.51,0.0002549,1.869318511,-0.00016197
22002.93408,-54709293.13,0.0002549,1.857283702,-0.000672376
14051.55217,-34221658.34,0.0002549,1.847291701,-0.000325128
26008.54945,-54201741.33,0.000255,1.862317307,-0.000663674
15271.41507,-97603300.1,0.000254,1.844249626,-0.001400293
22938.1906,-16897554.38,0.000255,1.85845898,-3.13992E-05
11229.67261,-75158751.55,0.0002497,1.812452623,-0.001024177
23427.17917,-102481796.5,0.0002549,1.858890462,-0.00148208
4965.923302,-57508881.1,3.30E-06,0.188142363,-0.000971427
31482.3596,-48059672.69,0.000255,1.8693789,-0.000559571
26269.58844,-22429841.03,0.0002549,1.862828338,-0.000125267
8542.669669,-80002761.36,1.03E-05,0.314515035,-0.001345679
13863.91932,-21982970.94,0.0002549,1.847055915,-0.000117693
8192.936993,-76982399.34,1.03E-05,0.308402548,-0.001294486
13326.37519,-29176925.67,0.0002549,1.846380417,-0.000239624
16396.98589,-75392006.06,0.0002548,1.85005606,-0.001023031
8182.607319,-111230581,4.40E-06,0.248548568,-0.001880864
22061.08168,-68546802.55,0.0002549,1.857356773,-0.00090691
9550.857069,-5757572.307,0.0002549,1.841635961,0.000157314
27125.69438,-48291213.27,0.000255,1.863904153,-0.000563495
30678.62242,-58938700.74,0.0002549,1.868185894,-0.000744061
7443.1892,-102402395.4,4.00E-06,0.233162387,-0.001731634
123.8765162,-73490522.24,1.00E-07,0.006926668,-0.001245502
11439.98933,-56560728.63,0.0002548,1.843643915,-0.000703856
11901.17965,-17949823.7,0.0002549,1.844589463,-4.93343E-05
29431.47748,-18064821.28,0.0002549,1.866801685,-5.12834E-05
28834.61586,-86085355.13,0.0002549,1.865868647,-0.001204174
23475.21674,-57679577.62,0.0002549,1.859133827,-0.00072272
13098.14073,-102944338.5,0.0001028,0.946648609,-0.001642019
12560.15726,-86135801.3,0.0002474,1.801314559,-0.001212529
24565.80428,-81283169.59,0.0002549,1.8605043,-0.001122781
4649.905111,-111848306.7,1.50E-06,0.142910243,-0.001894234
31452.04896,-88173802.98,0.0002549,1.86915781,-0.001239571
10486.66621,-90705356.56,2.29E-05,0.430051933,-0.001514479
27356.37684,-20643238.26,0.0002549,1.864011037,-9.49854E-05
12268.55489,-101944361.7,3.71E-05,0.542823121,-0.001690771
22217.4727,-42495119.92,0.0002549,1.8575533,-0.000465356
30154.23858,-59014044.41,0.0002549,1.867709934,-0.000745338
1886.777262,-40683079.46,4.00E-07,0.076302994,-0.000689144
14778.07129,-95121248.28,0.0002538,1.842531672,-0.001358425
26344.07861,-105438683.4,0.0002549,1.862555946,-0.001532196
4626.776932,-9980579.614,0.0002548,1.834899179,8.56376E-05
20809.4518,-60718355.28,0.0002549,1.855783928,-0.000774225
28823.78691,-28879393.75,0.0002549,1.866038039,-0.000234581
2051.040194,-84496341.93,4.00E-07,0.070470413,-0.001431741
13382.97188,-10872583.11,0.0002549,1.846451538,7.06189E-05
3567.768955,-87827402.87,1.10E-06,0.119041391,-0.0014875
16421.83287,-105620417.7,0.0002539,1.845695284,-0.001536277
10322.62831,-32682967.81,0.0002549,1.842605797,-0.000299049
14038.13928,-55645247.52,0.0002549,1.847274846,-0.00068824
24152.57861,-28991392.96,0.000255,1.860168025,-0.00023638
17158.63802,-10222226.2,0.0002549,1.85137918,8.16419E-05
14229.86387,-86285319.35,0.0002545,1.845868774,-0.001207963
29278.58169,-53913091.86,0.0002549,1.866609551,-0.000658881
26955.71164,-15739654.87,0.0002549,1.863690546,-1.18738E-05
1666.604008,-86864667.62,4.00E-07,0.057726316,-0.001471883
20070.101,-12519287.55,0.000255,1.854854833,4.28087E-05
29441.27817,-19229020.16,0.0002549,1.866814001,-7.10156E-05
29993.69368,-36176244.58,0.000255,1.867325187,-0.000358157
3475.282725,-108299139.5,1.10E-06,0.109043169,-0.001834479
3886.366221,-6417745.29,0.0002547,1.833419752,0.000145925
28462.87768,-12971502.23,0.0002549,1.865401507,3.5044E-05
22025.47924,-66421235.7,0.0002549,1.857312034,-0.000870884
26310.0894,-91009796.21,0.0002548,1.862696233,-0.001287739
12243.24678,-1850041.328,0.0002549,1.845019318,0.000223543
18762.7081,-25771758.19,0.0002549,1.853211914,-0.000181909
16893.59183,-79432817.55,0.0002548,1.850497114,-0.001091519
4742.374111,-64408776.28,2.40E-06,0.171391443,-0.001089274
21720.61582,-110290217.3,0.0002548,1.856562931,-0.001614526
10092.39891,-66674875.98,0.0002497,1.810657483,-0.000880383
7167.732304,-66504081.58,1.44E-05,0.315898238,-0.001112788
27952.95214,-31363523.58,0.000255,1.864760716,-0.000276585
10713.94532,-12656907.05,0.0002549,1.843097541,4.03762E-05
1601.577436,-31473140.4,7.00E-07,0.069173602,-0.000532743
2001.696037,-36622336.48,6.00E-07,0.083035405,-0.000620118
28138.65254,-42918794.75,0.000255,1.865177074,-0.000472437
10533.64574,-113050950.8,7.20E-06,0.31756597,-0.001908918
29756.63387,-109619396.1,0.0002549,1.867027289,-0.001603056
