h,T,lambda,M,s
19496.10918,-40484870.75,0.0002549,1.854133533,-0.000431284
10929.38638,-74533774.6,0.0002465,1.792860272,-0.001016784
16250.56462,-13375792.98,0.0002549,1.850055062,2.81916E-05
23124.77691,-95200558.38,0.0002549,1.858510452,-0.001358669
21708.73314,-7903218.33,0.0002549,1.857096999,0.000120947
9887.16472,-65033643.79,0.0002499,1.811497578,-0.000852365
28512.13557,-61827303.87,0.000255,1.865463406,-0.00079292
13055.08265,-3934314.497,0.0002549,1.846222501,0.000188217
2860.174282,-62984785.54,8.00E-07,0.104976201,-0.001066739
13428.39759,-109269142.8,4.88E-05,0.628460622,-0.001803219
21618.04975,-26865450.27,0.000255,1.856800043,-0.000200347
30536.97867,-51676533.47,0.0002549,1.868190899,-0.000620973
30937.66759,-40348358.86,0.000255,1.86851142,-0.00042887
16854.11461,-90536550.34,0.0002548,1.850447505,-0.001279718
31440.77415,-75381375.26,0.0002549,1.869326642,-0.00102275
11926.36386,-106862327.7,1.26E-05,0.383915111,-0.001798626
2515.241925,-34644343.49,2.00E-06,0.112594746,-0.000585192
19354.50825,-46505117.81,0.0002549,1.853955592,-0.000533322
29776.67738,-36139954.21,0.000255,1.867052476,-0.000357542
28170.1898,-93403819.73,0.0002549,1.865033705,-0.001328216
14482.73795,-84428949.08,0.0002547,1.846735545,-0.001176299
13725.67854,-43043922.66,0.0002549,1.846699196,-0.000474658
13815.0118,-97700088.39,0.0002396,1.758239456,-0.001416334
14304.32807,-117592657.2,3.47E-05,0.553799349,-0.001958396
25152.53181,-41113022.02,0.000255,1.861241604,-0.000441831
21635.10829,-13119802.23,0.000255,1.856821479,3.26305E-05
153.1321312,-93816287.48,1.00E-07,0.008244432,-0.001590007
3659.312777,-31584551.21,6.43E-05,0.566591428,-0.000471031
22794.02278,-72639015.53,0.0002549,1.858277814,-0.00097627
25715.69261,-112219089.4,0.0002549,1.861766292,-0.001647118
24550.47535,-81204894.64,0.0002549,1.860485037,-0.001121454
30989.48319,-6720577.692,0.0002549,1.868576533,0.000140992
9317.440476,-66990374.59,0.0002229,1.646630641,-0.00091253
8026.696736,-19370710.65,0.0002548,1.839537645,-7.35171E-05
2708.722147,-79779514.92,8.00E-07,0.094171881,-0.001351395
9760.660992,-43403483.27,0.0002548,1.841533608,-0.000480852
18811.27,-37726914.78,0.0002549,1.853455939,-0.000384539
3400.54266,-53584209.5,1.40E-06,0.129079248,-0.000906807
2038.865222,-23438890.39,1.38E-05,0.178425114,-0.000383469
13867.57164,-96475502.42,0.0002454,1.791245504,-0.001389778
1793.377006,-98484914.18,4.00E-07,0.059532624,-0.001668836
11175.44148,-103391579.2,1.01E-05,0.356985474,-0.0017423
18844.05329,-71797286.83,0.0002549,1.853131136,-0.000962003
16256.01887,-69854626.69,0.0002548,1.849695916,-0.000929177
15437.3659,-42299319.91,0.0002548,1.849033166,-0.000462138
25012.55795,-84283875.16,0.0002549,1.860882707,-0.00117364
9524.535765,-49163111.65,0.0002547,1.840687885,-0.000578573
15614.91559,-64160203.9,0.0002549,1.849073282,-0.000832561
25314.53113,-36274925,0.000255,1.861628178,-0.000359829
27806.62951,-95757294.4,0.0002549,1.864576841,-0.001368105
13749.07305,-7567399.578,0.0002549,1.846911595,0.000126639
28069.3299,-26380080,0.0002549,1.86508996,-0.00019222
1258.696771,-85622227.11,1.00E-07,0.044403725,-0.001451124
23580.39571,-50620430.85,0.0002549,1.859265999,-0.000603073
24208.57391,-114773784.9,0.0002548,1.859689391,-0.001690518
669.1181494,-113015517.9,1.00E-07,0.023898839,-0.001915417
20468.9701,-2521978.999,0.0002549,1.855539066,0.000212155
1205.169762,-98657849.85,1.00E-07,0.041408461,-0.001672067
20146.15993,-27969138.23,0.0002549,1.855133411,-0.000219153
23638.3152,-28425226.57,0.000255,1.859338783,-0.000226784
10208.62682,-89828092.49,1.81E-05,0.395115539,-0.00150441
3464.934614,-44008410.9,2.30E-06,0.142153165,-0.000743605
18430.63473,-114555477,0.0002546,1.850781619,-0.001687018
8102.585416,-115895530.9,4.40E-06,0.242775009,-0.001959931
16934.00011,-71558521.31,0.0002548,1.850730892,-0.000958056
29119.86975,-15336296.26,0.0002549,1.866410108,-5.03722E-06
1370.388052,-119336905.8,1.00E-07,0.04399508,-0.002022559
15021.30698,-26083647.72,0.0002549,1.848510331,-0.000187196
15724.24608,-34175640.78,0.0002549,1.84939367,-0.000324348
27176.55711,-20703652.38,0.0002549,1.863785069,-9.60094E-05
13622.23825,-114991084.8,2.31E-05,0.473337209,-0.001925901
5035.932973,-67970586.2,2.40E-06,0.17926334,-0.001149644
15484.81719,-38955450.65,0.0002549,1.849092795,-0.000405362
12555.97844,-7497538.347,0.0002549,1.845412308,0.000127823
6432.292407,-60782332.75,1.34E-05,0.293563057,-0.001016809
30086.22972,-93779501.13,0.0002549,1.867441471,-0.001334583
23756.2757,-52791693.04,0.0002549,1.859487016,-0.000639874
1195.736296,-22751316.89,2.00E-06,0.064088607,-0.000383616
27863.00301,-18367690.33,0.0002549,1.864830682,-5.64168E-05
11555.05209,-17005195.99,0.0002549,1.844154507,-3.33237E-05
6046.12764,-62126829.82,6.00E-06,0.234151788,-0.001046997
21689.7716,-88092774.55,0.0002548,1.856707171,-0.001238298
1990.690614,-43844763.43,4.00E-07,0.079361576,-0.000742732
9917.609639,-63667479.77,0.0002516,1.823247836,-0.00082751
10691.84316,-89486099.41,4.11E-05,0.544867766,-0.001475614
12645.32056,-31893198.7,0.0002549,1.845524578,-0.000285663
11885.73221,-51958372.09,0.0002549,1.844387052,-0.00062575
26881.1113,-1315809.761,0.000255,1.863413801,0.000232698
2103.194385,-97332010.75,5.00E-07,0.069254952,-0.001649195
11694.70326,-84374354.39,0.0002269,1.676884998,-0.001203174
14220.47396,-31091527.75,0.0002549,1.847503975,-0.000272075
15185.80524,-51213063.27,0.0002548,1.848534046,-0.000613218
22817.32535,-8094191.99,0.0002549,1.858307097,0.00011771
19014.43312,-87568616.45,0.0002549,1.853162241,-0.001229314
16169.64886,-79309969.55,0.0002548,1.84958738,-0.001089437
18508.18223,-30102696.03,0.0002549,1.853075068,-0.000255315
19556.65719,-67837622.06,0.0002549,1.85420962,-0.00089489
14948.82829,-82494974.09,0.0002548,1.847870252,-0.00114342
25623.93827,-53086119.96,0.000255,1.86183399,-0.000644765
4428.904564,-100934027.4,1.40E-06,0.140985526,-0.001709346
26059.77592,-113111916.7,0.0002548,1.86219868,-0.001662351
8791.220358,-116928290.9,5.10E-06,0.261940373,-0.001976735
11769.39801,-46311852.72,0.0002549,1.844240862,-0.000530047
20962.95078,-101242123.7,0.0002548,1.855610821,-0.001461168
3764.282216,-35349351.78,3.06E-05,0.344561337,-0.000568542
13936.11746,-100787402.6,0.0002266,1.682995642,-0.001481661
15989.13795,-103997801.4,0.0002537,1.843321543,-0.001508975
25108.4182,-70531295.23,0.0002549,1.861186169,-0.000940546
27522.4603,-24000273.39,0.0002549,1.864402744,-0.000151884
26824.78943,-40980397.12,0.000255,1.863526025,-0.000439583
23914.09351,-78821209.03,0.0002549,1.859502336,-0.001081053
19156.62918,-56734543.61,0.0002549,1.85370693,-0.000706702
12249.78477,-90055818.61,0.0002122,1.591938534,-0.00131417
22199.34005,-89791258.94,0.0002548,1.857347513,-0.001267086
18397.64849,-83019069.79,0.0002548,1.852570167,-0.001152303
6240.044391,-62070768.73,7.50E-06,0.250865471,-0.001044547
12369.22558,-75927615.55,0.0002542,1.841517627,-0.001032709
3830.66612,-79953876.22,1.40E-06,0.131449757,-0.00135375
27749.73528,-11385633.95,0.0002549,1.864505346,6.19232E-05
1588.161507,-110676887.5,4.00E-07,0.051771743,-0.001875479
3033.752887,-33158167.93,1.00E-05,0.184616326,-0.000552003
12093.86865,-38290235.56,0.0002548,1.844648604,-0.000394187
10987.7016,-101894185.4,1.01E-05,0.353089553,-0.00171692
24548.56847,-98466854.83,0.0002549,1.860299641,-0.00141403
20294.76048,-31819663.44,0.0002549,1.855137148,-0.000284416
1790.989181,-109240153.4,4.00E-07,0.058248623,-0.001851128
24198.63774,-43661048.88,0.000255,1.860042905,-0.000485018
18204.11435,-52997304.66,0.0002549,1.852509965,-0.000643359
7017.365278,-61669959.1,3.31E-05,0.433744281,-0.001012154
8118.288789,-16613085.9,0.0002549,1.839652743,-2.66777E-05
17273.38543,-60618017.2,0.0002548,1.851157376,-0.000772624
31797.44176,-20866664.59,0.000255,1.869774844,-9.86723E-05
5097.877685,-119916223.1,1.80E-06,0.152257182,-0.002030678
24497.96989,-68311153.08,0.0002549,1.860419057,-0.000902916
16024.92926,-52749772.62,0.0002549,1.84977152,-0.000639164
9511.141014,-56400319,0.0002539,1.836096052,-0.000702038
11280.32764,-105274062,1.00E-05,0.355287278,-0.001774306
9157.983556,-34785249.18,0.0002549,1.840959262,-0.00033468
22466.40222,-84199088.62,0.0002548,1.857683114,-0.001172303
17591.40243,-67208870.19,0.0002549,1.851557008,-0.000884233
5101.802566,-97367500.53,2.10E-06,0.163791114,-0.001648197
25056.65161,-107623126.9,0.0002548,1.860938117,-0.001569321
7127.477871,-92786195,4.00E-06,0.231118653,-0.001568647
27528.02369,-49561159.18,0.000255,1.864409735,-0.00058502
724.1211856,-40818091.74,1.00E-07,0.030189958,-0.000691732
12811.81428,-11124851.33,0.0002549,1.845733801,6.63432E-05
2464.820449,-55369615.45,7.00E-07,0.093499385,-0.000937768
9502.180566,-42014714.74,0.0002548,1.841208792,-0.000457314
13649.26802,-82976945.82,0.0002545,1.844773176,-0.001151889
283.573847,-118360330.2,1.00E-07,0.012434349,-0.002006007
21884.26871,-50522327.19,0.0002549,1.857134583,-0.000601411
22634.29375,-114756708.4,0.0002548,1.857711092,-0.001690229
442.2413151,-81387163.71,1.00E-07,0.017574737,-0.001379343
1576.972995,-24274646.24,3.20E-06,0.088540683,-0.000408235
20053.82854,-23930523.67,0.0002549,1.854834384,-0.000150702
24835.1367,-60587068.68,0.0002549,1.860842753,-0.000771999
24418.48867,-13334138.63,0.0002549,1.860319178,2.88977E-05
29165.04647,-8879157.297,0.000255,1.866283878,0.000104506
23830.92023,-44478986.77,0.000255,1.859580818,-0.000498881
8708.988902,-112915560.1,5.10E-06,0.263484038,-0.001908723
23270.94406,-91504013.48,0.0002549,1.858694131,-0.001296015
21316.96455,-65172132.84,0.0002549,1.856421688,-0.000849712
16941.52889,-80888689.43,0.0002548,1.850557353,-0.001116195
12701.94857,-56786804.69,0.0002548,1.845412739,-0.000707688
31506.21208,-64772162.56,0.0002549,1.869225874,-0.000842933
20844.78846,-59912663.81,0.0002549,1.855828334,-0.000760569
738.1550579,-8820038.784,3.53E-05,0.283113593,-0.000114192
19644.29212,-59751109.14,0.0002549,1.854136746,-0.000757831
6010.494963,-41380387.06,0.000222,1.626371011,-0.000479362
1447.180343,-34258966.36,5.00E-07,0.06092758,-0.00058016
8779.527971,-113579380.6,5.10E-06,0.26485368,-0.001919974
16220.62649,-59821436.38,0.0002549,1.84983444,-0.000759023
9385.309148,-41000679.22,0.0002549,1.841244927,-0.000440027
6780.44898,-94545813.92,3.40E-06,0.218604563,-0.001599071
23929.26077,-47077529.16,0.0002549,1.859887396,-0.000543024
23688.52487,-114117702.7,0.0002548,1.859035878,-0.001679398
9953.2829,-15551239.15,0.0002549,1.842141664,-8.68032E-06
4738.892782,-95612988.13,1.80E-06,0.153087068,-0.001618759
30433.63353,-40200502.56,0.000255,1.867878032,-0.000426364
12049.73582,-47825979.04,0.0002549,1.844593145,-0.00055571
7211.208119,-67608563.47,1.24E-05,0.303874871,-0.001133508
8839.396245,-54408528.8,0.0002525,1.827199913,-0.000669678
9800.178438,-110800638.2,6.40E-06,0.297795267,-0.001871577
7300.166812,-105376833.6,3.70E-06,0.22676066,-0.001782348
31314.15741,-17114472.51,0.000255,1.868984531,-3.50758E-05
3698.92997,-33665252.42,4.13E-05,0.415300212,-0.000529297
2199.97006,-37110487.29,1.00E-06,0.091702564,-0.000627991
3343.483969,-53723819.69,1.40E-06,0.126811546,-0.000909173
29844.37887,-92464843.65,0.0002549,1.867137553,-0.001312301
23500.97988,-49400842.78,0.0002549,1.859166202,-0.000582402
6508.375141,-89726263.92,3.40E-06,0.213321665,-0.001517384
496.2397954,-82324801.94,1.00E-07,0.019472593,-0.001395236
12144.75947,-61496323.04,0.0002548,1.844529555,-0.000787511
3269.384895,-56589835.15,1.10E-06,0.12269243,-0.00095805
25252.6566,-6967805.358,0.0002549,1.861367424,0.000136802
7057.024295,-73860013.79,5.10E-06,0.248781118,-0.001246765
6398.979387,-113266782.7,2.80E-06,0.194152195,-0.001916976
2818.503885,-29747981.82,1.55E-05,0.216004836,-0.000488703
2385.188002,-101196354.4,5.00E-07,0.077661316,-0.001714692
27047.8383,-23483662.18,0.0002549,1.863806316,-0.000143128
1118.431216,-99351102.45,1.00E-07,0.038554462,-0.001683817
3404.678375,-21484770.37,0.0002076,1.519335445,-0.000156549
4141.373587,-1231726.542,0.0002548,1.834472204,0.000233923
31169.59871,-37533142.71,0.0002549,1.868985873,-0.000381255
19626.23616,-69362511,0.0002549,1.854114056,-0.000920736
7108.616315,-77841759.32,4.60E-06,0.244270951,-0.001314752
12498.34553,-40511529.69,0.0002549,1.845339884,-0.000431736
27989.14349,-2816997.457,0.0002549,1.864989195,0.000207154
23049.72015,-70201459.85,0.0002549,1.858599133,-0.000934955
8274.11912,-17544344.68,0.0002549,1.840031565,-4.24618E-05
11266.99659,-3642283.346,0.0002549,1.843792525,0.000193166
21291.6983,-15644173.1,0.000255,1.856389937,-1.01555E-05
15520.80185,-68985863.17,0.0002548,1.848955015,-0.000914452
21189.75224,-91606479.45,0.0002548,1.855895828,-0.001297852
13640.24396,-118448255.8,1.58E-05,0.428524836,-0.001991798
9836.140704,-58691601.5,0.0002539,1.836870459,-0.000740873
8496.147465,-48127019.73,0.0002541,1.835369574,-0.000561612
9826.425587,-92272608.59,9.40E-06,0.330036251,-0.001554543
22377.3398,-74695923.63,0.0002549,1.857571195,-0.001011133
625.4396331,-102414803.9,1.00E-07,0.022928951,-0.001735744
6068.85635,-10116008.17,0.0002548,1.83726035,8.33422E-05
19959.19514,-35359815.82,0.0002549,1.854715464,-0.000344419
25773.85396,-10409717.87,0.0002549,1.86220538,7.84641E-05
22234.74068,-38694527.77,0.0002549,1.857757999,-0.000400939
22706.94785,-52867754.18,0.0002549,1.858168392,-0.000641164
12926.01737,-77321431.11,0.0002545,1.844047312,-0.001056033
27197.98788,-38121804.22,0.000255,1.863995,-0.000391132
20337.71975,-83266635.18,0.0002549,1.855008132,-0.001156399
15457.25062,-4828373.698,0.0002549,1.849241154,0.000173063
531.6515019,-52116843.66,1.00E-07,0.021896093,-0.000883236
13010.70325,-80962237.82,0.0002541,1.842323732,-0.001118141
29929.31423,-102555193.4,0.0002549,1.867244285,-0.001483324
15692.98186,-83784162.02,0.0002548,1.848805383,-0.001165271
15400.94497,-86092464.57,0.0002547,1.848255398,-0.001204494
16050.55448,-81511765.84,0.0002548,1.849437722,-0.001126755
14192.07392,-61280488.08,0.0002549,1.847285286,-0.000783752
1805.41873,-6827188.454,2.20E-04,1.593453756,0.000104285
26030.50452,-31697530.9,0.000255,1.862344897,-0.000282246
2559.637715,-33556333.44,2.80E-06,0.120336536,-0.000565951
2180.254301,-112654465,5.00E-07,0.068802788,-0.001908898
18956.91744,-57580211.46,0.0002549,1.853455965,-0.000721036
21575.88825,-20734703.34,0.000255,1.856747061,-9.64356E-05
16646.85562,-76494402.5,0.0002548,1.850187056,-0.001041715
20797.98717,-18528759.27,0.000255,1.855769521,-5.90468E-05
12100.59208,-41826305.07,0.0002549,1.844657052,-0.00045402
28673.58683,-117260112.3,0.0002548,1.865483292,-0.00173266
3424.923476,-31393173.11,4.12E-05,0.406537886,-0.000490888
11977.66959,-36104686.34,0.0002548,1.844685584,-0.000357144
28178.44525,-41985788.83,0.000255,1.865227079,-0.000456624
579.3891004,-96061.64376,1.62E-04,1.174673082,0.000160472
29564.08978,-16813838.03,0.0002549,1.866785331,-3.00803E-05
11821.57042,-93842063.56,9.64E-05,0.895085424,-0.001494143
3859.343845,-36413039.11,2.84E-05,0.332602795,-0.00058877
7426.478557,-79467606.25,5.00E-06,0.254186388,-0.001341909
30942.88403,-60186740.83,0.0002549,1.868517975,-0.000765214
23878.89142,-79658011.81,0.0002549,1.8596411,-0.001095236
9665.391201,-38927471.91,0.0002548,1.841596889,-0.000404988
30246.10083,-31421458.51,0.0002549,1.867825371,-0.000277667
19919.27559,-20973660.2,0.000255,1.8546653,-0.000100486
15674.5386,-24118631.82,0.0002549,1.849331206,-0.00015389
21924.00827,-10940469.27,0.000255,1.857367521,6.95683E-05
7051.429745,-37799067.44,0.0002539,1.832822088,-0.000386762
26681.43778,-22859306.21,0.0002549,1.863345884,-0.000132546
10518.58654,-28835728.69,0.0002549,1.842669046,-0.000233841
14997.35525,-41417874.09,0.0002548,1.848480232,-0.000447198
914.5504084,-34499293.8,1.00E-07,0.038847258,-0.000584634
30089.44281,-97570670.9,0.0002549,1.867445509,-0.00139884
1838.657028,-35382151.5,6.00E-07,0.077157525,-0.000599097
3971.830058,-116140722.8,1.10E-06,0.121196149,-0.001967387
18009.91669,-61456080.83,0.0002549,1.852082929,-0.000786728
6696.00227,-54432224.03,9.59E-05,0.829352445,-0.00082668
25028.77861,-30373911.62,0.000255,1.861086091,-0.000259812
29678.28858,-87715122.12,0.0002549,1.867111837,-0.001231797
22647.48536,-33407426.27,0.000255,1.858093669,-0.000311228
25060.75732,-24967647.27,0.000255,1.861126276,-0.00016818
10286.39321,-25055645.44,0.0002549,1.842560263,-0.000169772
29620.95708,-15130751.52,0.0002549,1.866856792,-1.55342E-06
1008.155684,-6386858.51,0.0001107,0.822204886,2.44816E-06
28135.23259,-60108762.27,0.000255,1.864989776,-0.000763793
9898.505284,-109977129.5,6.50E-06,0.301578829,-0.001857519
14087.94726,-111455865.9,8.24E-05,0.834798437,-0.001806682
2679.213739,-74383770.46,8.00E-07,0.094500799,-0.001259942
2680.852888,-57121029.87,8.00E-07,0.100541859,-0.000967353
23260.07249,-50191711.47,0.0002549,1.858863469,-0.000595807
28955.85378,-21999385.51,0.0002549,1.866203999,-0.000117971
25867.96805,-57962825.61,0.0002549,1.862323647,-0.000727521
905.7087066,-71111659.76,1.00E-07,0.034078147,-0.001205182
24867.74592,-46915704.32,0.000255,1.860883731,-0.000540181
17548.43565,-16675868.94,0.0002549,1.851686015,-2.77418E-05
25103.39062,-9990980.409,0.0002549,1.861362851,8.55613E-05
15497.67803,-105847321.5,0.0002499,1.820926957,-0.001544122
20595.21841,-113678718.4,0.0002548,1.854965715,-0.001671958
9924.77724,-9546200.593,0.0002549,1.842105843,9.31E-05
27390.43298,-26205335.17,0.0002549,1.864236833,-0.000189258
8215.296349,-55582526.18,0.0002413,1.756143646,-0.000700777
30766.27237,-45823789.43,0.000255,1.868479038,-0.000521674
19666.48738,-96288439.62,0.0002548,1.853981637,-0.001377207
26139.09128,-110214779.8,0.0002549,1.862298351,-0.001613147
5157.473479,-110653638.2,1.80E-06,0.158737072,-0.001873685
24024.64639,-66546236.84,0.0002549,1.860007261,-0.000873002
14868.57542,-47912278.87,0.0002549,1.848135403,-0.000557173
31408.11175,-113348334.2,0.0002549,1.869102597,-0.001666258
9062.098623,-102063343.4,5.80E-06,0.283874769,-0.001724087
14604.20327,-96116618.72,0.0002529,1.837006183,-0.001376195
14113.83482,-13162044.26,0.0002549,1.847369968,3.18145E-05
28416.448,-75680194.87,0.0002549,1.865343162,-0.001027815
9568.950344,-72024757.23,0.0001849,1.413804698,-0.001035859
8669.502162,-42905686.82,0.0002548,1.839613418,-0.000472415
10842.79074,-69784463.23,0.0002523,1.828619453,-0.000930488
15369.75944,-81481115.91,0.0002548,1.848582209,-0.001126236
29108.48168,-67964522.6,0.000255,1.866212797,-0.000896941
31316.05476,-76884521.04,0.000255,1.868986915,-0.001048127
23071.0605,-115204697.2,0.0002548,1.85825995,-0.001697822
25805.51423,-91194979.35,0.0002549,1.862062166,-0.001290778
22703.70519,-18221947.42,0.000255,1.858164317,-5.38466E-05
2841.095855,-39190531.72,1.90E-06,0.119592226,-0.000662346
15477.43284,-45108490.24,0.0002549,1.849083516,-0.000509651
26387.41164,-55692970.9,0.000255,1.862793399,-0.000688949
28645.74449,-90570483.88,0.0002549,1.865631304,-0.001280193
23355.71852,-106670426.2,0.0002548,1.858800661,-0.001553173
12280.37398,-65439551.19,0.0002547,1.844516973,-0.000854445
22935.06055,-85382249.25,0.0002548,1.858455047,-0.001192357
20174.90871,-61151691.78,0.0002549,1.854986538,-0.000781569
924.8813388,-36462722.21,1.00E-07,0.03922624,-0.000617912
21215.37858,-104564944.2,0.0002548,1.855928031,-0.001517487
3099.263879,-44545121.71,1.40E-06,0.12412565,-0.000753602
20926.20947,-62901572.84,0.0002549,1.85574765,-0.000811228
27797.32854,-4152244.057,0.000255,1.864565153,0.000184623
21.35859013,-85893938.63,1.00E-07,0.00386984,-0.001455729
57.11338843,-34335175.19,1.00E-07,0.004280771,-0.000581852
7590.260843,-118929065.9,3.70E-06,0.225295203,-0.002012047
6095.176253,-45525644.53,0.0001756,1.331481424,-0.000596021
13164.12711,-22917009.23,0.0002549,1.84617653,-0.000133524
30280.15747,-73291154.23,0.000255,1.867685168,-0.000987223
3810.56947,-118470954.4,1.10E-06,0.115503503,-0.002006882
31554.55469,-64987966.48,0.0002549,1.869286623,-0.000846591
13069.3717,-53814163.45,0.0002548,1.845874457,-0.000657304
16539.59945,-199686.1025,0.0002549,1.850601274,0.000251515
18694.62861,-77241827.19,0.0002549,1.852943363,-0.001054284
2794.408658,-2051338.093,0.0002543,1.829485557,0.000219532
28968.70977,-33872082.08,0.000255,1.866037154,-0.000319103
7317.165169,-46423784.34,0.0002478,1.795275021,-0.000539044
26260.05945,-107777170.3,0.0002548,1.862450364,-0.001571932
1010.944444,-97433020.91,1.00E-07,0.03549139,-0.001651307
4986.88677,-116664343.5,1.80E-06,0.150836707,-0.001975562
24170.51944,-40243774.99,0.000255,1.860007571,-0.000427098
18041.73904,-23684320.84,0.0002549,1.852305918,-0.000146529
1308.570083,-39801367.09,4.00E-07,0.053616398,-0.000674199
15532.76806,-72240063.06,0.0002549,1.848787052,-0.000969508
27328.93705,-72482029.74,0.0002549,1.864159555,-0.000973609
25369.89059,-83607444.8,0.0002549,1.861514745,-0.001162175
26581.31518,-112424128.8,0.0002549,1.862854066,-0.001650594
14658.6443,-97815430.28,0.0002519,1.832316596,-0.001405989
2144.81994,-701982.7001,0.0002527,1.81768926,0.000240802
22132.98666,-38435407.39,0.0002549,1.857630131,-0.000396548
16363.28685,-25909083.52,0.0002549,1.850379713,-0.000184237
21211.78177,-81585933.4,0.0002549,1.856106511,-0.001127912
17048.50671,-48864138.73,0.0002549,1.850874785,-0.000573306
23828.1507,-67347645.59,0.0002549,1.859577337,-0.000886586
2739.009874,-93972995.48,8.00E-07,0.090732941,-0.001591963
30535.50452,-90077263.45,0.0002549,1.868006047,-0.001271833
9221.295939,-97183817.87,6.50E-06,0.294139822,-0.001640683
31044.36189,-67848396.58,0.0002549,1.868828496,-0.000895073
17609.64705,-96414639.06,0.0002548,1.851213935,-0.001379346
28639.4188,-55471989.45,0.0002549,1.865806355,-0.000685303
1324.278562,-53389240.75,4.00E-07,0.051257138,-0.000904502
24028.48326,-13941419.49,0.0002549,1.859829083,1.86048E-05
24487.59208,-26690052.81,0.000255,1.860406016,-0.000197374
8645.267122,-67696906.47,0.0001348,1.097334963,-0.001012605
26747.98373,-37017434.05,0.000255,1.863429508,-0.000372414
14761.49936,-37814829.17,0.0002549,1.848183847,-0.000386029
4851.940389,-118028977.6,1.80E-06,0.146275128,-0.001998691
6872.428183,-23697825.12,0.0002549,1.837904148,-0.000146758
7206.005234,-47757769.87,0.0002413,1.753411333,-0.000568154
8068.401025,-71643247.29,2.28E-05,0.388217052,-0.001191492
3799.012516,-47324531.47,2.40E-06,0.15190598,-0.000799711
20533.66074,-25587810.85,0.000255,1.855437359,-0.000178692
30259.52421,-25276528.46,0.0002549,1.86765924,-0.000173516
30909.31038,-16645509.03,0.000255,1.868475785,-2.71273E-05
5389.606867,-86251982.04,2.40E-06,0.17915878,-0.001459498
10946.89832,-45378930.59,0.0002548,1.843207278,-0.000514334
8114.933348,-111361721.2,4.40E-06,0.246633526,-0.001883087
2673.568682,-72663478.4,8.00E-07,0.094859705,-0.001230784
9938.113139,-113887990.7,6.40E-06,0.298700601,-0.001923905
18464.24499,-102019611.9,0.0002547,1.852287855,-0.001474446
27606.04008,-107822006.4,0.0002549,1.864324773,-0.001572592
6072.578309,-114322945.5,2.40E-06,0.184043027,-0.001935277
12480.95022,-20188355.97,0.0002549,1.845318025,-8.72755E-05
1979.554936,-82447358.19,4.00E-07,0.068733582,-0.001397013
24407.4127,-114925816.7,0.0002548,1.859939259,-0.001693095
10440.41564,-26986495.34,0.0002549,1.842753813,-0.000202498
26997.93542,-110502596.7,0.0002548,1.863377606,-0.001618125
14394.00714,-60531938.85,0.0002548,1.847539043,-0.000771165
31268.79042,-90662681.5,0.0002549,1.868927521,-0.001281756
27056.21568,-78725195.56,0.0002549,1.863633843,-0.001079425
12287.701,-6491226.046,0.0002549,1.84507518,0.000144879
31099.62013,-73801202.67,0.000255,1.868897935,-0.000995868
5568.937175,-13472589.27,0.0002548,1.836449133,2.6451E-05
21049.1162,-21562858.52,0.000255,1.8560851,-0.000110472
12109.34343,-15572292.43,0.0002549,1.84485105,-9.03716E-06
30057.12225,-25070057.74,0.0002549,1.867587894,-0.000170016
29504.77717,-91470963.03,0.0002549,1.866710796,-0.001295455
15085.38455,-114580696.7,0.000155,1.268297853,-0.001787046
30148.6602,-48925539.77,0.000255,1.867702924,-0.000574246
13202.68637,-59888672.51,0.0002548,1.845858985,-0.000760262
6809.286692,-114888634.4,3.10E-06,0.205647802,-0.001944165
28445.40664,-110853878.5,0.0002548,1.865196552,-0.001624079
11928.79196,-73573902.9,0.000254,1.840415162,-0.000993015
13714.22305,-30278513.75,0.0002549,1.846867801,-0.000258295
29043.26334,-65399135.18,0.000255,1.866130841,-0.00085346
28379.95991,-71480553.21,0.0002549,1.865297309,-0.000956635
28619.23839,-92685599.88,0.0002549,1.865597996,-0.001316042
18249.20357,-2840308.93,0.0002549,1.852749626,0.000206759
24307.04648,-13970061.35,0.0002549,1.860362135,1.81193E-05
16945.76342,-49064816.54,0.0002548,1.850928674,-0.000576807
8363.592273,-101712504.7,5.10E-06,0.261952,-0.001718841
19590.49777,-456994.3221,0.0002549,1.854435146,0.000247154
27415.64711,-94687496.74,0.0002549,1.863902518,-0.001349973
22746.57211,-98344948.55,0.0002548,1.858035186,-0.001412064
29468.03579,-16243230.93,0.0002549,1.866664626,-2.0409E-05
7414.125273,-27541474.48,0.0002548,1.838584865,-0.000212005
27709.03253,-4246781.197,0.000255,1.864454197,0.000183021
15169.95763,-15755455.71,0.0002549,1.848697131,-1.21416E-05
18719.75319,-63804493.58,0.0002549,1.852974936,-0.000826532
18681.54325,-66264844.65,0.0002548,1.85310992,-0.000868333
18661.51396,-15311676.9,0.000255,1.85308475,-4.51995E-06
22422.77911,-94594297.77,0.0002548,1.857628295,-0.001348493
1484.532065,-14377545.17,4.62E-05,0.385067518,-0.000197487
16740.66831,-104413539.7,0.0002544,1.848657944,-0.001515321
30139.33078,-102254609.1,0.0002549,1.8675082,-0.001478229
22606.59023,-7149195.677,0.0002549,1.858042279,0.000133727
21307.39863,-19033490.24,0.000255,1.856409667,-6.76015E-05
17577.86524,-82016225.7,0.0002549,1.851539997,-0.001135206
9481.168912,-111606421.4,6.10E-06,0.287146388,-0.001885534
