h,T,lambda,M,s,,,,,lambda_fixedh=24,strain
24888.24,-48000000,0.0002549,1.861092485,-5.59E-04,,,,,4.00E-07,-0.000813159
25207.32,-48000000,0.0002549,1.861310453,-5.59E-04,,,,,4.00E-07,-0.000813159
25526.4,-48000000,0.0002549,1.86171142,-5.59E-04,,,,,4.00E-07,-0.000813159
25845.48,-48000000,0.0002549,1.862112388,-5.59E-04,,,,,4.00E-07,-0.000813159
26164.56,-48000000,0.0002549,1.862696356,-5.59E-04,,,,,4.00E-07,-0.000813159
26483.64,-48000000,0.0002549,1.863097324,-5.59E-04,,,,,4.00E-07,-0.000813159
26802.72,-48000000,0.0002549,1.863315291,-5.59E-04,,,,,4.00E-07,-0.000813159
27121.8,-48000000,0.000255,1.863716259,-5.59E-04,,,,,4.00E-07,-0.000813159
27440.88,-48000000,0.000255,1.864117227,-5.59E-04,,,,,4.00E-07,-0.000813159
27759.96,-48000000,0.000255,1.864518195,-5.59E-04,,,,,4.00E-07,-0.000813159
28079.04,-48000000,0.000255,1.864919162,-5.59E-04,,,,,4.00E-07,-0.000813159
28398.12,-48000000,0.000255,1.86532013,-5.59E-04,,,,,4.00E-07,-0.000813159
28717.2,-48000000,0.0002549,1.865904098,-5.59E-04,,,,,4.00E-07,-0.000813159
29036.28,-48000000,0.0002549,1.866305066,-5.59E-04,,,,,4.00E-07,-0.000813159
29355.36,-48000000,0.0002549,1.866706033,-5.59E-04,,,,,4.00E-07,-0.000813159
29674.44,-48000000,0.0002549,1.867107001,-5.59E-04,,,,,4.00E-07,-0.000813159
29993.52,-48000000,0.0002549,1.867507969,-5.59E-04,,,,,4.00E-07,-0.000813159
30312.6,-48000000,0.0002549,1.867725937,-5.59E-04,,,,,4.00E-07,-0.000813159
30631.68,-48000000,0.0002549,1.868126904,-5.59E-04,,,,,4.00E-07,-0.000813159
30950.76,-48000000,0.0002549,1.868527872,-5.59E-04,,,,,4.00E-07,-0.000813159
31269.84,-48000000,0.0002549,1.86892884,-5.59E-04,,,,,4.00E-07,-0.000813159
31588.92,-48000000,0.0002549,1.869329808,-5.59E-04,,,,,4.00E-07,-0.000813159
0,-49920000,1.00E-07,0.002745,-8.46E-04,,,,,4.00E-07,-0.000845702
319.08,-49920000,1.00E-07,0.014125968,-8.46E-04,,,,,4.00E-07,-0.000845702
638.16,-49920000,1.00E-07,0.025689936,-8.46E-04,,,,,4.00E-07,-0.000845702
957.24,-49920000,1.00E-07,0.037253903,-8.46E-04,,,,,4.00E-07,-0.000845702
1276.32,-49920000,1.00E-07,0.048268871,-8.46E-04,,,,,4.00E-07,-0.000845702
1595.4,-49920000,4.00E-07,0.059649839,-8.46E-04,,,,,4.00E-07,-0.000845702
1914.48,-49920000,4.00E-07,0.071213807,-8.46E-04,,,,,4.00E-07,-0.000845702
2233.56,-49920000,4.00E-07,0.082777774,-8.46E-04,,,,,4.00E-07,-0.000845702
2552.64,-49920000,8.00E-07,0.093792742,-8.45E-04,,,,,4.00E-07,-0.000845702
2871.72,-49920000,8.00E-07,0.10553971,-8.45E-04,,,,,4.00E-07,-0.000845702
3190.8,-49920000,1.10E-06,0.117103678,-8.45E-04,,,,,4.00E-07,-0.000845702
3509.88,-49920000,1.40E-06,0.128118645,-8.45E-04,,,,,4.00E-07,-0.000845702
3828.96,-49920000,1.40E-06,0.139865613,-8.45E-04,,,,,4.00E-07,-0.000845702
4148.04,-49920000,1.70E-06,0.151795581,-8.44E-04,,,,,4.00E-07,-0.000845702
4467.12,-49920000,2.00E-06,0.162993549,-8.44E-04,,,,,4.00E-07,-0.000845702
4786.2,-49920000,2.50E-06,0.174557516,-8.44E-04,,,,,4.00E-07,-0.000845702
5105.28,-49920000,2.90E-06,0.186487484,-8.43E-04,,,,,4.00E-07,-0.000845702
5424.36,-49920000,3.40E-06,0.199332452,-8.43E-04,,,,,4.00E-07,-0.000845702
5743.44,-49920000,4.30E-06,0.21473942,-8.42E-04,,,,,4.00E-07,-0.000845702
6062.52,-49920000,5.90E-06,0.233989387,-8.40E-04,,,,,4.00E-07,-0.000845702
6381.6,-49920000,9.00E-06,0.262938355,-8.37E-04,,,,,4.00E-07,-0.000845702
6700.68,-49920000,1.50E-05,0.311651323,-8.31E-04,,,,,4.00E-07,-0.000845702
7019.76,-49920000,2.78E-05,0.400075291,-8.18E-04,,,,,4.00E-07,-0.000845702
7338.84,-49920000,5.15E-05,0.556575258,-7.95E-04,,,,,4.00E-07,-0.000845702
7657.92,-49920000,8.90E-05,0.800183226,-7.57E-04,,,,,4.00E-07,-0.000845702
7977,-49920000,0.0001371,1.104547194,-7.09E-04,,,,,4.00E-07,-0.000845702
8296.08,-49920000,0.0001826,1.391526162,-6.64E-04,,,,,4.00E-07,-0.000845702
8615.16,-49920000,0.0002153,1.597436129,-6.31E-04,,,,,4.00E-07,-0.000845702
8934.24,-49920000,0.000235,1.718800097,-6.11E-04,,,,,4.00E-07,-0.000845702
9253.32,-49920000,0.0002452,1.782336065,-6.01E-04,,,,,4.00E-07,-0.000845702
9572.4,-49920000,0.0002501,1.813664033,-5.96E-04,,,,,4.00E-07,-0.000845702
9891.48,-49920000,0.0002525,1.828156,-5.94E-04,,,,,4.00E-07,-0.000845702
10210.56,-49920000,0.0002537,1.836059968,-5.92E-04,,,,,4.00E-07,-0.000845702
10529.64,-49920000,0.0002543,1.839205936,-5.92E-04,,,,,4.00E-07,-0.000845702
10848.72,-49920000,0.0002545,1.841619904,-5.92E-04,,,,,4.00E-07,-0.000845702
11167.8,-49920000,0.0002547,1.842386871,-5.91E-04,,,,,4.00E-07,-0.000845702
11486.88,-49920000,0.0002547,1.843153839,-5.91E-04,,,,,4.00E-07,-0.000845702
11805.96,-49920000,0.0002548,1.843920807,-5.91E-04,,,,,4.00E-07,-0.000845702
12125.04,-49920000,0.0002548,1.844321775,-5.91E-04,,,,,4.00E-07,-0.000845702
12444.12,-49920000,0.0002548,1.844905742,-5.91E-04,,,,,4.00E-07,-0.000845702
12763.2,-49920000,0.0002548,1.84530671,-5.91E-04,,,,,4.00E-07,-0.000845702
13082.28,-49920000,0.0002548,1.845707678,-5.91E-04,,,,,4.00E-07,-0.000845702
13401.36,-49920000,0.0002548,1.846291646,-5.91E-04,,,,,4.00E-07,-0.000845702
13720.44,-49920000,0.0002548,1.846692613,-5.91E-04,,,,,4.00E-07,-0.000845702
14039.52,-49920000,0.0002548,1.846910581,-5.91E-04,,,,,4.00E-07,-0.000845702
14358.6,-49920000,0.0002549,1.847311549,-5.91E-04,,,,,4.00E-07,-0.000845702
14677.68,-49920000,0.0002548,1.847895517,-5.91E-04,,,,,4.00E-07,-0.000845702
14996.76,-49920000,0.0002548,1.848296484,-5.91E-04,,,,,4.00E-07,-0.000845702
15315.84,-49920000,0.0002549,1.848697452,-5.91E-04,,,,,4.00E-07,-0.000845702
15634.92,-49920000,0.0002549,1.84909842,-5.91E-04,,,,,4.00E-07,-0.000845702
15954,-49920000,0.0002548,1.849499388,-5.91E-04,,,,,4.00E-07,-0.000845702
16273.08,-49920000,0.0002548,1.850083355,-5.91E-04,,,,,4.00E-07,-0.000845702
16592.16,-49920000,0.0002549,1.850484323,-5.91E-04,,,,,4.00E-07,-0.000845702
16911.24,-49920000,0.0002549,1.850702291,-5.91E-04,,,,,4.00E-07,-0.000845702
17230.32,-49920000,0.0002549,1.851103259,-5.91E-04,,,,,4.00E-07,-0.000845702
17549.4,-49920000,0.0002548,1.851504226,-5.91E-04,,,,,4.00E-07,-0.000845702
17868.48,-49920000,0.0002548,1.852088194,-5.91E-04,,,,,4.00E-07,-0.000845702
18187.56,-49920000,0.0002549,1.852306162,-5.91E-04,,,,,4.00E-07,-0.000845702
18506.64,-49920000,0.0002549,1.85270713,-5.91E-04,,,,,4.00E-07,-0.000845702
18825.72,-49920000,0.0002549,1.853291097,-5.91E-04,,,,,4.00E-07,-0.000845702
19144.8,-49920000,0.0002549,1.853692065,-5.91E-04,,,,,4.00E-07,-0.000845702
19463.88,-49920000,0.0002549,1.853910033,-5.91E-04,,,,,4.00E-07,-0.000845702
19782.96,-49920000,0.0002548,1.854494001,-5.91E-04,,,,,4.00E-07,-0.000845702
20102.04,-49920000,0.0002549,1.854711968,-5.91E-04,,,,,4.00E-07,-0.000845702
20421.12,-49920000,0.0002549,1.855295936,-5.91E-04,,,,,4.00E-07,-0.000845702
20740.2,-49920000,0.0002549,1.855696904,-5.91E-04,,,,,4.00E-07,-0.000845702
21059.28,-49920000,0.0002549,1.856097872,-5.91E-04,,,,,4.00E-07,-0.000845702
21378.36,-49920000,0.0002549,1.856498839,-5.91E-04,,,,,4.00E-07,-0.000845702
21697.44,-49920000,0.0002549,1.856899807,-5.91E-04,,,,,4.00E-07,-0.000845702
22016.52,-49920000,0.0002549,1.857300775,-5.91E-04,,,,,4.00E-07,-0.000845702
22335.6,-49920000,0.0002549,1.857701743,-5.91E-04,,,,,4.00E-07,-0.000845702
22654.68,-49920000,0.0002549,1.858102711,-5.91E-04,,,,,4.00E-07,-0.000845702
22973.76,-49920000,0.0002549,1.858503678,-5.91E-04,,,,,4.00E-07,-0.000845702
23292.84,-49920000,0.0002549,1.858904646,-5.91E-04,,,,,4.00E-07,-0.000845702
23611.92,-49920000,0.0002549,1.859305614,-5.91E-04,,,,,4.00E-07,-0.000845702
23931,-49920000,0.0002549,1.859706582,-5.91E-04,,,,,4.00E-07,-0.000845702
24250.08,-49920000,0.0002549,1.860107549,-5.91E-04,,,,,4.00E-07,-0.000845702
24569.16,-49920000,0.0002549,1.860508517,-5.91E-04,,,,,4.00E-07,-0.000845702
24888.24,-49920000,0.0002549,1.860909485,-5.91E-04,,,,,4.00E-07,-0.000845702
25207.32,-49920000,0.0002549,1.861310453,-5.91E-04,,,,,4.00E-07,-0.000845702
25526.4,-49920000,0.0002549,1.86171142,-5.91E-04,,,,,4.00E-07,-0.000845702
25845.48,-49920000,0.0002549,1.862112388,-5.91E-04,,,,,4.00E-07,-0.000845702
26164.56,-49920000,0.0002549,1.862513356,-5.91E-04,,,,,4.00E-07,-0.000845702
26483.64,-49920000,0.0002549,1.862914324,-5.91E-04,,,,,4.00E-07,-0.000845702
26802.72,-49920000,0.0002549,1.863498291,-5.91E-04,,,,,4.00E-07,-0.000845702
27121.8,-49920000,0.0002549,1.863716259,-5.91E-04,,,,,4.00E-07,-0.000845702
27440.88,-49920000,0.000255,1.864117227,-5.91E-04,,,,,4.00E-07,-0.000845702
27759.96,-49920000,0.000255,1.864518195,-5.91E-04,,,,,4.00E-07,-0.000845702
28079.04,-49920000,0.000255,1.864919162,-5.91E-04,,,,,4.00E-07,-0.000845702
28398.12,-49920000,0.000255,1.86532013,-5.91E-04,,,,,4.00E-07,-0.000845702
28717.2,-49920000,0.000255,1.865904098,-5.91E-04,,,,,4.00E-07,-0.000845702
29036.28,-49920000,0.000255,1.866305066,-5.91E-04,,,,,4.00E-07,-0.000845702
29355.36,-49920000,0.0002549,1.866706033,-5.91E-04,,,,,4.00E-07,-0.000845702
29674.44,-49920000,0.0002549,1.867107001,-5.91E-04,,,,,4.00E-07,-0.000845702
29993.52,-49920000,0.0002549,1.867324969,-5.91E-04,,,,,4.00E-07,-0.000845702
30312.6,-49920000,0.0002549,1.867908937,-5.91E-04,,,,,4.00E-07,-0.000845702
30631.68,-49920000,0.0002549,1.868309904,-5.91E-04,,,,,4.00E-07,-0.000845702
30950.76,-49920000,0.0002549,1.868527872,-5.91E-04,,,,,4.00E-07,-0.000845702
31269.84,-49920000,0.0002549,1.86892884,-5.91E-04,,,,,4.00E-07,-0.000845702
31588.92,-49920000,0.0002549,1.869329808,-5.91E-04,,,,,4.00E-07,-0.000845702
0,-51840000,1.00E-07,0.002745,-8.79E-04,,,,,4.00E-07,-0.000878244
319.08,-51840000,1.00E-07,0.014308968,-8.79E-04,,,,,4.00E-07,-0.000878244
638.16,-51840000,1.00E-07,0.025140936,-8.79E-04,,,,,4.00E-07,-0.000878244
957.24,-51840000,1.00E-07,0.036704903,-8.79E-04,,,,,4.00E-07,-0.000878244
1276.32,-51840000,1.00E-07,0.047719871,-8.79E-04,,,,,4.00E-07,-0.000878244
1595.4,-51840000,4.00E-07,0.059283839,-8.78E-04,,,,,4.00E-07,-0.000878244
1914.48,-51840000,4.00E-07,0.070847807,-8.78E-04,,,,,4.00E-07,-0.000878244
2233.56,-51840000,4.00E-07,0.081862774,-8.78E-04,,,,,4.00E-07,-0.000878244
2552.64,-51840000,8.00E-07,0.093426742,-8.78E-04,,,,,4.00E-07,-0.000878244
2871.72,-51840000,8.00E-07,0.10444171,-8.78E-04,,,,,4.00E-07,-0.000878244
3190.8,-51840000,1.10E-06,0.116005678,-8.78E-04,,,,,4.00E-07,-0.000878244
3509.88,-51840000,1.40E-06,0.127203645,-8.77E-04,,,,,4.00E-07,-0.000878244
3828.96,-51840000,1.40E-06,0.138218613,-8.77E-04,,,,,4.00E-07,-0.000878244
4148.04,-51840000,1.70E-06,0.149965581,-8.77E-04,,,,,4.00E-07,-0.000878244
4467.12,-51840000,2.00E-06,0.161346549,-8.77E-04,,,,,4.00E-07,-0.000878244
4786.2,-51840000,2.40E-06,0.172544516,-8.76E-04,,,,,4.00E-07,-0.000878244
5105.28,-51840000,2.80E-06,0.184108484,-8.76E-04,,,,,4.00E-07,-0.000878244
5424.36,-51840000,2.90E-06,0.196221452,-8.76E-04,,,,,4.00E-07,-0.000878244
5743.44,-51840000,3.40E-06,0.20924942,-8.75E-04,,,,,4.00E-07,-0.000878244
6062.52,-51840000,4.40E-06,0.224290387,-8.74E-04,,,,,4.00E-07,-0.000878244
6381.6,-51840000,6.30E-06,0.243906355,-8.72E-04,,,,,4.00E-07,-0.000878244
6700.68,-51840000,9.60E-06,0.273221323,-8.69E-04,,,,,4.00E-07,-0.000878244
7019.76,-51840000,1.58E-05,0.323398291,-8.63E-04,,,,,4.00E-07,-0.000878244
7338.84,-51840000,2.90E-05,0.413286258,-8.50E-04,,,,,4.00E-07,-0.000878244
7657.92,-51840000,5.27E-05,0.571250226,-8.26E-04,,,,,4.00E-07,-0.000878244
7977,-51840000,9.09E-05,0.815407194,-7.88E-04,,,,,4.00E-07,-0.000878244
8296.08,-51840000,0.0001385,1.117758162,-7.40E-04,,,,,4.00E-07,-0.000878244
8615.16,-51840000,0.0001835,1.399796129,-6.95E-04,,,,,4.00E-07,-0.000878244
8934.24,-51840000,0.0002158,1.602229097,-6.63E-04,,,,,4.00E-07,-0.000878244
9253.32,-51840000,0.0002352,1.721031065,-6.43E-04,,,,,4.00E-07,-0.000878244
9572.4,-51840000,0.0002452,1.782920033,-6.33E-04,,,,,4.00E-07,-0.000878244
9891.48,-51840000,0.0002503,1.813882,-6.28E-04,,,,,4.00E-07,-0.000878244
10210.56,-51840000,0.0002525,1.828556968,-6.26E-04,,,,,4.00E-07,-0.000878244
10529.64,-51840000,0.0002536,1.836277936,-6.25E-04,,,,,4.00E-07,-0.000878244
10848.72,-51840000,0.0002543,1.839606904,-6.24E-04,,,,,4.00E-07,-0.000878244
11167.8,-51840000,0.0002546,1.842020871,-6.24E-04,,,,,4.00E-07,-0.000878244
11486.88,-51840000,0.0002547,1.842787839,-6.24E-04,,,,,4.00E-07,-0.000878244
11805.96,-51840000,0.0002548,1.843737807,-6.24E-04,,,,,4.00E-07,-0.000878244
12125.04,-51840000,0.0002547,1.844321775,-6.24E-04,,,,,4.00E-07,-0.000878244
12444.12,-51840000,0.0002548,1.844722742,-6.24E-04,,,,,4.00E-07,-0.000878244
12763.2,-51840000,0.0002548,1.84530671,-6.24E-04,,,,,4.00E-07,-0.000878244
13082.28,-51840000,0.0002548,1.845707678,-6.24E-04,,,,,4.00E-07,-0.000878244
13401.36,-51840000,0.0002548,1.846108646,-6.24E-04,,,,,4.00E-07,-0.000878244
13720.44,-51840000,0.0002549,1.846692613,-6.24E-04,,,,,4.00E-07,-0.000878244
14039.52,-51840000,0.0002548,1.847093581,-6.24E-04,,,,,4.00E-07,-0.000878244
14358.6,-51840000,0.0002548,1.847311549,-6.24E-04,,,,,4.00E-07,-0.000878244
14677.68,-51840000,0.0002549,1.847895517,-6.24E-04,,,,,4.00E-07,-0.000878244
14996.76,-51840000,0.0002549,1.848296484,-6.24E-04,,,,,4.00E-07,-0.000878244
15315.84,-51840000,0.0002548,1.848697452,-6.24E-04,,,,,4.00E-07,-0.000878244
15634.92,-51840000,0.0002548,1.84909842,-6.24E-04,,,,,4.00E-07,-0.000878244
15954,-51840000,0.0002549,1.849499388,-6.24E-04,,,,,4.00E-07,-0.000878244
16273.08,-51840000,0.0002549,1.849900355,-6.24E-04,,,,,4.00E-07,-0.000878244
16592.16,-51840000,0.0002548,1.850301323,-6.24E-04,,,,,4.00E-07,-0.000878244
16911.24,-51840000,0.0002548,1.850702291,-6.24E-04,,,,,4.00E-07,-0.000878244
17230.32,-51840000,0.0002549,1.851103259,-6.24E-04,,,,,4.00E-07,-0.000878244
17549.4,-51840000,0.0002549,1.851687226,-6.24E-04,,,,,4.00E-07,-0.000878244
17868.48,-51840000,0.0002549,1.851905194,-6.24E-04,,,,,4.00E-07,-0.000878244
18187.56,-51840000,0.0002548,1.852306162,-6.24E-04,,,,,4.00E-07,-0.000878244
18506.64,-51840000,0.0002548,1.85270713,-6.24E-04,,,,,4.00E-07,-0.000878244
18825.72,-51840000,0.0002549,1.853291097,-6.24E-04,,,,,4.00E-07,-0.000878244
19144.8,-51840000,0.0002549,1.853509065,-6.24E-04,,,,,4.00E-07,-0.000878244
19463.88,-51840000,0.0002549,1.853910033,-6.24E-04,,,,,4.00E-07,-0.000878244
19782.96,-51840000,0.0002549,1.854494001,-6.24E-04,,,,,4.00E-07,-0.000878244
20102.04,-51840000,0.0002549,1.854711968,-6.24E-04,,,,,4.00E-07,-0.000878244
20421.12,-51840000,0.0002548,1.855295936,-6.24E-04,,,,,4.00E-07,-0.000878244
20740.2,-51840000,0.0002549,1.855513904,-6.24E-04,,,,,4.00E-07,-0.000878244
21059.28,-51840000,0.0002549,1.856097872,-6.24E-04,,,,,4.00E-07,-0.000878244
21378.36,-51840000,0.0002549,1.856315839,-6.24E-04,,,,,4.00E-07,-0.000878244
21697.44,-51840000,0.0002549,1.856899807,-6.24E-04,,,,,4.00E-07,-0.000878244
22016.52,-51840000,0.0002549,1.857117775,-6.24E-04,,,,,4.00E-07,-0.000878244
22335.6,-51840000,0.0002549,1.857701743,-6.24E-04,,,,,4.00E-07,-0.000878244
22654.68,-51840000,0.0002549,1.858102711,-6.24E-04,,,,,4.00E-07,-0.000878244
22973.76,-51840000,0.0002549,1.858503678,-6.24E-04,,,,,4.00E-07,-0.000878244
23292.84,-51840000,0.0002549,1.858904646,-6.24E-04,,,,,4.00E-07,-0.000878244
23611.92,-51840000,0.0002549,1.859305614,-6.24E-04,,,,,4.00E-07,-0.000878244
23931,-51840000,0.0002549,1.859706582,-6.24E-04,,,,,4.00E-07,-0.000878244
24250.08,-51840000,0.0002549,1.860107549,-6.24E-04,,,,,4.00E-07,-0.000878244
24569.16,-51840000,0.0002549,1.860691517,-6.24E-04,,,,,4.00E-07,-0.000878244
24888.24,-51840000,0.0002549,1.860909485,-6.24E-04,,,,,4.00E-07,-0.000878244
25207.32,-51840000,0.0002549,1.861310453,-6.24E-04,,,,,4.00E-07,-0.000878244
25526.4,-51840000,0.0002549,1.86171142,-6.24E-04,,,,,4.00E-07,-0.000878244
25845.48,-51840000,0.0002549,1.862295388,-6.24E-04,,,,,4.00E-07,-0.000878244
26164.56,-51840000,0.0002549,1.862513356,-6.24E-04,,,,,4.00E-07,-0.000878244
26483.64,-51840000,0.0002549,1.862914324,-6.24E-04,,,,,4.00E-07,-0.000878244
26802.72,-51840000,0.0002549,1.863315291,-6.24E-04,,,,,4.00E-07,-0.000878244
27121.8,-51840000,0.0002549,1.863716259,-6.24E-04,,,,,4.00E-07,-0.000878244
27440.88,-51840000,0.0002549,1.864300227,-6.24E-04,,,,,4.00E-07,-0.000878244
27759.96,-51840000,0.0002549,1.864518195,-6.24E-04,,,,,4.00E-07,-0.000878244
28079.04,-51840000,0.000255,1.864919162,-6.24E-04,,,,,4.00E-07,-0.000878244
28398.12,-51840000,0.000255,1.86532013,-6.24E-04,,,,,4.00E-07,-0.000878244
28717.2,-51840000,0.000255,1.865721098,-6.24E-04,,,,,4.00E-07,-0.000878244
29036.28,-51840000,0.000255,1.866122066,-6.24E-04,,,,,4.00E-07,-0.000878244
29355.36,-51840000,0.000255,1.866706033,-6.24E-04,,,,,4.00E-07,-0.000878244
29674.44,-51840000,0.0002549,1.867107001,-6.24E-04,,,,,4.00E-07,-0.000878244
29993.52,-51840000,0.0002549,1.867507969,-6.24E-04,,,,,4.00E-07,-0.000878244
30312.6,-51840000,0.0002549,1.867908937,-6.24E-04,,,,,4.00E-07,-0.000878244
30631.68,-51840000,0.0002549,1.868126904,-6.24E-04,,,,,4.00E-07,-0.000878244
30950.76,-51840000,0.0002549,1.868527872,-6.24E-04,,,,,4.00E-07,-0.000878244
31269.84,-51840000,0.0002549,1.86892884,-6.24E-04,,,,,4.00E-07,-0.000878244
31588.92,-51840000,0.0002549,1.869329808,-6.24E-04,,,,,4.00E-07,-0.000878244
0,-53760000,1.00E-07,0.002745,-9.11E-04,,,,,4.00E-07,-0.000910786
319.08,-53760000,1.00E-07,0.014308968,-9.11E-04,,,,,4.00E-07,-0.000910786
638.16,-53760000,1.00E-07,0.025323936,-9.11E-04,,,,,4.00E-07,-0.000910786
957.24,-53760000,1.00E-07,0.036155903,-9.11E-04,,,,,4.00E-07,-0.000910786
1276.32,-53760000,1.00E-07,0.047719871,-9.11E-04,,,,,4.00E-07,-0.000910786
1595.4,-53760000,4.00E-07,0.058734839,-9.11E-04,,,,,4.00E-07,-0.000910786
1914.48,-53760000,4.00E-07,0.069749807,-9.11E-04,,,,,4.00E-07,-0.000910786
2233.56,-53760000,4.00E-07,0.081313774,-9.11E-04,,,,,4.00E-07,-0.000910786
2552.64,-53760000,8.00E-07,0.092328742,-9.10E-04,,,,,4.00E-07,-0.000910786
2871.72,-53760000,8.00E-07,0.10389271,-9.10E-04,,,,,4.00E-07,-0.000910786
3190.8,-53760000,1.10E-06,0.115090678,-9.10E-04,,,,,4.00E-07,-0.000910786
3509.88,-53760000,1.40E-06,0.126105645,-9.10E-04,,,,,4.00E-07,-0.000910786
3828.96,-53760000,1.40E-06,0.137303613,-9.10E-04,,,,,4.00E-07,-0.000910786
4148.04,-53760000,1.70E-06,0.148318581,-9.09E-04,,,,,4.00E-07,-0.000910786
4467.12,-53760000,2.00E-06,0.160065549,-9.09E-04,,,,,4.00E-07,-0.000910786
4786.2,-53760000,2.10E-06,0.171446516,-9.09E-04,,,,,4.00E-07,-0.000910786
5105.28,-53760000,2.40E-06,0.182278484,-9.09E-04,,,,,4.00E-07,-0.000910786
5424.36,-53760000,2.80E-06,0.193842452,-9.08E-04,,,,,4.00E-07,-0.000910786
5743.44,-53760000,3.20E-06,0.20595542,-9.08E-04,,,,,4.00E-07,-0.000910786
6062.52,-53760000,3.90E-06,0.218617387,-9.07E-04,,,,,4.00E-07,-0.000910786
6381.6,-53760000,4.80E-06,0.234024355,-9.06E-04,,,,,4.00E-07,-0.000910786
6700.68,-53760000,6.40E-06,0.253457323,-9.05E-04,,,,,4.00E-07,-0.000910786
7019.76,-53760000,9.90E-06,0.283321291,-9.01E-04,,,,,4.00E-07,-0.000910786
7338.84,-53760000,1.65E-05,0.334596258,-8.95E-04,,,,,4.00E-07,-0.000910786
7657.92,-53760000,3.00E-05,0.425765226,-8.81E-04,,,,,4.00E-07,-0.000910786
7977,-53760000,5.41E-05,0.585376194,-8.57E-04,,,,,4.00E-07,-0.000910786
8296.08,-53760000,9.23E-05,0.829533162,-8.19E-04,,,,,4.00E-07,-0.000910786
8615.16,-53760000,0.0001398,1.129322129,-7.71E-04,,,,,4.00E-07,-0.000910786
8934.24,-53760000,0.0001843,1.407151097,-7.27E-04,,,,,4.00E-07,-0.000910786
9253.32,-53760000,0.0002165,1.605741065,-6.95E-04,,,,,4.00E-07,-0.000910786
9572.4,-53760000,0.0002353,1.722347033,-6.76E-04,,,,,4.00E-07,-0.000910786
9891.48,-53760000,0.0002451,1.783687,-6.66E-04,,,,,4.00E-07,-0.000910786
10210.56,-53760000,0.0002503,1.814282968,-6.61E-04,,,,,4.00E-07,-0.000910786
10529.64,-53760000,0.0002525,1.828957936,-6.59E-04,,,,,4.00E-07,-0.000910786
10848.72,-53760000,0.0002537,1.836861904,-6.57E-04,,,,,4.00E-07,-0.000910786
11167.8,-53760000,0.0002542,1.840007871,-6.57E-04,,,,,4.00E-07,-0.000910786
11486.88,-53760000,0.0002545,1.842238839,-6.57E-04,,,,,4.00E-07,-0.000910786
11805.96,-53760000,0.0002546,1.843005807,-6.57E-04,,,,,4.00E-07,-0.000910786
12125.04,-53760000,0.0002547,1.844138775,-6.56E-04,,,,,4.00E-07,-0.000910786
12444.12,-53760000,0.0002548,1.844722742,-6.56E-04,,,,,4.00E-07,-0.000910786
12763.2,-53760000,0.0002548,1.84512371,-6.56E-04,,,,,4.00E-07,-0.000910786
13082.28,-53760000,0.0002548,1.845707678,-6.56E-04,,,,,4.00E-07,-0.000910786
13401.36,-53760000,0.0002549,1.846108646,-6.56E-04,,,,,4.00E-07,-0.000910786
13720.44,-53760000,0.0002548,1.846509613,-6.56E-04,,,,,4.00E-07,-0.000910786
14039.52,-53760000,0.0002548,1.847093581,-6.56E-04,,,,,4.00E-07,-0.000910786
14358.6,-53760000,0.0002549,1.847311549,-6.56E-04,,,,,4.00E-07,-0.000910786
14677.68,-53760000,0.0002548,1.847895517,-6.56E-04,,,,,4.00E-07,-0.000910786
14996.76,-53760000,0.0002548,1.848296484,-6.56E-04,,,,,4.00E-07,-0.000910786
15315.84,-53760000,0.0002549,1.848697452,-6.56E-04,,,,,4.00E-07,-0.000910786
15634.92,-53760000,0.0002548,1.84909842,-6.56E-04,,,,,4.00E-07,-0.000910786
15954,-53760000,0.0002548,1.849499388,-6.56E-04,,,,,4.00E-07,-0.000910786
16273.08,-53760000,0.0002549,1.849900355,-6.56E-04,,,,,4.00E-07,-0.000910786
16592.16,-53760000,0.0002549,1.850301323,-6.56E-04,,,,,4.00E-07,-0.000910786
16911.24,-53760000,0.0002549,1.850702291,-6.56E-04,,,,,4.00E-07,-0.000910786
17230.32,-53760000,0.0002548,1.851103259,-6.56E-04,,,,,4.00E-07,-0.000910786
17549.4,-53760000,0.0002549,1.851504226,-6.56E-04,,,,,4.00E-07,-0.000910786
17868.48,-53760000,0.0002549,1.851905194,-6.56E-04,,,,,4.00E-07,-0.000910786
18187.56,-53760000,0.0002549,1.852306162,-6.56E-04,,,,,4.00E-07,-0.000910786
18506.64,-53760000,0.0002549,1.85289013,-6.56E-04,,,,,4.00E-07,-0.000910786
18825.72,-53760000,0.0002548,1.853291097,-6.56E-04,,,,,4.00E-07,-0.000910786
19144.8,-53760000,0.0002549,1.853509065,-6.56E-04,,,,,4.00E-07,-0.000910786
19463.88,-53760000,0.0002549,1.854093033,-6.56E-04,,,,,4.00E-07,-0.000910786
19782.96,-53760000,0.0002549,1.854494001,-6.56E-04,,,,,4.00E-07,-0.000910786
20102.04,-53760000,0.0002549,1.854711968,-6.56E-04,,,,,4.00E-07,-0.000910786
20421.12,-53760000,0.0002549,1.855295936,-6.56E-04,,,,,4.00E-07,-0.000910786
20740.2,-53760000,0.0002548,1.855696904,-6.56E-04,,,,,4.00E-07,-0.000910786
21059.28,-53760000,0.0002549,1.856097872,-6.56E-04,,,,,4.00E-07,-0.000910786
21378.36,-53760000,0.0002549,1.856498839,-6.56E-04,,,,,4.00E-07,-0.000910786
