,h,T,M,Lambda_lhs,e
2297,8065.335148,-46510589.9,1.831900199,2.54E-04,-5.34E-04
2298,6693.902861,-32180593.46,1.835666806,2.54E-04,-2.91E-04
2299,13889.81962,-2805061.105,1.847088462,0.0002549,2.07E-04
2300,12057.3789,-43786989.11,1.844785749,2.55E-04,-4.87E-04
2301,16833.95435,-16830857.5,1.850788171,0.0002549,-3.04E-05
2302,10400.33918,-45274208.53,1.842520452,2.55E-04,-5.12E-04
2303,16338.04788,-9141941.512,1.850347996,0.0002549,1.00E-04
2304,15175.60068,-8706713.173,1.848704222,0.0002549,1.07E-04
2305,27597.73583,-7725503.539,1.864497338,2.55E-04,1.24E-04
2306,2498.596726,-21274011.87,0.596425829,7.27E-05,-2.88E-04
2307,2729.425202,-43029805.01,0.109203897,1.30E-06,-7.28E-04
2308,10297.51199,-30427881.11,1.842391235,2.55E-04,-2.61E-04
2309,23787.20899,-14587627.73,1.859708888,0.0002549,7.65E-06
2310,22292.53092,-35807668.45,1.857647621,0.0002549,-3.52E-04
2311,12427.79948,-28795020.65,1.845251233,2.55E-04,-2.33E-04
2312,20981.11413,-17227100,1.855999646,2.55E-04,-3.70E-05
2313,19491.15551,-19885691.33,1.854127308,2.55E-04,-8.20E-05
2314,15945.58974,-7050194.774,1.849854819,0.0002549,1.35E-04
2315,9102.733726,-18627633.14,1.841072833,2.55E-04,-6.07E-05
2316,21357.26355,-35324610.43,1.856472329,0.0002549,-3.44E-04
2317,10146.33817,-41359726.97,1.842018265,2.55E-04,-4.46E-04
2318,6194.375425,-24965380.12,1.836137082,2.55E-04,-1.68E-04
2319,8003.188374,-13145446.83,1.839508103,2.55E-04,3.22E-05
2320,21436.38056,-31975369.88,1.85675475,0.0002549,-2.87E-04
2321,8693.956794,-30190341.56,1.840376148,2.55E-04,-2.57E-04
2322,30571.96902,-14231202.44,1.868051869,2.55E-04,1.38E-05
2323,6959.083647,-40808235.91,1.820079042,2.52E-04,-4.40E-04
2324,11737.93828,-47730547,1.844201328,2.55E-04,-5.54E-04
2325,17652.25827,-20533383.54,1.851816482,0.0002549,-9.31E-05
2326,30041.79244,-39191477.13,1.86738563,2.55E-04,-4.09E-04
2327,30193.52106,-5490580.02,1.867759298,2.55E-04,1.62E-04
2328,19568.82222,-43201593.29,1.854224907,0.0002549,-4.77E-04
2329,181.0605192,-16947765.39,0.013586527,7.00E-07,-2.87E-04
2330,7809.439059,-17851962.1,1.839447631,2.55E-04,-4.76E-05
2331,11832.51082,-31417846.63,1.844503172,2.55E-04,-2.78E-04
2332,10345.94818,-17189176.93,1.842635102,2.55E-04,-3.63E-05
2333,28768.38983,-26748596.24,1.865785425,0.0002549,-1.98E-04
2334,8817.526029,-13292999.85,1.84071443,2.55E-04,2.97E-05
2335,8517.809368,-14887759.19,1.840337795,2.55E-04,2.67E-06
2336,1271.032519,-36206713.38,0.053203227,4.00E-07,-6.13E-04
2337,23327.00672,-27390579.1,1.858947581,2.55E-04,-2.09E-04
2338,31765.38717,-9605214.759,1.869551563,2.55E-04,9.22E-05
2339,25290.00588,-28806891.53,1.861414359,2.55E-04,-2.33E-04
2340,4476.287876,-31801273.74,1.388373069,1.87E-04,-3.52E-04
2341,24347.43207,-1756200.193,1.860412885,0.0002549,2.25E-04
2342,19638.32808,-46404012.27,1.854312251,0.0002549,-5.32E-04
2343,20289.71633,-46267046.57,1.85513081,0.0002549,-5.29E-04
2344,22547.90204,-29696590.75,1.857968529,2.55E-04,-2.48E-04
2345,19384.4255,-39783922.97,1.853993188,0.0002549,-4.19E-04
2346,8333.949146,-17233426.51,1.839923749,2.55E-04,-3.71E-05
2347,6797.337896,-5142428.367,1.837992787,2.55E-04,1.68E-04
2348,16125.6339,-3044752.234,1.850081069,0.0002549,2.03E-04
2349,16265.7858,-37463489.26,1.850074189,2.55E-04,-3.80E-04
2350,6983.015122,-38454083.5,1.829808116,2.54E-04,-3.98E-04
2351,10645.60247,-29007833.96,1.842828659,2.55E-04,-2.37E-04
2352,12.40304308,-27922124.72,0.002394586,1.00E-07,-4.73E-04
2353,5600.500118,-26562007.16,1.830266796,2.54E-04,-1.96E-04
2354,26810.46439,-5619013.343,1.863325023,0.0002549,1.60E-04
2355,30848.65303,-37284210.36,1.868582561,0.0002549,-3.77E-04
2356,13945.22508,-43336650.61,1.847158087,2.55E-04,-4.80E-04
2357,19336.41928,-33801782.98,1.854115861,0.0002549,-3.18E-04
2358,19367.55743,-19867112.73,1.85397199,2.55E-04,-8.17E-05
2359,21271.16403,-7945149.685,1.856547133,0.0002549,1.20E-04
2360,13285.36321,-17789296.28,1.84651188,0.0002549,-4.66E-05
2361,28783.04045,-33033028.06,1.865803835,2.55E-04,-3.05E-04
2362,7173.180942,-25562026.14,1.838465085,2.55E-04,-1.78E-04
2363,12193.57721,-12979145.76,1.844956901,0.0002549,3.49E-05
2364,18837.05314,-26183885.6,1.853305339,0.0002549,-1.89E-04
2365,5982.02949,-17168306.45,1.83696824,2.55E-04,-3.60E-05
2366,9316.102518,-15735823.84,1.84134096,2.55E-04,-1.17E-05
2367,8972.6117,-7155811.626,1.840909316,2.55E-04,1.34E-04
2368,1068.022713,-15285795.44,0.133834117,1.26E-05,-2.46E-04
2369,31585.42391,-7996051.523,1.869325414,2.55E-04,1.19E-04
2370,1879.114505,-12877545.18,0.994221365,0.000133,-8.53E-05
2371,14924.17299,-40652863.78,1.848388269,2.55E-04,-4.34E-04
2372,25131.52982,-14265165.05,1.861215212,0.0002549,1.31E-05
2373,17504.79205,-32868648.28,1.85163117,0.0002549,-3.02E-04
2374,15536.85545,-34410574.07,1.849158188,2.55E-04,-3.28E-04
2375,9730.282841,-37163187.87,1.841678434,2.55E-04,-3.75E-04
2376,26697.48869,-3082769.472,1.863366054,2.55E-04,2.03E-04
2377,6938.008473,-23309497.22,1.838169559,2.55E-04,-1.40E-04
2378,1768.68709,-37914766.51,0.073043598,5.00E-07,-6.42E-04
2379,2935.315831,-46339338.83,0.115318627,1.20E-06,-7.84E-04
2380,11517.27431,-32433744.47,1.844107034,2.55E-04,-2.95E-04
2381,31390.01165,-39499326.85,1.869262852,2.55E-04,-4.14E-04
2382,14121.20036,-32439513.15,1.847196224,2.55E-04,-2.95E-04
2383,17863.63403,-22064081.31,1.852082105,0.0002549,-1.19E-04
2384,5806.112501,-42848473.95,1.369182176,1.82E-04,-5.44E-04
2385,9207.085147,-19280822.3,1.841203964,2.55E-04,-7.18E-05
2386,31669.91939,-25435760.46,1.869614594,0.0002549,-1.76E-04
2387,4870.904658,-3906023.06,1.835571959,2.55E-04,1.89E-04
2388,29105.33479,-26370135.98,1.866391842,0.0002549,-1.92E-04
2389,17825.10357,-11255852.7,1.852216686,0.0002549,6.41E-05
2390,280.5615719,-38642125.41,0.012979564,1.00E-07,-6.55E-04
2391,24620.74014,-19182063.54,1.860756335,2.55E-04,-7.01E-05
2392,11708.38987,-17022928.09,1.844347197,2.55E-04,-3.35E-05
2393,20046.70758,-13543487.68,1.854825436,2.55E-04,2.54E-05
2394,20106.39381,-3192444.628,1.85508344,0.0002549,2.01E-04
2395,50.22847374,-39186861.55,0.003723119,1.00E-07,-6.64E-04
2396,6054.760959,-6648833.684,1.837059637,2.55E-04,1.42E-04
2397,9344.839905,-35009257.34,1.841194072,2.55E-04,-3.38E-04
2398,25659.48095,-43062807.08,1.862061655,2.55E-04,-4.75E-04
2399,13254.6848,-26016637.92,1.846290328,2.55E-04,-1.86E-04
2400,9171.736005,-27759843.87,1.841159543,2.55E-04,-2.16E-04
2401,10027.77299,-29903621.65,1.842052271,2.55E-04,-2.52E-04
2402,21897.3533,-36681831,1.857151026,0.0002549,-3.67E-04
2403,21371.23151,-39532630.55,1.856489882,0.0002549,-4.15E-04
2404,22460.43263,-28518381.21,1.857858612,2.55E-04,-2.28E-04
2405,5451.239535,-33089778.81,1.76767623,2.44E-04,-3.17E-04
2406,13121.52721,-29815673.46,1.846122997,2.55E-04,-2.50E-04
2407,10515.47571,-43814489.45,1.842665136,2.55E-04,-4.88E-04
2408,24535.61008,-23617124.62,1.860466357,2.55E-04,-1.45E-04
2409,26956.67363,-13213499.29,1.863508755,0.0002549,3.09E-05
2410,28441.40307,-1844422.148,1.865374521,2.55E-04,2.24E-04
2411,23975.72312,-41802004.91,1.859762782,2.55E-04,-4.54E-04
2412,23680.97847,-11482737.41,1.859392395,0.0002549,6.03E-05
2413,5382.004229,-25231615.7,1.829443226,2.54E-04,-1.74E-04
2414,29061.79943,-29495449.58,1.866337134,0.0002549,-2.45E-04
2415,10806.09414,-47286355.15,1.843030338,2.55E-04,-5.46E-04
2416,23366.49792,-46483578.42,1.858997207,0.0002549,-5.33E-04
2417,28102.36096,-19601759.2,1.865131468,0.0002549,-7.73E-05
2418,1181.639293,-45203692.73,0.047600892,1.00E-07,-7.66E-04
2419,9023.66691,-31676353.91,1.840790474,2.55E-04,-2.82E-04
2420,22472.55604,-43641458.03,1.857873847,0.0002549,-4.85E-04
2421,9223.678155,-6705611.858,1.841224816,2.55E-04,1.41E-04
2422,2875.46067,-14409951.8,1.68263841,2.32E-04,-1.22E-05
2423,24520.74427,-43797605.6,1.860447676,2.55E-04,-4.87E-04
2424,26039.11752,-18319985.19,1.86235572,0.0002549,-5.56E-05
2425,9107.829169,-19803580.36,1.841079236,2.55E-04,-8.07E-05
2426,10131.29065,-8966627.023,1.842365355,2.55E-04,1.03E-04
2427,17100.88517,-5049609.835,1.851306606,0.0002549,1.69E-04
2428,11948.77278,-22489221.7,1.844466271,2.55E-04,-1.26E-04
2429,16274.95825,-12510123.01,1.850085716,0.0002549,4.29E-05
2430,24594.12062,-37531612.71,1.860722883,2.55E-04,-3.81E-04
2431,27490.84689,-17605230.95,1.864363017,0.0002549,-4.35E-05
2432,16913.67708,-10153557.92,1.851071353,0.0002549,8.28E-05
2433,5571.557262,-46419178.16,0.697094425,7.80E-05,-7.09E-04
2434,26402.69115,-7470933.393,1.8629956,0.0002549,1.28E-04
2435,26775.60733,-41558031.71,1.863464221,2.55E-04,-4.49E-04
2436,12864.22441,-13743927.61,1.845799661,0.0002549,2.20E-05
2437,845.3791533,-14407656.78,0.100431335,8.80E-06,-2.35E-04
2438,9590.584099,-39278152.87,1.841502883,2.55E-04,-4.11E-04
2439,29946.46181,-7245209.287,1.867265834,2.55E-04,1.32E-04
2440,25533.37498,-1682851.486,1.861720185,0.0002549,2.26E-04
2441,29019.81667,-46578435.43,1.866284377,0.0002549,-5.35E-04
2442,18288.63167,-19123376.07,1.852799172,0.0002549,-6.92E-05
2443,27289.59477,-6109231.859,1.864110116,2.55E-04,1.51E-04
2444,14428.75135,-47257036.59,1.847765704,2.55E-04,-5.46E-04
2445,8616.208603,-11873439.43,1.840461447,2.55E-04,5.38E-05
2446,16747.497,-5529097.213,1.850862525,0.0002549,1.61E-04
2447,16698.69686,-45666201.63,1.850618201,2.55E-04,-5.19E-04
2448,12663.21125,-12821299.44,1.845547061,0.0002549,3.76E-05
2449,18112.43433,-1793026.495,1.852577756,0.0002549,2.25E-04
2450,9931.221322,-46430309.79,1.841747941,2.55E-04,-5.32E-04
2451,4510.795494,-41286931.94,0.379171433,3.28E-05,-6.67E-04
2452,19221.10082,-5322460.638,1.853970948,0.0002549,1.65E-04
2453,17702.88483,-45848973.1,1.851697101,2.55E-04,-5.22E-04
2454,17426.26382,-6315561.946,1.851715489,0.0002549,1.48E-04
2455,6889.283307,-23488894.56,1.837925329,2.55E-04,-1.43E-04
2456,6290.142291,-40192021.55,1.760678426,2.43E-04,-4.38E-04
2457,4493.443966,-17099329.29,1.829973628,2.54E-04,-3.58E-05
2458,4040.905962,-34803060.03,0.570730952,6.36E-05,-5.26E-04
2459,7187.916269,-41264822.74,1.826954602,2.53E-04,-4.46E-04
2460,990.931145,-10229889.83,0.354435241,4.41E-05,-1.29E-04
2461,14410.08325,-33482377.33,1.847742245,2.55E-04,-3.12E-04
2462,23117.26691,-1430451.311,1.858684014,0.0002549,2.31E-04
2463,25350.02833,-3141945.66,1.861672785,0.0002549,2.02E-04
2464,17456.14738,-7766755.968,1.851753042,0.0002549,1.23E-04
2465,10139.09371,-42497957.49,1.842009161,2.55E-04,-4.65E-04
2466,23894.72286,-41844886.38,1.859660994,2.55E-04,-4.54E-04
2467,14207.81906,-5897586.88,1.847488072,0.0002549,1.55E-04
2468,17600.67503,-18398731.55,1.851751661,0.0002549,-5.69E-05
2469,18896.62257,-37889930.12,1.853380196,0.0002549,-3.87E-04
2470,8702.108993,-47736412.86,1.838190393,2.54E-04,-5.55E-04
2471,7630.632334,-22227618.48,1.839039935,2.55E-04,-1.22E-04
2472,15728.99704,-24611924.43,1.849399641,0.0002549,-1.62E-04
2473,7603.994218,-28864519.6,1.839006461,2.55E-04,-2.34E-04
2474,30966.48097,-38469338.18,1.868730628,2.55E-04,-3.97E-04
2475,2085.473604,-8203617.481,1.655293683,2.29E-04,9.00E-05
2476,19446.43459,-37365266.61,1.85407111,0.0002549,-3.78E-04
2477,9765.981748,-15823390.68,1.841723295,2.55E-04,-1.32E-05
2478,15758.63499,-10495963.28,1.849436885,0.0002549,7.70E-05
2479,26790.27493,-21772654.34,1.863482652,0.0002549,-1.14E-04
2480,24604.79656,-37879477.44,1.860553299,2.55E-04,-3.87E-04
2481,16982.86356,-9266196.462,1.851158296,0.0002549,9.78E-05
2482,3981.402629,-3711722.401,1.834271178,2.55E-04,1.92E-04
2483,17725.58629,-25523185.37,1.852091629,0.0002549,-1.78E-04
2484,6933.721502,-42545817.87,1.805224171,2.49E-04,-4.72E-04
2485,12854.56228,-2354555.472,1.845970519,0.0002549,2.15E-04
2486,24561.45001,-19767756.53,1.860681828,0.0002549,-8.01E-05
2487,6615.567894,-39325365.17,1.811046368,2.51E-04,-4.16E-04
2488,20060.15683,-39603733.27,1.854842337,0.0002549,-4.16E-04
2489,20250.66486,-13239598.56,1.855081736,2.55E-04,3.06E-05
2490,19253.26946,-9430739.993,1.853828372,2.55E-04,9.52E-05
2491,5914.567905,-44836979.5,1.242133465,1.62E-04,-5.98E-04
2492,9707.270748,-3729882.74,1.841832516,0.0002549,1.92E-04
2493,17555.98824,-9494648.449,1.851878505,0.0002549,9.40E-05
2494,17356.0788,-39699017.06,1.851444292,2.55E-04,-4.18E-04
2495,8524.024392,-27387043.58,1.840162605,2.55E-04,-2.09E-04
2496,10149.8777,-2019539.064,1.842388712,0.0002549,2.21E-04
2497,22035.00098,-46031506.19,1.857506999,0.0002549,-5.25E-04
2498,14193.23851,-21254345.08,1.84746975,0.0002549,-1.05E-04
2499,30824.43483,-1488625.216,1.868369127,2.55E-04,2.30E-04
2500,12917.99113,-20303602.08,1.845867226,2.55E-04,-8.91E-05
2501,29153.47606,-5637336.743,1.866269338,2.55E-04,1.59E-04
2502,3211.8246,-41957815.35,0.133234098,2.20E-06,-7.09E-04
2503,26929.60191,-32650011.5,1.863474736,2.55E-04,-2.98E-04
2504,4290.884386,-15256250.39,1.830085084,2.54E-04,-4.58E-06
2505,7457.576789,-15845745.4,1.839005467,2.55E-04,-1.36E-05
2506,30674.01691,-3121433.958,1.868180106,2.55E-04,2.02E-04
2507,9255.423383,-35549031.2,1.841081708,2.55E-04,-3.48E-04
2508,21429.28804,-3061492.895,1.856562838,0.0002549,2.03E-04
2509,25421.09616,-6548967.977,1.861579092,0.0002549,1.44E-04
2510,2609.516307,-29248814.8,0.176031215,1.08E-05,-4.85E-04
2511,5723.41852,-40267892.52,1.54512426,2.09E-04,-4.74E-04
2512,19064.74151,-45548401.33,1.853591461,0.0002549,-5.17E-04
2513,5941.720432,-43629282.22,1.401743586,1.87E-04,-5.52E-04
2514,13940.31193,-15979373.52,1.847151913,0.0002549,-1.59E-05
2515,14655.10991,-15228609.45,1.848050154,0.0002549,-3.21E-06
2516,10759.66064,-47639850.81,1.842788988,2.55E-04,-5.52E-04
2517,23484.06297,-33934283.03,1.859144944,2.55E-04,-3.20E-04
2518,27276.28037,-34637244.61,1.863910385,2.55E-04,-3.32E-04
2519,23308.75948,-43835479.43,1.859107651,0.0002549,-4.88E-04
2520,4862.49141,-28082099.27,1.771877387,2.45E-04,-2.31E-04
2521,14169.44154,-5562344.699,1.847439845,0.0002549,1.61E-04
2522,31198.36166,-3062684.469,1.868839018,2.55E-04,2.03E-04
2523,11903.62722,-17270864.88,1.844592539,2.55E-04,-3.77E-05
2524,20612.35337,-4921124.718,1.855719247,0.0002549,1.71E-04
2525,29715.18562,-2465587.038,1.866975204,2.55E-04,2.13E-04
2526,22380.39558,-29190727.45,1.857758035,2.55E-04,-2.40E-04
2527,17078.3271,-35184026.67,1.851095259,0.0002549,-3.41E-04
2528,16816.89198,-28267687.42,1.85076673,0.0002549,-2.24E-04
2529,306.9158135,-28593635.29,0.014659682,1.00E-07,-4.85E-04
2530,17477.87568,-33984253.37,1.851597346,0.0002549,-3.21E-04
2531,2703.06896,-42121887.2,0.108804777,1.30E-06,-7.13E-04
2532,31495.73021,-13720690.19,1.869395702,2.55E-04,2.24E-05
2533,3052.141811,-30645327.58,0.261865435,2.12E-05,-4.98E-04
2534,13485.81052,-8029295.683,1.846580769,0.0002549,1.19E-04
2535,7615.91436,-38946485.84,1.83719144,2.55E-04,-4.05E-04
2536,29218.58257,-17952752.18,1.866534154,0.0002549,-4.94E-05
2537,7303.138596,-25062409.17,1.838628395,2.55E-04,-1.70E-04
2538,24360.41465,-44278525.86,1.8602462,2.55E-04,-4.95E-04
2539,7113.245342,-25260604.94,1.838389768,2.55E-04,-1.73E-04
2540,682.5299732,-26742919.1,0.031052692,2.00E-07,-4.53E-04
2541,21867.43771,-18741736.73,1.857113433,2.55E-04,-6.27E-05
2542,30439.70474,-37264388.94,1.868068661,2.55E-04,-3.77E-04
2543,6713.896962,-21642461.38,1.837704932,2.55E-04,-1.12E-04
2544,10855.91625,-40204842.74,1.843092947,2.55E-04,-4.26E-04
2545,19598.99981,-40962267.73,1.85426283,0.0002549,-4.39E-04
2546,10379.39879,-38168305.53,1.842494137,2.55E-04,-3.92E-04
2547,29528.77642,-1559805.971,1.866740955,2.55E-04,2.29E-04
2548,27271.05901,-46067729.46,1.864086823,2.55E-04,-5.26E-04
2549,29556.06925,-1992226.379,1.866775252,2.55E-04,2.21E-04
2550,28490.95863,-32262587.35,1.865619795,2.55E-04,-2.92E-04
2551,14541.18909,-1425057.74,1.847906997,0.0002549,2.31E-04
2552,27514.35824,-21497550.32,1.864209562,0.0002549,-1.09E-04
2553,12197.49703,-16585123.57,1.844961827,2.55E-04,-2.61E-05
2554,25160.20781,-28910529.65,1.86125125,2.55E-04,-2.35E-04
2555,5850.613028,-39803348.77,1.643006097,2.24E-04,-4.51E-04
2556,19390.7311,-12798136.24,1.854001111,2.55E-04,3.81E-05
2557,5700.687754,-14503576.39,1.836614696,2.55E-04,9.18E-06
2558,15639.82538,-30757032.59,1.849287584,2.55E-04,-2.66E-04
2559,3111.100529,-27175657.32,0.534975524,6.14E-05,-3.99E-04
2560,8511.049007,-2314687.392,1.8403293,2.55E-04,2.16E-04
2561,23631.61399,-10068508.4,1.859330362,0.0002549,8.42E-05
2562,1894.61015,-36067940.32,0.079423837,5.00E-07,-6.11E-04
2563,1932.380519,-2398067.94,1.787227301,2.48E-04,2.07E-04
2564,31601.15414,-35858034.45,1.869345181,0.0002549,-3.53E-04
2565,12123.27726,-32643443.95,1.84486856,2.55E-04,-2.98E-04
2566,8806.875009,-30800294.66,1.840518046,2.55E-04,-2.67E-04
2567,3073.719682,-10847820.56,1.80348455,2.50E-04,6.61E-05
2568,16143.52244,-40097697.91,1.849920549,2.55E-04,-4.25E-04
2569,1751.4302,-38220818.29,0.071923912,4.00E-07,-6.47E-04
2570,25528.56088,-4627080.009,1.861897136,0.0002549,1.76E-04
2571,14963.61811,-9393084.136,1.848437837,0.0002549,9.57E-05
2572,5842.508441,-22951122.35,1.835694913,2.55E-04,-1.34E-04
2573,31906.45079,-9037920.215,1.869728829,2.55E-04,1.02E-04
2574,17847.65079,-47136892.12,1.852062019,2.55E-04,-5.44E-04
2575,28780.53877,-35061713.24,1.865800692,2.55E-04,-3.39E-04
2576,25077.10218,-28611296.51,1.861146816,2.55E-04,-2.30E-04
2577,22526.53264,-14751864.68,1.857941676,2.55E-04,4.97E-06
2578,12833.67493,-47344643.19,1.845761272,2.55E-04,-5.47E-04
2579,24107.31426,-41730873.84,1.859928145,2.55E-04,-4.52E-04
2580,20376.20387,-14468051.27,1.855239493,2.55E-04,9.78E-06
2581,10041.31706,-26761830.22,1.842069291,2.55E-04,-1.99E-04
2582,5725.256865,-19933146.12,1.83609657,2.55E-04,-8.28E-05
2583,10425.77726,-12004868.67,1.842735418,2.55E-04,5.15E-05
2584,7147.363495,-17754093.1,1.838432642,2.55E-04,-4.59E-05
2585,7767.570991,-46201569.07,1.825487018,2.53E-04,-5.30E-04
2586,2896.215584,-33143072.37,0.161202492,7.30E-06,-5.54E-04
2587,204.112276,-23645304.61,0.010870495,2.00E-07,-4.01E-04
2588,15315.43162,-40728410.67,1.848696939,2.55E-04,-4.35E-04
2589,5479.83692,-12190860.59,1.836337166,2.55E-04,4.84E-05
2590,28390.99599,-6158138.398,1.865311178,2.55E-04,1.51E-04
2591,19650.74518,-36149070.44,1.854327855,0.0002549,-3.58E-04
2592,7030.066926,-5685869.307,1.838468243,2.55E-04,1.59E-04
2593,22488.35238,-22529115.23,1.857893697,2.55E-04,-1.27E-04
2594,2529.545618,-22843146.21,0.462691721,5.29E-05,-3.34E-04
2595,21495.56927,-18737739.18,1.856646129,2.55E-04,-6.26E-05
2596,24731.14695,-31751909.79,1.860895076,2.55E-04,-2.83E-04
2597,1045.359342,-5759639.838,0.961331637,0.0001304,3.28E-05
2598,17919.36288,-24955648.57,1.852152136,0.0002549,-1.68E-04
2599,16230.5134,-26776925.15,1.850029865,0.0002549,-1.99E-04
2600,19880.87344,-38139479.56,1.854617042,0.0002549,-3.92E-04
2601,14993.31813,-23255727.12,1.848475159,0.0002549,-1.39E-04
2602,2666.440956,-44861487.36,0.105830749,9.00E-07,-7.59E-04
2603,13001.30224,-14849377.68,1.845971918,0.0002549,3.22E-06
2604,949.2307277,-27685419.83,0.042367839,3.00E-07,-4.69E-04
2605,28565.58608,-22005487.04,1.865713574,0.0002549,-1.18E-04
2606,2450.793503,-24784716.91,0.276847758,2.60E-05,-3.94E-04
2607,19788.64364,-5425838.113,1.854684143,0.0002549,1.63E-04
2608,10203.59024,-42318726.3,1.84227321,2.55E-04,-4.62E-04
2609,9695.801498,-39067070.18,1.841635104,2.55E-04,-4.07E-04
2610,12154.90579,-11510135.54,1.844908305,0.0002549,5.98E-05
2611,5709.359771,-3607006.714,1.836808593,2.55E-04,1.94E-04
2612,30477.13675,-21984304.36,1.8681157,0.0002549,-1.18E-04
2613,21023.93796,-45067756.56,1.85605346,0.0002549,-5.09E-04
2614,5897.477216,-37210089.36,1.755975988,2.42E-04,-3.89E-04
2615,7656.132478,-4441002.543,1.83925498,2.55E-04,1.80E-04
2616,12821.33269,-37347657.54,1.845745762,2.55E-04,-3.78E-04
2617,27158.73925,-3797256.185,1.863945678,2.55E-04,1.91E-04
2618,17524.61387,-4580948.953,1.851656079,2.55E-04,1.77E-04
2619,30812.71205,-29988456.05,1.868537396,0.0002549,-2.53E-04
2620,31092.74943,-651139.4332,1.868706301,2.55E-04,2.44E-04
2621,3323.002728,-25171480.14,1.011407808,0.0001316,-2.95E-04
2622,27243.74855,-25526969,1.864052504,2.55E-04,-1.78E-04
2623,21984.59156,-13804181,1.857443653,2.55E-04,2.10E-05
2624,16149.21513,-30410682.58,1.849927702,0.0002549,-2.61E-04
2625,20688.60473,-23378301.08,1.855632067,2.55E-04,-1.41E-04
2626,5952.698063,-9228780.799,1.836931381,2.55E-04,9.86E-05
2627,616.7436635,-36033670.81,0.026578023,1.00E-07,-6.11E-04
2628,16126.95637,-9208465.105,1.849899731,0.0002549,9.88E-05
2629,5559.354237,-42528654.6,1.171415091,0.0001514,-5.69E-04
2630,14237.68042,-26378620.36,1.847525597,2.55E-04,-1.92E-04
2631,7822.768765,-2923835.967,1.839464381,2.55E-04,2.05E-04
2632,9867.739206,-23269823.62,1.841851167,2.55E-04,-1.39E-04
2633,2797.840573,-41993931.52,0.11349887,1.40E-06,-7.10E-04
2634,13654.0387,-41231413.93,1.846609171,2.55E-04,-4.44E-04
2635,5490.283687,-43586235.69,0.961061294,0.0001193,-6.19E-04
2636,21430.09898,-9527810.222,1.856746857,0.0002549,9.34E-05
2637,1897.496191,-8074023.987,1.561910464,2.15E-04,7.82E-05
2638,25860.00091,-29606211.39,1.862130636,2.55E-04,-2.47E-04
2639,18420.08573,-17456322.8,1.852964362,0.0002549,-4.10E-05
2640,22346.53672,-19408137.55,1.857715486,2.55E-04,-7.40E-05
2641,17925.243,-37977774.41,1.852159525,0.0002549,-3.89E-04
2642,13171.31207,-3851916.408,1.846368559,0.0002549,1.90E-04
2643,21134.8525,-31881341.31,1.856375839,0.0002549,-2.85E-04
2644,16327.3608,-28638390.54,1.850151567,0.0002549,-2.30E-04
2645,29988.31197,-4329459.095,1.867318424,2.55E-04,1.82E-04
2646,4528.425772,-19091652.29,1.826357588,2.54E-04,-6.96E-05
2647,13290.52281,-12814997.74,1.846335364,0.0002549,3.77E-05
2648,24899.53461,-16680953.85,1.861106678,0.0002549,-2.78E-05
2649,14516.7123,-10903267.15,1.848059239,0.0002549,7.01E-05
2650,3605.398751,-33604341.25,0.364857678,3.41E-05,-5.35E-04
2651,13700.308,-40387262.45,1.846850315,2.55E-04,-4.30E-04
2652,8624.627781,-39255388.6,1.839923027,2.55E-04,-4.10E-04
2653,23315.89118,-10142255.65,1.858933613,0.0002549,8.30E-05
2654,13189.13615,-22789937.35,1.846207957,2.55E-04,-1.31E-04
2655,19229.41635,-16608532.14,1.853798397,2.55E-04,-2.65E-05
2656,23462.77177,-1397484.69,1.859118189,0.0002549,2.31E-04
2657,14787.43211,-35971649.16,1.848216435,2.55E-04,-3.55E-04
2658,16827.38766,-20540345.79,1.850779919,0.0002549,-9.32E-05
2659,5631.014713,-12446935.68,1.836527142,2.55E-04,4.40E-05
2660,15925.30919,-14685820.3,1.849646334,0.0002549,5.99E-06
2661,22822.54243,-860332.2472,1.858313653,0.0002549,2.40E-04
2662,19798.14924,-20100982.25,1.854513088,2.55E-04,-8.57E-05
2663,2612.728894,-38877784.32,0.108691252,1.10E-06,-6.58E-04
2664,1291.121524,-160974.0284,1.705718471,2.37E-04,2.34E-04
2665,15592.87209,-1767247.325,1.849411581,0.0002549,2.25E-04
2666,25465.29907,-28778731.48,1.861634639,2.55E-04,-2.33E-04
2667,25611.20622,-25574204.67,1.861817991,2.55E-04,-1.78E-04
2668,21607.62662,-29436887.18,1.856786944,2.55E-04,-2.44E-04
2669,31236.31754,-22837740.68,1.869069714,0.0002549,-1.32E-04
2670,25906.95813,-5727004.03,1.862372644,0.0002549,1.58E-04
2671,11633.32254,-34688668.54,1.844252864,2.55E-04,-3.33E-04
2672,22954.33135,-37064560.7,1.858479263,2.55E-04,-3.73E-04
2673,228.8823972,-38977220.2,0.011267622,1.00E-07,-6.61E-04
2674,9999.879461,-25451654.08,1.842200219,2.55E-04,-1.76E-04
2675,77.58950939,-44344457.41,0.005038502,1.00E-07,-7.52E-04
2676,29585.4584,-7057276.509,1.866995184,2.55E-04,1.35E-04
2677,6320.114921,-18083095.37,1.837210091,2.55E-04,-5.15E-05
2678,12424.54318,-6943246.018,1.845247141,0.0002549,1.37E-04
2679,8719.604491,-47020605.61,1.838761378,2.55E-04,-5.42E-04
2680,6670.779265,-31924294.18,1.835637748,2.54E-04,-2.87E-04
2681,2542.838807,-44097044.72,0.101100425,8.00E-07,-7.47E-04
