s
-2.87E-04
-3.30E-05
-0.000529454
-0.000467558
-0.000665126
-0.000117025
-0.000191497
0.000232501
-0.000129699
-1.61E-05
-0.000169267
-0.000111496
-0.00023859
-0.000333503
-0.00048622
-5.92E-05
-0.000210283
-2.31E-06
0.000254447
-0.000143437
0.000101007
0.000222569
-8.88E-05
0.000189451
5.27E-05
-0.000445215
-0.000245829
0.000124472
-0.000457246
-0.000167215
0.000177452
-0.000626528
-0.000119977
-0.000524778
0.00011098
-0.000366415
-0.000485803
-0.000383358
-0.000387482
-0.000369596
-0.000527218
-0.000515244
-7.57E-05
-5.87E-06
-0.000315725
-1.39E-05
-0.000236755
-6.83E-05
0.000104363
-0.000460421
-0.000399951
-0.000147585
-0.000264874
-0.000156747
0.00013596
-0.000314012
-0.000499659
-0.000223523
8.79E-05
-1.55E-05
7.96E-05
-0.000147194
-5.75E-05
-0.000218986
-1.73E-05
0.000216052
-0.000418702
-0.00080225
-0.000255746
-0.000549932
5.68E-05
-0.00044239
-0.000194448
0.000112401
0.000146843
-0.000446264
-0.000231154
-0.000362021
-1.57E-05
-0.000161314
5.81E-05
3.55E-05
-0.000139933
-0.000416552
-0.00012756
-0.000385982
0.000127338
0.000235182
-0.000201143
0.000240667
8.17E-05
-0.000108792
-0.000470002
-0.000479502
0.000127905
-0.000382812
0.000100356
-0.000379243
0.000174511
-0.000313907
-0.000716676
-4.97E-05
-0.000377008
-0.00023189
-0.00048541
-0.000149253
0.000163831
-0.000302208
-0.000269751
-0.000180754
-0.000548706
-1.71E-05
-0.000555926
1.90E-05
-0.000499243
0.000243526
-0.000497588
0.000239757
-0.000310929
-0.000321926
-0.000553784
0.000137629
-0.000493064
-0.000182972
-0.000107453
-0.000241482
0.000126133
-0.00039724
-0.000400362
-0.000301054
0.000212196
-8.35E-05
-0.000351987
0.000198548
-0.000360985
5.98E-05
-0.000371444
-3.45E-05
-0.000390757
0.000109006
-0.000191237
-0.00021435
-0.000352382
6.71E-05
0.000123907
-0.000267884
0.000244969
-0.000233533
-0.000209121
0.000135156
-0.000124717
1.30E-05
-0.000544407
2.15E-05
-0.000168758
0.000101133
-0.000183676
-0.000332522
-0.000436911
-0.000391461
8.69E-05
-0.000521313
-0.000538665
-0.000335418
-7.63E-05
-0.000689216
-0.000471427
-5.96E-05
0.000151345
-0.000427739
-0.000682606
-0.00041554
-0.00024284
0.000225831
-0.000356524
0.000166474
-0.000217081
-0.000758929
0.000143764
0.000104982
-0.000728628
-0.000292137
0.00019034
-0.000219759
-0.000614857
-6.31E-05
-0.000543435
0.00022178
0.000154607
-0.000490589
-0.000387853
-0.000475889
-0.000290655
1.92E-05
-0.000268619
0.00019911
6.84E-05
-4.26E-05
0.000154792
-0.000433504
-0.000780489
0.000124884
-0.000356119
-0.000151083
0.00021411
-0.00015966
-0.000631103
-0.000398189
-0.000144423
-0.000203385
-0.000178746
-0.000176989
-0.000398423
-0.00056202
-0.00030655
7.34E-05
-0.000451139
8.12E-05
-0.000101388
-0.000505129
-0.000366925
-0.000423206
-8.92E-05
-0.000278446
0.000185199
-0.000335213
-0.000254965
-1.60E-05
-0.000808635
0.000103943
0.000164195
0.000140413
-0.000539967
-0.000478067
0.000249452
-0.000234079
0.000107388
-0.000173899
0.000193053
-0.000115005
3.17E-05
-0.000154757
-0.000237403
-0.000479424
8.21E-05
-0.000214612
-0.000699031
-0.000490953
0.000187919
0.000168172
-9.97E-05
3.90E-05
7.63E-05
-0.000806179
-0.000499178
-0.000507159
0.000119055
-0.000321188
-0.000497052
-0.000343365
-0.000119842
-7.62E-05
-0.000109614
-0.00011203
-0.000376041
5.49E-05
0.000218339
-0.000541025
-0.000144905
0.000166238
-0.000545798
