,h,T,M,lambda,s,,,,,,,,,
0,0,0,0.459696,-2.10E-05,0,,,,,,,,,
1,319.08,0,0.849154968,3.20E-05,5.30E-05,,,,,,,,,
2,638.16,0,1.256730936,8.87E-05,0.0001097,,,,,,,,,
3,957.24,0,1.549016903,0.0001295,0.0001505,,,,,,,,,
4,1276.3,0,1.706980871,0.0001519,0.0001729,,,,,,,,,
5,1595.4,0,1.778934839,0.0001624,0.0001834,,,,,,,,,
6,1914.5,0,1.810262807,0.0001668,0.0001878,,,,,,,,,
7,2233.6,0,1.823290774,0.0001687,0.0001897,,,,,,,,,
8,2552.6,0,1.828632742,0.0001692,0.0001902,,,,,,,,,
9,2871.7,0,1.83159571,0.0001697,0.0001907,,,,,,,,h,s
10,3190.8,0,1.832728678,0.0001698,0.0001908,,,,,,,,0,0.000238629
11,3509.9,0,1.833495645,0.0001699,0.0001909,,,,,,,,319.08,0.000238629
12,3829,0,1.834262613,0.0001698,0.0001908,,,,,,,,638.16,0.000238629
13,4148,0,1.834663581,0.0001698,0.0001908,,,,,,,,957.24,0.000238629
14,4467.1,0,1.835064549,0.0001698,0.0001908,,,,,,,,1276.3,0.000238629
15,4786.2,0,1.835648516,0.0001699,0.0001909,,,,,,,,1595.4,0.000238629
16,5105.3,0,1.835866484,0.0001699,0.0001909,,,,,,,,1914.5,0.000238629
17,5424.4,0,1.836450452,0.0001699,0.0001909,,,,,,,,2233.6,0.000238629
18,5743.4,0,1.83685142,0.0001699,0.0001909,,,,,,,,2552.6,0.000238629
19,6062.5,0,1.837252387,0.0001699,0.0001909,,,,,,,,2871.7,0.000238629
20,6381.6,0,1.837653355,0.0001699,0.0001909,,,,,,,,3190.8,0.000238629
21,6700.7,0,1.838054323,0.0001699,0.0001909,,,,,,,,3509.9,0.000238629
22,7019.8,0,1.838455291,0.0001699,0.0001909,,,,,,,,3829,0.000238629
23,7338.8,0,1.838856258,0.0001699,0.0001909,,,,,,,,4148,0.000238629
24,7657.9,0,1.839074226,0.0001699,0.0001909,,,,,,,,4467.1,0.000238629
25,7977,0,1.839658194,0.0001698,0.0001908,,,,,,,,4786.2,0.000238629
26,8296.1,0,1.840059162,0.0001699,0.0001909,,,,,,,,5105.3,0.000238629
27,8615.2,0,1.840460129,0.0001699,0.0001909,,,,,,,,5424.4,0.000238629
28,8934.2,0,1.840861097,0.0001699,0.0001909,,,,,,,,5743.4,0.000238629
29,9253.3,0,1.841262065,0.0001699,0.0001909,,,,,,,,6062.5,0.000238629
30,9572.4,0,1.841663033,0.0001699,0.0001909,,,,,,,,6381.6,0.000238629
31,9891.5,0,1.842064,0.0001699,0.0001909,,,,,,,,6700.7,0.000238629
32,10211,0,1.842464968,0.0001699,0.0001909,,,,,,,,7019.8,0.000238629
33,10530,0,1.842865936,0.0001699,0.0001909,,,,,,,,7338.8,0.000238629
34,10849,0,1.843266904,0.0001699,0.0001909,,,,,,,,7657.9,0.000238629
35,11168,0,1.843667871,0.0001699,0.0001909,,,,,,,,7977,0.000238629
36,11487,0,1.844068839,0.0001699,0.0001909,,,,,,,,8296.1,0.000238629
37,11806,0,1.844469807,0.0001699,0.0001909,,,,,,,,8615.2,0.000238629
38,12125,0,1.845053775,0.0001699,0.0001909,,,,,,,,8934.2,0.000238629
39,12444,0,1.845454742,0.0001699,0.0001909,,,,,,,,9253.3,0.000238629
40,12763,0,1.84567271,0.0001699,0.0001909,,,,,,,,9572.4,0.000238629
41,13082,0,1.846073678,0.0001699,0.0001909,,,,,,,,9891.5,0.000238629
42,13401,0,1.846474646,0.0001699,0.0001909,,,,,,,,10211,0.000238629
43,13720,0,1.846875613,0.0001699,0.0001909,,,,,,,,10530,0.000238629
44,14040,0,1.847276581,0.0001699,0.0001909,,,,,,,,10849,0.000238629
45,14359,0,1.847677549,0.0001699,0.0001909,,,,,,,,11168,0.000238629
46,14678,0,1.848261517,0.0001699,0.0001909,,,,,,,,11487,0.000238629
47,14997,0,1.848662484,0.0001699,0.0001909,,,,,,,,11806,0.000238629
48,15316,0,1.849063452,0.0001699,0.0001909,,,,,,,,12125,0.000238629
49,15635,0,1.84946442,0.0001699,0.0001909,,,,,,,,12444,0.000238629
50,15954,0,1.849865388,0.0001699,0.0001909,,,,,,,,12763,0.000238629
51,16273,0,1.850266355,0.0001699,0.0001909,,,,,,,,13082,0.000238629
52,16592,0,1.850667323,0.0001699,0.0001909,,,,,,,,13401,0.000238629
53,16911,0,1.851068291,0.0001699,0.0001909,,,,,,,,13720,0.000238629
54,17230,0,1.851469259,0.0001699,0.0001909,,,,,,,,14040,0.000238629
55,17549,0,1.851870226,0.0001699,0.0001909,,,,,,,,14359,0.000238629
56,17868,0,1.852271194,0.0001699,0.0001909,,,,,,,,14678,0.000238629
57,18188,0,1.852672162,0.0001699,0.0001909,,,,,,,,14997,0.000238629
58,18507,0,1.85307313,0.0001699,0.0001909,,,,,,,,15316,0.000238629
59,18826,0,1.853474097,0.0001699,0.0001909,,,,,,,,15635,0.000238629
60,19145,0,1.853875065,0.0001699,0.0001909,,,,,,,,15954,0.000238629
61,19464,0,1.854276033,0.0001699,0.0001909,,,,,,,,16273,0.000238629
62,19783,0,1.854494001,0.0001699,0.0001909,,,,,,,,16592,0.000238629
63,20102,0,1.854894968,0.0001699,0.0001909,,,,,,,,16911,0.000238629
64,20421,0,1.855295936,0.0001699,0.0001909,,,,,,,,17230,0.000238629
65,20740,0,1.855696904,0.0001699,0.0001909,,,,,,,,17549,0.000238629
66,21059,0,1.856097872,0.0001699,0.0001909,,,,,,,,17868,0.000238629
67,21378,0,1.856498839,0.0001699,0.0001909,,,,,,,,18188,0.000238629
68,21697,0,1.857082807,0.0001699,0.0001909,,,,,,,,18507,0.000238629
69,22017,0,1.857483775,0.0001699,0.0001909,,,,,,,,18826,0.000238629
70,22336,0,1.857884743,0.0001699,0.0001909,,,,,,,,19145,0.000238629
71,22655,0,1.858102711,0.0001699,0.0001909,,,,,,,,19464,0.000238629
72,22974,0,1.858503678,0.0001699,0.0001909,,,,,,,,19783,0.000238629
73,23293,0,1.858904646,0.0001699,0.0001909,,,,,,,,20102,0.000238629
74,23612,0,1.859488614,0.0001699,0.0001909,,,,,,,,20421,0.000238629
75,23931,0,1.859889582,0.0001699,0.0001909,,,,,,,,20740,0.000238629
76,24250,0,1.860290549,0.0001699,0.0001909,,,,,,,,21059,0.000238629
77,24569,0,1.860691517,0.0001699,0.0001909,,,,,,,,21378,0.000238629
78,24888,0,1.860909485,0.0001699,0.0001909,,,,,,,,21697,0.000238629
79,25207,0,1.861310453,0.0001699,0.0001909,,,,,,,,22017,0.000238629
80,25526,0,1.86189442,0.0001699,0.0001909,,,,,,,,22336,0.000238629
81,25845,0,1.862295388,0.0001699,0.0001909,,,,,,,,22655,0.000238629
82,26165,0,1.862696356,0.0001699,0.0001909,,,,,,,,22974,0.000238629
83,26484,0,1.862914324,0.00017,0.000191,,,,,,,,23293,0.000238629
84,26803,0,1.863315291,0.00017,0.000191,,,,,,,,23612,0.000238629
85,27122,0,1.863899259,0.00017,0.000191,,,,,,,,23931,0.000238629
86,27441,0,1.864117227,0.00017,0.000191,,,,,,,,24250,0.000238629
87,27760,0,1.864518195,0.00017,0.000191,,,,,,,,24569,0.000238629
88,28079,0,1.864919162,0.00017,0.000191,,,,,,,,24888,0.000238629
89,28398,0,1.86550313,0.0001699,0.0001909,,,,,,,,25207,0.000238629
90,28717,0,1.865904098,0.0001699,0.0001909,,,,,,,,25526,0.000238629
91,29036,0,1.866122066,0.0001699,0.0001909,,,,,,,,25845,0.000238629
92,29355,0,1.866523033,0.0001699,0.0001909,,,,,,,,26165,0.000238629
93,29674,0,1.867107001,0.0001699,0.0001909,,,,,,,,26484,0.000238629
94,29994,0,1.867324969,0.0001699,0.0001909,,,,,,,,26803,0.000238629
95,30313,0,1.867725937,0.0001699,0.0001909,,,,,,,,27122,0.000238629
96,30632,0,1.868126904,0.0001699,0.0001909,,,,,,,,27441,0.000238629
97,30951,0,1.868527872,0.0001699,0.0001909,,,,,,,,27760,0.000238629
98,31270,0,1.86892884,0.0001699,0.0001909,,,,,,,,28079,0.000238629
99,31589,0,1.869512808,0.0001699,0.0001909,,,,,,,,28398,0.000238629
100,0,-960000,0.338733,4.70E-05,3.07E-05,,,,,,,,28717,0.000238629
101,319.08,-960000,0.677683968,9.29E-05,7.66E-05,,,,,,,,29036,0.000238629
102,638.16,-960000,1.094409936,0.0001505,0.000134229,,,,,,,,29355,0.000238629
103,957.24,-960000,1.443059903,0.0001995,0.000183229,,,,,,,,29674,0.000238629
104,1276.3,-960000,1.653178871,0.0002292,0.000212929,,,,,,,,29994,0.000238629
105,1595.4,-960000,1.755327839,0.0002437,0.000227429,,,,,,,,30313,0.000238629
106,1914.5,-960000,1.800014807,0.0002502,0.000233929,,,,,,,,30632,0.000238629
107,2233.6,-960000,1.818898774,0.0002529,0.000236629,,,,,,,,30951,0.000238629
108,2552.6,-960000,1.827351742,0.000254,0.000237729,,,,,,,,31270,0.000238629
109,2871.7,-960000,1.83049771,0.0002545,0.000238229,,,,,,,,31589,0.000238629
110,3190.8,-960000,1.832545678,0.0002547,0.000238429,,,,,,,,0,0.000238629
111,3509.9,-960000,1.833495645,0.0002548,0.000238529,,,,,,,,0,0.000222358
112,3829,-960000,1.834079613,0.0002548,0.000238529,,,,,,,,319.08,0.000222358
113,4148,-960000,1.834663581,0.0002548,0.000238529,,,,,,,,638.16,0.000222358
114,4467.1,-960000,1.835064549,0.0002549,0.000238629,,,,,,,,957.24,0.000222358
115,4786.2,-960000,1.835465516,0.0002549,0.000238629,,,,,,,,1276.3,0.000222358
116,5105.3,-960000,1.836049484,0.0002549,0.000238629,,,,,,,,1595.4,0.000222358
117,5424.4,-960000,1.836450452,0.0002549,0.000238629,,,,,,,,1914.5,0.000222358
118,5743.4,-960000,1.83666842,0.0002549,0.000238629,,,,,,,,2233.6,0.000222358
119,6062.5,-960000,1.837252387,0.0002548,0.000238529,,,,,,,,2552.6,0.000222358
120,6381.6,-960000,1.837470355,0.0002549,0.000238629,,,,,,,,2871.7,0.000222358
121,6700.7,-960000,1.838054323,0.0002549,0.000238629,,,,,,,,3190.8,0.000222358
122,7019.8,-960000,1.838455291,0.0002549,0.000238629,,,,,,,,3509.9,0.000222358
123,7338.8,-960000,1.838856258,0.0002549,0.000238629,,,,,,,,3829,0.000222358
124,7657.9,-960000,1.839257226,0.0002549,0.000238629,,,,,,,,4148,0.000222358
125,7977,-960000,1.839658194,0.0002549,0.000238629,,,,,,,,4467.1,0.000222358
126,8296.1,-960000,1.840059162,0.0002549,0.000238629,,,,,,,,4786.2,0.000222358
127,8615.2,-960000,1.840460129,0.0002549,0.000238629,,,,,,,,5105.3,0.000222358
128,8934.2,-960000,1.840861097,0.0002549,0.000238629,,,,,,,,5424.4,0.000222358
129,9253.3,-960000,1.841262065,0.0002549,0.000238629,,,,,,,,5743.4,0.000222358
130,9572.4,-960000,1.841663033,0.0002549,0.000238629,,,,,,,,6062.5,0.000222358
131,9891.5,-960000,1.842064,0.0002549,0.000238629,,,,,,,,6381.6,0.000222358
132,10211,-960000,1.842464968,0.0002549,0.000238629,,,,,,,,6700.7,0.000222358
133,10530,-960000,1.842865936,0.0002549,0.000238629,,,,,,,,7019.8,0.000222358
134,10849,-960000,1.843266904,0.0002549,0.000238629,,,,,,,,7338.8,0.000222358
135,11168,-960000,1.843667871,0.0002549,0.000238629,,,,,,,,7657.9,0.000222358
136,11487,-960000,1.844068839,0.0002549,0.000238629,,,,,,,,7977,0.000222358
137,11806,-960000,1.844469807,0.0002549,0.000238629,,,,,,,,8296.1,0.000222358
138,12125,-960000,1.844870775,0.0002549,0.000238629,,,,,,,,8615.2,0.000222358
139,12444,-960000,1.845454742,0.0002549,0.000238629,,,,,,,,8934.2,0.000222358
140,12763,-960000,1.84585571,0.0002549,0.000238629,,,,,,,,9253.3,0.000222358
141,13082,-960000,1.846073678,0.0002549,0.000238629,,,,,,,,9572.4,0.000222358
142,13401,-960000,1.846474646,0.0002549,0.000238629,,,,,,,,9891.5,0.000222358
143,13720,-960000,1.846875613,0.0002549,0.000238629,,,,,,,,10211,0.000222358
144,14040,-960000,1.847276581,0.0002549,0.000238629,,,,,,,,10530,0.000222358
145,14359,-960000,1.847677549,0.0002549,0.000238629,,,,,,,,10849,0.000222358
146,14678,-960000,1.848078517,0.0002549,0.000238629,,,,,,,,11168,0.000222358
147,14997,-960000,1.848479484,0.0002549,0.000238629,,,,,,,,11487,0.000222358
148,15316,-960000,1.849063452,0.0002549,0.000238629,,,,,,,,11806,0.000222358
149,15635,-960000,1.84946442,0.0002549,0.000238629,,,,,,,,12125,0.000222358
150,15954,-960000,1.849865388,0.0002549,0.000238629,,,,,,,,12444,0.000222358
151,16273,-960000,1.850266355,0.0002549,0.000238629,,,,,,,,12763,0.000222358
152,16592,-960000,1.850667323,0.0002549,0.000238629,,,,,,,,13082,0.000222358
153,16911,-960000,1.851068291,0.0002549,0.000238629,,,,,,,,13401,0.000222358
154,17230,-960000,1.851469259,0.0002549,0.000238629,,,,,,,,13720,0.000222358
155,17549,-960000,1.851870226,0.0002549,0.000238629,,,,,,,,14040,0.000222358
156,17868,-960000,1.852271194,0.0002549,0.000238629,,,,,,,,14359,0.000222358
157,18188,-960000,1.852672162,0.0002549,0.000238629,,,,,,,,14678,0.000222358
158,18507,-960000,1.85307313,0.0002549,0.000238629,,,,,,,,14997,0.000222358
159,18826,-960000,1.853474097,0.0002549,0.000238629,,,,,,,,15316,0.000222358
160,19145,-960000,1.853875065,0.0002549,0.000238629,,,,,,,,15635,0.000222358
161,19464,-960000,1.854276033,0.0002549,0.000238629,,,,,,,,15954,0.000222358
162,19783,-960000,1.854677001,0.0002549,0.000238629,,,,,,,,16273,0.000222358
163,20102,-960000,1.855077968,0.0002549,0.000238629,,,,,,,,16592,0.000222358
164,20421,-960000,1.855295936,0.0002549,0.000238629,,,,,,,,16911,0.000222358
165,20740,-960000,1.855696904,0.0002549,0.000238629,,,,,,,,17230,0.000222358
166,21059,-960000,1.856097872,0.0002549,0.000238629,,,,,,,,17549,0.000222358
167,21378,-960000,1.856498839,0.0002549,0.000238629,,,,,,,,17868,0.000222358
168,21697,-960000,1.856899807,0.0002549,0.000238629,,,,,,,,18188,0.000222358
169,22017,-960000,1.857300775,0.0002549,0.000238629,,,,,,,,18507,0.000222358
170,22336,-960000,1.857884743,0.0002549,0.000238629,,,,,,,,18826,0.000222358
171,22655,-960000,1.858285711,0.0002549,0.000238629,,,,,,,,19145,0.000222358
172,22974,-960000,1.858686678,0.0002549,0.000238629,,,,,,,,19464,0.000222358
173,23293,-960000,1.858904646,0.0002549,0.000238629,,,,,,,,19783,0.000222358
174,23612,-960000,1.859305614,0.0002549,0.000238629,,,,,,,,20102,0.000222358
175,23931,-960000,1.859706582,0.0002549,0.000238629,,,,,,,,20421,0.000222358
176,24250,-960000,1.860290549,0.0002549,0.000238629,,,,,,,,20740,0.000222358
177,24569,-960000,1.860691517,0.0002549,0.000238629,,,,,,,,21059,0.000222358
178,24888,-960000,1.860909485,0.0002549,0.000238629,,,,,,,,21378,0.000222358
179,25207,-960000,1.861310453,0.0002549,0.000238629,,,,,,,,21697,0.000222358
180,25526,-960000,1.86171142,0.0002549,0.000238629,,,,,,,,22017,0.000222358
181,25845,-960000,1.862295388,0.000255,0.000238729,,,,,,,,22336,0.000222358
182,26165,-960000,1.862696356,0.000255,0.000238729,,,,,,,,22655,0.000222358
183,26484,-960000,1.862914324,0.000255,0.000238729,,,,,,,,22974,0.000222358
184,26803,-960000,1.863315291,0.000255,0.000238729,,,,,,,,23293,0.000222358
185,27122,-960000,1.863716259,0.000255,0.000238729,,,,,,,,23612,0.000222358
186,27441,-960000,1.864300227,0.0002549,0.000238629,,,,,,,,23931,0.000222358
187,27760,-960000,1.864518195,0.0002549,0.000238629,,,,,,,,24250,0.000222358
188,28079,-960000,1.865102162,0.0002549,0.000238629,,,,,,,,24569,0.000222358
189,28398,-960000,1.86532013,0.0002549,0.000238629,,,,,,,,24888,0.000222358
190,28717,-960000,1.865904098,0.0002549,0.000238629,,,,,,,,25207,0.000222358
191,29036,-960000,1.866122066,0.0002549,0.000238629,,,,,,,,25526,0.000222358
192,29355,-960000,1.866523033,0.0002549,0.000238629,,,,,,,,25845,0.000222358
193,29674,-960000,1.866924001,0.0002549,0.000238629,,,,,,,,26165,0.000222358
194,29994,-960000,1.867324969,0.0002549,0.000238629,,,,,,,,26484,0.000222358
195,30313,-960000,1.867725937,0.0002549,0.000238629,,,,,,,,26803,0.000222358
196,30632,-960000,1.868126904,0.0002549,0.000238629,,,,,,,,27122,0.000222358
197,30951,-960000,1.868527872,0.0002549,0.000238629,,,,,,,,27441,0.000222358
198,31270,-960000,1.86892884,0.000255,0.000238729,,,,,,,,27760,0.000222358
199,31589,-960000,1.869329808,0.0002549,0.000238629,,,,,,,,28079,0.000222358
200,0,-1920000,0.243939,3.38E-05,1.26E-06,,,,,,,,28398,0.000222358
201,319.08,-1920000,0.523048968,7.12E-05,3.87E-05,,,,,,,,28717,0.000222358
202,638.16,-1920000,0.920010936,0.0001259,9.34E-05,,,,,,,,29036,0.000222358
203,957.24,-1920000,1.311482903,0.0001807,0.000148158,,,,,,,,29355,0.000222358
204,1276.3,-1920000,1.579795871,0.0002186,0.000186058,,,,,,,,29674,0.000222358
205,1595.4,-1920000,1.720740839,0.0002388,0.000206258,,,,,,,,29994,0.000222358
206,1914.5,-1920000,1.785008807,0.000248,0.000215458,,,,,,,,30313,0.000222358
207,2233.6,-1920000,1.812676774,0.0002519,0.000219358,,,,,,,,30632,0.000222358
208,2552.6,-1920000,1.824606742,0.0002536,0.000221058,,,,,,,,30951,0.000222358
209,2871.7,-1920000,1.82939971,0.0002543,0.000221758,,,,,,,,31270,0.000222358
210,3190.8,-1920000,1.831813678,0.0002547,0.000222158,,,,,,,,31589,0.000222358
211,3509.9,-1920000,1.833129645,0.0002548,0.000222258,,,,,,,,0,0.000222358
212,3829,-1920000,1.834079613,0.0002549,0.000222358,,,,,,,,,
213,4148,-1920000,1.834663581,0.0002548,0.000222258,,,,,,,,,
214,4467.1,-1920000,1.835064549,0.0002548,0.000222258,,,,,,,,,
215,4786.2,-1920000,1.835648516,0.0002549,0.000222358,,,,,,,,,
216,5105.3,-1920000,1.835866484,0.0002549,0.000222358,,,,,,,,,
217,5424.4,-1920000,1.836450452,0.0002549,0.000222358,,,,,,,,,
218,5743.4,-1920000,1.83685142,0.0002549,0.000222358,,,,,,,,,
219,6062.5,-1920000,1.837069387,0.0002549,0.000222358,,,,,,,,,
220,6381.6,-1920000,1.837653355,0.0002548,0.000222258,,,,,,,,,
221,6700.7,-1920000,1.837871323,0.0002549,0.000222358,,,,,,,,,
222,7019.8,-1920000,1.838455291,0.0002549,0.000222358,,,,,,,,,
223,7338.8,-1920000,1.838673258,0.0002549,0.000222358,,,,,,,,,
224,7657.9,-1920000,1.839257226,0.0002549,0.000222358,,,,,,,,,
225,7977,-1920000,1.839658194,0.0002549,0.000222358,,,,,,,,,
226,8296.1,-1920000,1.840059162,0.0002549,0.000222358,,,,,,,,,
227,8615.2,-1920000,1.840460129,0.0002549,0.000222358,,,,,,,,,
228,8934.2,-1920000,1.840861097,0.0002549,0.000222358,,,,,,,,,
229,9253.3,-1920000,1.841262065,0.0002549,0.000222358,,,,,,,,,
230,9572.4,-1920000,1.841663033,0.0002549,0.000222358,,,,,,,,,
231,9891.5,-1920000,1.842064,0.0002549,0.000222358,,,,,,,,,
232,10211,-1920000,1.842464968,0.0002549,0.000222358,,,,,,,,,
233,10530,-1920000,1.842865936,0.0002549,0.000222358,,,,,,,,,
234,10849,-1920000,1.843266904,0.0002549,0.000222358,,,,,,,,,
235,11168,-1920000,1.843850871,0.0002549,0.000222358,,,,,,,,,
236,11487,-1920000,1.844068839,0.0002549,0.000222358,,,,,,,,,
237,11806,-1920000,1.844469807,0.0002549,0.000222358,,,,,,,,,
238,12125,-1920000,1.844870775,0.0002549,0.000222358,,,,,,,,,
239,12444,-1920000,1.845271742,0.0002549,0.000222358,,,,,,,,,
240,12763,-1920000,1.84585571,0.0002549,0.000222358,,,,,,,,,
241,13082,-1920000,1.846256678,0.0002549,0.000222358,,,,,,,,,
242,13401,-1920000,1.846474646,0.0002549,0.000222358,,,,,,,,,
243,13720,-1920000,1.846875613,0.0002549,0.000222358,,,,,,,,,
244,14040,-1920000,1.847276581,0.0002549,0.000222358,,,,,,,,,
245,14359,-1920000,1.847677549,0.0002549,0.000222358,,,,,,,,,
246,14678,-1920000,1.848078517,0.0002549,0.000222358,,,,,,,,,
247,14997,-1920000,1.848479484,0.0002549,0.000222358,,,,,,,,,
248,15316,-1920000,1.849063452,0.0002549,0.000222358,,,,,,,,,
249,15635,-1920000,1.84946442,0.0002549,0.000222358,,,,,,,,,
250,15954,-1920000,1.849865388,0.0002549,0.000222358,,,,,,,,,
251,16273,-1920000,1.850266355,0.0002549,0.000222358,,,,,,,,,
252,16592,-1920000,1.850667323,0.0002549,0.000222358,,,,,,,,,
253,16911,-1920000,1.850885291,0.000255,0.000222458,,,,,,,,,
254,17230,-1920000,1.851469259,0.0002549,0.000222358,,,,,,,,,
255,17549,-1920000,1.851870226,0.0002549,0.000222358,,,,,,,,,
256,17868,-1920000,1.852271194,0.0002549,0.000222358,,,,,,,,,
257,18188,-1920000,1.852672162,0.000255,0.000222458,,,,,,,,,
258,18507,-1920000,1.85307313,0.000255,0.000222458,,,,,,,,,
259,18826,-1920000,1.853474097,0.0002549,0.000222358,,,,,,,,,
260,19145,-1920000,1.853875065,0.0002549,0.000222358,,,,,,,,,
261,19464,-1920000,1.854276033,0.0002549,0.000222358,,,,,,,,,
262,19783,-1920000,1.854677001,0.0002549,0.000222358,,,,,,,,,
263,20102,-1920000,1.855077968,0.0002549,0.000222358,,,,,,,,,
264,20421,-1920000,1.855478936,0.0002549,0.000222358,,,,,,,,,
265,20740,-1920000,1.855696904,0.0002549,0.000222358,,,,,,,,,
266,21059,-1920000,1.856097872,0.0002549,0.000222358,,,,,,,,,
267,21378,-1920000,1.856498839,0.0002549,0.000222358,,,,,,,,,
268,21697,-1920000,1.856899807,0.0002549,0.000222358,,,,,,,,,
269,22017,-1920000,1.857300775,0.0002549,0.000222358,,,,,,,,,
270,22336,-1920000,1.857701743,0.0002549,0.000222358,,,,,,,,,
271,22655,-1920000,1.858285711,0.0002549,0.000222358,,,,,,,,,
272,22974,-1920000,1.858686678,0.0002549,0.000222358,,,,,,,,,
273,23293,-1920000,1.859087646,0.0002549,0.000222358,,,,,,,,,
274,23612,-1920000,1.859488614,0.0002549,0.000222358,,,,,,,,,
275,23931,-1920000,1.859706582,0.0002549,0.000222358,,,,,,,,,
276,24250,-1920000,1.860107549,0.0002549,0.000222358,,,,,,,,,
277,24569,-1920000,1.860691517,0.0002549,0.000222358,,,,,,,,,
278,24888,-1920000,1.861092485,0.0002549,0.000222358,,,,,,,,,
279,25207,-1920000,1.861493453,0.0002549,0.000222358,,,,,,,,,
280,25526,-1920000,1.86171142,0.0002549,0.000222358,,,,,,,,,
281,25845,-1920000,1.862112388,0.000255,0.000222458,,,,,,,,,
282,26165,-1920000,1.862513356,0.0002549,0.000222358,,,,,,,,,
283,26484,-1920000,1.863097324,0.000255,0.000222458,,,,,,,,,
284,26803,-1920000,1.863498291,0.000255,0.000222458,,,,,,,,,
285,27122,-1920000,1.863716259,0.000255,0.000222458,,,,,,,,,
286,27441,-1920000,1.864117227,0.000255,0.000222458,,,,,,,,,
287,27760,-1920000,1.864701195,0.0002549,0.000222358,,,,,,,,,
288,28079,-1920000,1.865102162,0.0002549,0.000222358,,,,,,,,,
289,28398,-1920000,1.86532013,0.0002549,0.000222358,,,,,,,,,
290,28717,-1920000,1.865721098,0.0002549,0.000222358,,,,,,,,,
291,29036,-1920000,1.866305066,0.0002549,0.000222358,,,,,,,,,
292,29355,-1920000,1.866523033,0.0002549,0.000222358,,,,,,,,,
293,29674,-1920000,1.866924001,0.0002549,0.000222358,,,,,,,,,
294,29994,-1920000,1.867324969,0.0002549,0.000222358,,,,,,,,,
295,30313,-1920000,1.867908937,0.0002549,0.000222358,,,,,,,,,
296,30632,-1920000,1.868309904,0.0002549,0.000222358,,,,,,,,,
297,30951,-1920000,1.868527872,0.0002549,0.000222358,,,,,,,,,
298,31270,-1920000,1.86911184,0.000255,0.000222458,,,,,,,,,
299,31589,-1920000,1.869512808,0.000255,0.000222458,,,,,,,,,
300,0,-2880000,0.172752,2.40E-05,-2.48E-05,,,,,,,,,
301,319.08,-2880000,0.393118968,5.30E-05,4.19E-06,,,,,,,,,
302,638.16,-2880000,0.746526936,0.0001013,5.25E-05,,,,,,,,,
303,957.24,-2880000,1.156847903,0.0001586,0.000109786,,,,,,,,,
304,1276.3,-2880000,1.483171871,0.0002047,0.000155886,,,,,,,,,
305,1595.4,-2880000,1.672611839,0.0002318,0.000182986,,,,,,,,,
306,1914.5,-2880000,1.763597807,0.0002448,0.000195986,,,,,,,,,
307,2233.6,-2880000,1.803709774,0.0002506,0.000201786,,,,,,,,,
308,2552.6,-2880000,1.820397742,0.000253,0.000204186,,,,,,,,,
309,2871.7,-2880000,1.82830171,0.0002541,0.000205286,,,,,,,,,
310,3190.8,-2880000,1.831264678,0.0002545,0.000205686,,,,,,,,,
311,3509.9,-2880000,1.832946645,0.0002547,0.000205886,,,,,,,,,
312,3829,-2880000,1.833896613,0.0002548,0.000205986,,,,,,,,,
313,4148,-2880000,1.834663581,0.0002549,0.000206086,,,,,,,,,
314,4467.1,-2880000,1.835064549,0.0002548,0.000205986,,,,,,,,,
315,4786.2,-2880000,1.835465516,0.0002548,0.000205986,,,,,,,,,
316,5105.3,-2880000,1.836049484,0.0002549,0.000206086,,,,,,,,,
317,5424.4,-2880000,1.836267452,0.0002549,0.000206086,,,,,,,,,
318,5743.4,-2880000,1.83666842,0.0002549,0.000206086,,,,,,,,,
319,6062.5,-2880000,1.837252387,0.0002549,0.000206086,,,,,,,,,
320,6381.6,-2880000,1.837470355,0.0002549,0.000206086,,,,,,,,,
321,6700.7,-2880000,1.838054323,0.0002548,0.000205986,,,,,,,,,
322,7019.8,-2880000,1.838272291,0.0002549,0.000206086,,,,,,,,,
323,7338.8,-2880000,1.838856258,0.0002549,0.000206086,,,,,,,,,
324,7657.9,-2880000,1.839074226,0.0002549,0.000206086,,,,,,,,,
325,7977,-2880000,1.839658194,0.0002549,0.000206086,,,,,,,,,
326,8296.1,-2880000,1.840059162,0.0002549,0.000206086,,,,,,,,,
327,8615.2,-2880000,1.840460129,0.0002549,0.000206086,,,,,,,,,
328,8934.2,-2880000,1.840861097,0.0002549,0.000206086,,,,,,,,,
329,9253.3,-2880000,1.841079065,0.0002549,0.000206086,,,,,,,,,
330,9572.4,-2880000,1.841663033,0.0002549,0.000206086,,,,,,,,,
331,9891.5,-2880000,1.842064,0.0002549,0.000206086,,,,,,,,,
332,10211,-2880000,1.842647968,0.0002549,0.000206086,,,,,,,,,
333,10530,-2880000,1.842865936,0.0002549,0.000206086,,,,,,,,,
334,10849,-2880000,1.843266904,0.0002549,0.000206086,,,,,,,,,
335,11168,-2880000,1.843667871,0.0002549,0.000206086,,,,,,,,,
336,11487,-2880000,1.844251839,0.0002549,0.000206086,,,,,,,,,
337,11806,-2880000,1.844469807,0.0002549,0.000206086,,,,,,,,,
338,12125,-2880000,1.844870775,0.0002549,0.000206086,,,,,,,,,
339,12444,-2880000,1.845271742,0.0002549,0.000206086,,,,,,,,,
340,12763,-2880000,1.84567271,0.0002549,0.000206086,,,,,,,,,
341,13082,-2880000,1.846256678,0.0002549,0.000206086,,,,,,,,,
