,h,T,M,lambda,s,,,,,,,,,
3740,12763,-35500000,1.84548971,0.0002549,-0.000346795,,,,,,,,,
3741,13082,-35500000,1.845890678,0.0002549,-0.000346795,,,,,,,,,
3742,13401,-35500000,1.846474646,0.0002549,-0.000346795,,,,,,,,,
3743,13720,-35500000,1.846692613,0.0002548,-0.000346895,,,,,,,,,
3744,14040,-35500000,1.847093581,0.0002549,-0.000346795,,,,,,,,,
3745,14359,-35500000,1.847677549,0.0002549,-0.000346795,,,,,,,,,
3746,14678,-35500000,1.848078517,0.0002549,-0.000346795,,,,,,,,,
3747,14997,-35500000,1.848296484,0.0002549,-0.000346795,,,,,,,,,
3748,15316,-35500000,1.848880452,0.0002549,-0.000346795,,,,,,,,,
3749,15635,-35500000,1.84909842,0.0002548,-0.000346895,,,,,,,,,
3750,15954,-35500000,1.849682388,0.0002549,-0.000346795,,,,,,,,,
3751,16273,-35500000,1.850083355,0.0002549,-0.000346795,,,,,,,,,
3752,16592,-35500000,1.850484323,0.0002549,-0.000346795,,,,,,,,,
3753,16911,-35500000,1.850885291,0.0002549,-0.000346795,,,,,,,,,
3754,17230,-35500000,1.851286259,0.0002549,-0.000346795,,,,,,,,,
3755,17549,-35500000,1.851687226,0.0002549,-0.000346795,,,,,,,,,
3756,17868,-35500000,1.852088194,0.0002549,-0.000346795,,,,,,,,,
3757,18188,-35500000,1.852489162,0.0002549,-0.000346795,,,,,,,,,
3758,18507,-35500000,1.85289013,0.0002549,-0.000346795,,,,,,,,,
3759,18826,-35500000,1.853291097,0.0002549,-0.000346795,,,,,,,,,
3760,19145,-35500000,1.853692065,0.0002549,-0.000346795,,,,,,,,,
3761,19464,-35500000,1.854093033,0.0002549,-0.000346795,,,,,,,,,
3762,19783,-35500000,1.854494001,0.0002549,-0.000346795,,,,,,,,,
3763,20102,-35500000,1.854894968,0.0002549,-0.000346795,,,,,,,,,
3764,20421,-35500000,1.855295936,0.0002549,-0.000346795,,,,,,,,,
3765,20740,-35500000,1.855696904,0.0002549,-0.000346795,,,,,,,,,
3766,21059,-35500000,1.856097872,0.0002549,-0.000346795,,,,,,,,,
3767,21378,-35500000,1.856681839,0.0002549,-0.000346795,,,,,,,,,
3768,21697,-35500000,1.856899807,0.0002549,-0.000346795,,,,,,,,,
3769,22017,-35500000,1.857300775,0.0002549,-0.000346795,,,,,,,,,
3770,22336,-35500000,1.857701743,0.0002549,-0.000346795,,,,,,,,,
3771,22655,-35500000,1.858102711,0.0002549,-0.000346795,,,,,,,,,
3772,22974,-35500000,1.858503678,0.0002549,-0.000346795,,,,,,,,,
3773,23293,-35500000,1.859087646,0.0002549,-0.000346795,,,,,,,,,
3774,23612,-35500000,1.859488614,0.0002549,-0.000346795,,,,,,,,,
3775,23931,-35500000,1.859706582,0.0002549,-0.000346795,,,,,,,,,
3776,24250,-35500000,1.860107549,0.000255,-0.000346695,,,,,,,,,
3777,24569,-35500000,1.860508517,0.000255,-0.000346695,,,,,,,,,
3778,24888,-35500000,1.860909485,0.000255,-0.000346695,,,,,,,,,
3779,25207,-35500000,1.861310453,0.000255,-0.000346695,,,,,,,,,
3780,25526,-35500000,1.86189442,0.000255,-0.000346695,,,,,,,,,
3781,25845,-35500000,1.862295388,0.000255,-0.000346695,,,,,,,,,
3782,26165,-35500000,1.862696356,0.000255,-0.000346695,,,,,,,,,
3783,26484,-35500000,1.863097324,0.000255,-0.000346695,,,,,,,,,
3784,26803,-35500000,1.863498291,0.000255,-0.000346695,,,,,,,,,
3785,27122,-35500000,1.863899259,0.000255,-0.000346695,,,,,,,,,
3786,27441,-35500000,1.864300227,0.000255,-0.000346695,,,,,,,,,
3787,27760,-35500000,1.864701195,0.000255,-0.000346695,,,,,,,,,
3788,28079,-35500000,1.865102162,0.000255,-0.000346695,,,,,,,,,
3789,28398,-35500000,1.86550313,0.000255,-0.000346695,,,,,,,,,
3790,28717,-35500000,1.865904098,0.000255,-0.000346695,,,,,,,,,
3791,29036,-35500000,1.866305066,0.000255,-0.000346695,,,,,,,,,
3792,29355,-35500000,1.866706033,0.000255,-0.000346695,,,,,,,,,
3793,29674,-35500000,1.867107001,0.000255,-0.000346695,,,,,,,,,
3794,29994,-35500000,1.867507969,0.000255,-0.000346695,,,,,,,,,
3795,30313,-35500000,1.867908937,0.000255,-0.000346695,,,,,,,,,
3796,30632,-35500000,1.868309904,0.000255,-0.000346695,,,,,,,,,
3797,30951,-35500000,1.868527872,0.000255,-0.000346695,,,,,,,,,
3798,31270,-35500000,1.86892884,0.000255,-0.000346695,,,,,,,,,
3799,31589,-35500000,1.869329808,0.000255,-0.000346695,,,,,,,,,
3800,0,-36500000,0.002196,1.00E-07,-0.000618544,,,,,,,,,
3801,319.08,-36500000,0.014308968,1.00E-07,-0.000618544,,,,,,,,,
3802,638.16,-36500000,0.026970936,1.00E-07,-0.000618544,,,,,,,,,
3803,957.24,-36500000,0.038900903,1.00E-07,-0.000618544,,,,,,,,,
3804,1276.3,-36500000,0.051562871,4.00E-07,-0.000618244,,,,,,,,,
3805,1595.4,-36500000,0.063675839,4.00E-07,-0.000618244,,,,,,,,,
3806,1914.5,-36500000,0.075788807,4.00E-07,-0.000618244,,,,,,,,,
3807,2233.6,-36500000,0.088084774,7.00E-07,-0.000617944,,,,,,,,,
3808,2552.6,-36500000,0.100929742,7.00E-07,-0.000617944,,,,,,,,,
3809,2871.7,-36500000,0.11359171,1.20E-06,-0.000617444,,,,,,,,,
3810,3190.8,-36500000,0.126802678,1.30E-06,-0.000617344,,,,,,,,,
3811,3509.9,-36500000,0.140928645,2.00E-06,-0.000616644,,,,,,,,,
3812,3829,-36500000,0.158897613,3.10E-06,-0.000615544,,,,,,,,,
3813,4148,-36500000,0.182905581,5.20E-06,-0.000613444,,,,,,,,,
3814,4467.1,-36500000,0.222834549,9.80E-06,-0.000608844,,,,,,,,,
3815,4786.2,-36500000,0.295154516,1.93E-05,-0.000599344,,,,,,,,,
3816,5105.3,-36500000,0.428596484,3.85E-05,-0.000580144,,,,,,,,,
3817,5424.4,-36500000,0.654636452,7.20E-05,-0.000546644,,,,,,,,,
3818,5743.4,-36500000,0.96778442,0.0001196,-0.000499044,,,,,,,,,
3819,6062.5,-36500000,1.293376387,0.0001696,-0.000449044,,,,,,,,,
3820,6381.6,-36500000,1.541925355,0.0002084,-0.000410244,,,,,,,,,
3821,6700.7,-36500000,1.692020323,0.0002315,-0.000387144,,,,,,,,,
3822,7019.8,-36500000,1.769464291,0.0002439,-0.000374744,,,,,,,,,
3823,7338.8,-36500000,1.807014258,0.0002497,-0.000368944,,,,,,,,,
3824,7657.9,-36500000,1.824617226,0.0002524,-0.000366244,,,,,,,,,
3825,7977,-36500000,1.832521194,0.0002537,-0.000364944,,,,,,,,,
3826,8296.1,-36500000,1.836582162,0.0002543,-0.000364344,,,,,,,,,
3827,8615.2,-36500000,1.838996129,0.0002545,-0.000364144,,,,,,,,,
3828,8934.2,-36500000,1.839580097,0.0002547,-0.000363944,,,,,,,,,
3829,9253.3,-36500000,1.840530065,0.0002548,-0.000363844,,,,,,,,,
3830,9572.4,-36500000,1.841297033,0.0002548,-0.000363844,,,,,,,,,
3831,9891.5,-36500000,1.841698,0.0002548,-0.000363844,,,,,,,,,
3832,10211,-36500000,1.842281968,0.0002548,-0.000363844,,,,,,,,,
3833,10530,-36500000,1.842499936,0.0002549,-0.000363744,,,,,,,,,
3834,10849,-36500000,1.842900904,0.0002548,-0.000363844,,,,,,,,,
3835,11168,-36500000,1.843301871,0.0002548,-0.000363844,,,,,,,,,
3836,11487,-36500000,1.843885839,0.0002549,-0.000363744,,,,,,,,,
3837,11806,-36500000,1.844286807,0.0002549,-0.000363744,,,,,,,,,
3838,12125,-36500000,1.844870775,0.0002548,-0.000363844,,,,,,,,,
3839,12444,-36500000,1.845271742,0.0002548,-0.000363844,,,,,,,,,
3840,12763,-36500000,1.84548971,0.0002549,-0.000363744,,,,,,,,,
3841,13082,-36500000,1.845890678,0.0002549,-0.000363744,,,,,,,,,
3842,13401,-36500000,1.846291646,0.0002549,-0.000363744,,,,,,,,,
3843,13720,-36500000,1.846692613,0.0002548,-0.000363844,,,,,,,,,
3844,14040,-36500000,1.847276581,0.0002548,-0.000363844,,,,,,,,,
3845,14359,-36500000,1.847494549,0.0002549,-0.000363744,,,,,,,,,
3846,14678,-36500000,1.847895517,0.0002549,-0.000363744,,,,,,,,,
3847,14997,-36500000,1.848479484,0.0002549,-0.000363744,,,,,,,,,
3848,15316,-36500000,1.848697452,0.0002549,-0.000363744,,,,,,,,,
3849,15635,-36500000,1.84928142,0.0002549,-0.000363744,,,,,,,,,
3850,15954,-36500000,1.849682388,0.0002548,-0.000363844,,,,,,,,,
3851,16273,-36500000,1.850083355,0.0002549,-0.000363744,,,,,,,,,
3852,16592,-36500000,1.850484323,0.0002549,-0.000363744,,,,,,,,,
3853,16911,-36500000,1.850885291,0.0002549,-0.000363744,,,,,,,,,
3854,17230,-36500000,1.851286259,0.0002549,-0.000363744,,,,,,,,,
3855,17549,-36500000,1.851687226,0.0002549,-0.000363744,,,,,,,,,
3856,17868,-36500000,1.852088194,0.0002549,-0.000363744,,,,,,,,,
3857,18188,-36500000,1.852489162,0.0002549,-0.000363744,,,,,,,,,
3858,18507,-36500000,1.85270713,0.0002549,-0.000363744,,,,,,,,,
3859,18826,-36500000,1.853291097,0.0002549,-0.000363744,,,,,,,,,
3860,19145,-36500000,1.853692065,0.0002549,-0.000363744,,,,,,,,,
3861,19464,-36500000,1.854093033,0.0002549,-0.000363744,,,,,,,,,
3862,19783,-36500000,1.854494001,0.0002549,-0.000363744,,,,,,,,,
3863,20102,-36500000,1.854894968,0.0002549,-0.000363744,,,,,,,,,
3864,20421,-36500000,1.855295936,0.0002549,-0.000363744,,,,,,,,,
3865,20740,-36500000,1.855696904,0.0002549,-0.000363744,,,,,,,,,
3866,21059,-36500000,1.856097872,0.0002549,-0.000363744,,,,,,,,,
3867,21378,-36500000,1.856498839,0.0002549,-0.000363744,,,,,,,,,
3868,21697,-36500000,1.857082807,0.0002549,-0.000363744,,,,,,,,,
3869,22017,-36500000,1.857300775,0.0002549,-0.000363744,,,,,,,,,
3870,22336,-36500000,1.857701743,0.0002549,-0.000363744,,,,,,,,,
3871,22655,-36500000,1.858102711,0.0002549,-0.000363744,,,,,,,,,
3872,22974,-36500000,1.858503678,0.0002549,-0.000363744,,,,,,,,,
3873,23293,-36500000,1.859087646,0.0002549,-0.000363744,,,,,,,,,
3874,23612,-36500000,1.859488614,0.0002549,-0.000363744,,,,,,,,,
3875,23931,-36500000,1.859706582,0.0002549,-0.000363744,,,,,,,,,
3876,24250,-36500000,1.860107549,0.000255,-0.000363644,,,,,,,,,
3877,24569,-36500000,1.860508517,0.000255,-0.000363644,,,,,,,,,
3878,24888,-36500000,1.860909485,0.000255,-0.000363644,,,,,,,,,
3879,25207,-36500000,1.861310453,0.000255,-0.000363644,,,,,,,,,
3880,25526,-36500000,1.86171142,0.000255,-0.000363644,,,,,,,,,
3881,25845,-36500000,1.862112388,0.000255,-0.000363644,,,,,,,,,
3882,26165,-36500000,1.862513356,0.000255,-0.000363644,,,,,,,,,
3883,26484,-36500000,1.863097324,0.000255,-0.000363644,,,,,,,,,
3884,26803,-36500000,1.863498291,0.000255,-0.000363644,,,,,,,,,
3885,27122,-36500000,1.863899259,0.0002549,-0.000363744,,,,,,,,,
3886,27441,-36500000,1.864300227,0.0002549,-0.000363744,,,,,,,,,
3887,27760,-36500000,1.864701195,0.000255,-0.000363644,,,,,,,,,
3888,28079,-36500000,1.865102162,0.000255,-0.000363644,,,,,,,,,
3889,28398,-36500000,1.86550313,0.000255,-0.000363644,,,,,,,,,
3890,28717,-36500000,1.865904098,0.000255,-0.000363644,,,,,,,,,
3891,29036,-36500000,1.866305066,0.000255,-0.000363644,,,,,,,,,
3892,29355,-36500000,1.866706033,0.000255,-0.000363644,,,,,,,,,
3893,29674,-36500000,1.867107001,0.000255,-0.000363644,,,,,,,,,
3894,29994,-36500000,1.867507969,0.000255,-0.000363644,,,,,,,,,
3895,30313,-36500000,1.867908937,0.000255,-0.000363644,,,,,,,,,
3896,30632,-36500000,1.868309904,0.000255,-0.000363644,,,,,,,,,
3897,30951,-36500000,1.868710872,0.000255,-0.000363644,,,,,,,,,
3898,31270,-36500000,1.86911184,0.000255,-0.000363644,,,,,,,,,
3899,31589,-36500000,1.869329808,0.000255,-0.000363644,,,,,,,,,
3900,0,-37400000,0.002196,1.00E-07,-0.000633798,,,,,,,,,
3901,319.08,-37400000,0.014308968,1.00E-07,-0.000633798,,,,,,,,,
3902,638.16,-37400000,0.026421936,1.00E-07,-0.000633798,,,,,,,,,
3903,957.24,-37400000,0.038900903,1.00E-07,-0.000633798,,,,,,,,,
3904,1276.3,-37400000,0.051013871,4.00E-07,-0.000633498,,,,,,,,,
3905,1595.4,-37400000,0.063126839,4.00E-07,-0.000633498,,,,,,,,,
3906,1914.5,-37400000,0.075239807,4.00E-07,-0.000633498,,,,,,,,,
3907,2233.6,-37400000,0.087352774,7.00E-07,-0.000633198,,,,,,,,,
3908,2552.6,-37400000,0.100197742,7.00E-07,-0.000633198,,,,,,,,,
3909,2871.7,-37400000,0.11285971,1.20E-06,-0.000632698,,,,,,,,,
3910,3190.8,-37400000,0.125521678,1.30E-06,-0.000632598,,,,,,,,,
3911,3509.9,-37400000,0.138915645,1.80E-06,-0.000632098,,,,,,,,,
3912,3829,-37400000,0.155237613,2.60E-06,-0.000631298,,,,,,,,,
3913,4148,-37400000,0.175402581,4.20E-06,-0.000629698,,,,,,,,,
3914,4467.1,-37400000,0.206547549,7.40E-06,-0.000626498,,,,,,,,,
3915,4786.2,-37400000,0.261116516,1.40E-05,-0.000619898,,,,,,,,,
3916,5105.3,-37400000,0.361252484,2.81E-05,-0.000605798,,,,,,,,,
3917,5424.4,-37400000,0.540078452,5.45E-05,-0.000579398,,,,,,,,,
3918,5743.4,-37400000,0.81626042,9.61E-05,-0.000537798,,,,,,,,,
3919,6062.5,-37400000,1.147159387,0.0001468,-0.000487098,,,,,,,,,
3920,6381.6,-37400000,1.438347355,0.0001918,-0.000442098,,,,,,,,,
3921,6700.7,-37400000,1.632362323,0.0002224,-0.000411498,,,,,,,,,
3922,7019.8,-37400000,1.739452291,0.000239,-0.000394898,,,,,,,,,
3923,7338.8,-37400000,1.792557258,0.0002476,-0.000386298,,,,,,,,,
3924,7657.9,-37400000,1.818029226,0.0002514,-0.000382498,,,,,,,,,
3925,7977,-37400000,1.829593194,0.0002532,-0.000380698,,,,,,,,,
3926,8296.1,-37400000,1.835301162,0.0002541,-0.000379798,,,,,,,,,
3927,8615.2,-37400000,1.838264129,0.0002545,-0.000379398,,,,,,,,,
3928,8934.2,-37400000,1.839397097,0.0002546,-0.000379298,,,,,,,,,
3929,9253.3,-37400000,1.840347065,0.0002547,-0.000379198,,,,,,,,,
3930,9572.4,-37400000,1.841114033,0.0002548,-0.000379098,,,,,,,,,
3931,9891.5,-37400000,1.841698,0.0002548,-0.000379098,,,,,,,,,
3932,10211,-37400000,1.842281968,0.0002548,-0.000379098,,,,,,,,,
3933,10530,-37400000,1.842499936,0.0002548,-0.000379098,,,,,,,,,
3934,10849,-37400000,1.842900904,0.0002549,-0.000378998,,,,,,,,,
3935,11168,-37400000,1.843484871,0.0002548,-0.000379098,,,,,,,,,
3936,11487,-37400000,1.843885839,0.0002548,-0.000379098,,,,,,,,,
3937,11806,-37400000,1.844286807,0.0002549,-0.000378998,,,,,,,,,
3938,12125,-37400000,1.844687775,0.0002549,-0.000378998,,,,,,,,,
3939,12444,-37400000,1.845088742,0.0002548,-0.000379098,,,,,,,,,
3940,12763,-37400000,1.84567271,0.0002548,-0.000379098,,,,,,,,,
3941,13082,-37400000,1.846073678,0.0002549,-0.000378998,,,,,,,,,
3942,13401,-37400000,1.846291646,0.0002549,-0.000378998,,,,,,,,,
3943,13720,-37400000,1.846692613,0.0002549,-0.000378998,,,,,,,,,
3944,14040,-37400000,1.847093581,0.0002548,-0.000379098,,,,,,,,,
3945,14359,-37400000,1.847677549,0.0002548,-0.000379098,,,,,,,,,
3946,14678,-37400000,1.848078517,0.0002549,-0.000378998,,,,,,,,,
3947,14997,-37400000,1.848296484,0.0002549,-0.000378998,,,,,,,,,
3948,15316,-37400000,1.848880452,0.0002549,-0.000378998,,,,,,,,,
3949,15635,-37400000,1.84928142,0.0002549,-0.000378998,,,,,,,,,
3950,15954,-37400000,1.849682388,0.0002549,-0.000378998,,,,,,,,,
3951,16273,-37400000,1.850083355,0.0002548,-0.000379098,,,,,,,,,
3952,16592,-37400000,1.850484323,0.0002549,-0.000378998,,,,,,,,,
3953,16911,-37400000,1.850885291,0.0002549,-0.000378998,,,,,,,,,
3954,17230,-37400000,1.851286259,0.0002549,-0.000378998,,,,,,,,,
3955,17549,-37400000,1.851687226,0.0002549,-0.000378998,,,,,,,,,
3956,17868,-37400000,1.852088194,0.0002549,-0.000378998,,,,,,,,,
3957,18188,-37400000,1.852489162,0.0002549,-0.000378998,,,,,,,,,
3958,18507,-37400000,1.85289013,0.0002549,-0.000378998,,,,,,,,,
3959,18826,-37400000,1.853291097,0.0002549,-0.000378998,,,,,,,,,
3960,19145,-37400000,1.853692065,0.0002549,-0.000378998,,,,,,,,,
3961,19464,-37400000,1.854093033,0.0002549,-0.000378998,,,,,,,,,
3962,19783,-37400000,1.854494001,0.0002549,-0.000378998,,,,,,,,,
3963,20102,-37400000,1.854894968,0.0002549,-0.000378998,,,,,,,,,
3964,20421,-37400000,1.855295936,0.0002549,-0.000378998,,,,,,,,,
3965,20740,-37400000,1.855879904,0.0002549,-0.000378998,,,,,,,,,
3966,21059,-37400000,1.856097872,0.0002549,-0.000378998,,,,,,,,,
3967,21378,-37400000,1.856498839,0.0002549,-0.000378998,,,,,,,,,
3968,21697,-37400000,1.856899807,0.0002549,-0.000378998,,,,,,,,,
3969,22017,-37400000,1.857300775,0.0002549,-0.000378998,,,,,,,,,
3970,22336,-37400000,1.857701743,0.0002549,-0.000378998,,,,,,,,,
3971,22655,-37400000,1.858102711,0.0002549,-0.000378998,,,,,,,,,
3972,22974,-37400000,1.858503678,0.0002549,-0.000378998,,,,,,,,,
3973,23293,-37400000,1.858904646,0.0002549,-0.000378998,,,,,,,,,
3974,23612,-37400000,1.859305614,0.0002549,-0.000378998,,,,,,,,,
3975,23931,-37400000,1.859889582,0.0002549,-0.000378998,,,,,,,,,
3976,24250,-37400000,1.860107549,0.0002549,-0.000378998,,,,,,,,,
3977,24569,-37400000,1.860508517,0.0002549,-0.000378998,,,,,,,,,
3978,24888,-37400000,1.860909485,0.000255,-0.000378898,,,,,,,,,
3979,25207,-37400000,1.861310453,0.000255,-0.000378898,,,,,,,,,
3980,25526,-37400000,1.86171142,0.000255,-0.000378898,,,,,,,,,
3981,25845,-37400000,1.862112388,0.000255,-0.000378898,,,,,,,,,
3982,26165,-37400000,1.862696356,0.000255,-0.000378898,,,,,,,,,
3983,26484,-37400000,1.863097324,0.000255,-0.000378898,,,,,,,,,
3984,26803,-37400000,1.863498291,0.000255,-0.000378898,,,,,,,,,
3985,27122,-37400000,1.863899259,0.0002549,-0.000378998,,,,,,,,,
3986,27441,-37400000,1.864300227,0.000255,-0.000378898,,,,,,,,,
3987,27760,-37400000,1.864701195,0.000255,-0.000378898,,,,,,,,,
3988,28079,-37400000,1.865102162,0.000255,-0.000378898,,,,,,,,,
3989,28398,-37400000,1.86550313,0.0002549,-0.000378998,,,,,,,,,
3990,28717,-37400000,1.865904098,0.0002549,-0.000378998,,,,,,,,,
3991,29036,-37400000,1.866305066,0.0002549,-0.000378998,,,,,,,,,
3992,29355,-37400000,1.866706033,0.000255,-0.000378898,,,,,,,,,
3993,29674,-37400000,1.867107001,0.000255,-0.000378898,,,,,,,,,
3994,29994,-37400000,1.867507969,0.0002549,-0.000378998,,,,,,,,,
3995,30313,-37400000,1.867908937,0.000255,-0.000378898,,,,,,,,,
3996,30632,-37400000,1.868309904,0.000255,-0.000378898,,,,,,,,,
3997,30951,-37400000,1.868710872,0.000255,-0.000378898,,,,,,,,,
3998,31270,-37400000,1.86892884,0.000255,-0.000378898,,,,,,,,,
3999,31589,-37400000,1.869512808,0.000255,-0.000378898,,,,,,,,,
4000,0,-38400000,0.002379,1.00E-07,-0.000650747,,,,,,,,,
4001,319.08,-38400000,0.014308968,1.00E-07,-0.000650747,,,,,,,,,
4002,638.16,-38400000,0.026421936,1.00E-07,-0.000650747,,,,,,,,,
4003,957.24,-38400000,0.038534903,1.00E-07,-0.000650747,,,,,,,,,
4004,1276.3,-38400000,0.051013871,4.00E-07,-0.000650447,,,,,,,,,
4005,1595.4,-38400000,0.063126839,4.00E-07,-0.000650447,,,,,,,,,
4006,1914.5,-38400000,0.075239807,4.00E-07,-0.000650447,,,,,,,,,
4007,2233.6,-38400000,0.087352774,7.00E-07,-0.000650147,,,,,,,,,
4008,2552.6,-38400000,0.099831742,7.00E-07,-0.000650147,,,,,,,,,
4009,2871.7,-38400000,0.11212771,1.10E-06,-0.000649747,,,,,,,,,
4010,3190.8,-38400000,0.124057678,1.20E-06,-0.000649647,,,,,,,,,
4011,3509.9,-38400000,0.137451645,1.70E-06,-0.000649147,,,,,,,,,
4012,3829,-38400000,0.152492613,2.30E-06,-0.000648547,,,,,,,,,
4013,4148,-38400000,0.169912581,3.50E-06,-0.000647347,,,,,,,,,
4014,4467.1,-38400000,0.195201549,5.80E-06,-0.000645047,,,,,,,,,
4015,4786.2,-38400000,0.236228516,1.04E-05,-0.000640447,,,,,,,,,
4016,5105.3,-38400000,0.311293484,2.06E-05,-0.000630247,,,,,,,,,
4017,5424.4,-38400000,0.449127452,4.03E-05,-0.000610547,,,,,,,,,
4018,5743.4,-38400000,0.67937642,7.50E-05,-0.000575847,,,,,,,,,
4019,6062.5,-38400000,0.992524387,0.0001227,-0.000528147,,,,,,,,,
4020,6381.6,-38400000,1.311894355,0.0001721,-0.000478747,,,,,,,,,
4021,6700.7,-38400000,1.553123323,0.0002099,-0.000440947,,,,,,,,,
4022,7019.8,-38400000,1.697545291,0.0002323,-0.000418547,,,,,,,,,
4023,7338.8,-38400000,1.772061258,0.0002442,-0.000406647,,,,,,,,,
4024,7657.9,-38400000,1.808147226,0.0002497,-0.000401147,,,,,,,,,
4025,7977,-38400000,1.825384194,0.0002525,-0.000398347,,,,,,,,,
4026,8296.1,-38400000,1.832922162,0.0002537,-0.000397147,,,,,,,,,
4027,8615.2,-38400000,1.836983129,0.0002543,-0.000396547,,,,,,,,,
4028,8934.2,-38400000,1.839397097,0.0002546,-0.000396247,,,,,,,,,
4029,9253.3,-38400000,1.840164065,0.0002547,-0.000396147,,,,,,,,,
4030,9572.4,-38400000,1.840931033,0.0002548,-0.000396047,,,,,,,,,
4031,9891.5,-38400000,1.841698,0.0002548,-0.000396047,,,,,,,,,
4032,10211,-38400000,1.842098968,0.0002548,-0.000396047,,,,,,,,,
4033,10530,-38400000,1.842499936,0.0002548,-0.000396047,,,,,,,,,
4034,10849,-38400000,1.842900904,0.0002549,-0.000395947,,,,,,,,,
4035,11168,-38400000,1.843484871,0.0002549,-0.000395947,,,,,,,,,
4036,11487,-38400000,1.843885839,0.0002548,-0.000396047,,,,,,,,,
4037,11806,-38400000,1.844286807,0.0002548,-0.000396047,,,,,,,,,
4038,12125,-38400000,1.844687775,0.0002549,-0.000395947,,,,,,,,,
4039,12444,-38400000,1.845088742,0.0002549,-0.000395947,,,,,,,,,
4040,12763,-38400000,1.84548971,0.0002548,-0.000396047,,,,,,,,,
4041,13082,-38400000,1.845890678,0.0002548,-0.000396047,,,,,,,,,
4042,13401,-38400000,1.846474646,0.0002549,-0.000395947,,,,,,,,,
4043,13720,-38400000,1.846875613,0.0002549,-0.000395947,,,,,,,,,
4044,14040,-38400000,1.847093581,0.0002549,-0.000395947,,,,,,,,,
4045,14359,-38400000,1.847494549,0.0002548,-0.000396047,,,,,,,,,
4046,14678,-38400000,1.848078517,0.0002548,-0.000396047,,,,,,,,,
4047,14997,-38400000,1.848479484,0.0002549,-0.000395947,,,,,,,,,
4048,15316,-38400000,1.848697452,0.0002549,-0.000395947,,,,,,,,,
4049,15635,-38400000,1.84928142,0.0002549,-0.000395947,,,,,,,,,
4050,15954,-38400000,1.849682388,0.0002549,-0.000395947,,,,,,,,,
4051,16273,-38400000,1.849900355,0.0002549,-0.000395947,,,,,,,,,
4052,16592,-38400000,1.850484323,0.0002548,-0.000396047,,,,,,,,,
4053,16911,-38400000,1.850702291,0.0002549,-0.000395947,,,,,,,,,
4054,17230,-38400000,1.851286259,0.0002549,-0.000395947,,,,,,,,,
4055,17549,-38400000,1.851504226,0.0002549,-0.000395947,,,,,,,,,
4056,17868,-38400000,1.852088194,0.0002549,-0.000395947,,,,,,,,,
4057,18188,-38400000,1.852489162,0.0002549,-0.000395947,,,,,,,,,
4058,18507,-38400000,1.85289013,0.0002549,-0.000395947,,,,,,,,,
4059,18826,-38400000,1.853291097,0.0002549,-0.000395947,,,,,,,,,
4060,19145,-38400000,1.853692065,0.0002549,-0.000395947,,,,,,,,,
4061,19464,-38400000,1.854093033,0.0002549,-0.000395947,,,,,,,,,
4062,19783,-38400000,1.854494001,0.0002549,-0.000395947,,,,,,,,,
4063,20102,-38400000,1.854894968,0.0002549,-0.000395947,,,,,,,,,
4064,20421,-38400000,1.855295936,0.0002549,-0.000395947,,,,,,,,,
4065,20740,-38400000,1.855696904,0.0002549,-0.000395947,,,,,,,,,
4066,21059,-38400000,1.856097872,0.0002549,-0.000395947,,,,,,,,,
4067,21378,-38400000,1.856498839,0.0002549,-0.000395947,,,,,,,,,
4068,21697,-38400000,1.856899807,0.0002549,-0.000395947,,,,,,,,,
4069,22017,-38400000,1.857300775,0.0002549,-0.000395947,,,,,,,,,
4070,22336,-38400000,1.857884743,0.0002549,-0.000395947,,,,,,,,,
4071,22655,-38400000,1.858102711,0.0002549,-0.000395947,,,,,,,,,
4072,22974,-38400000,1.858503678,0.0002549,-0.000395947,,,,,,,,,
4073,23293,-38400000,1.858904646,0.0002549,-0.000395947,,,,,,,,,
4074,23612,-38400000,1.859305614,0.0002549,-0.000395947,,,,,,,,,
4075,23931,-38400000,1.859889582,0.0002549,-0.000395947,,,,,,,,,
4076,24250,-38400000,1.860107549,0.0002549,-0.000395947,,,,,,,,,
4077,24569,-38400000,1.860508517,0.0002549,-0.000395947,,,,,,,,,
4078,24888,-38400000,1.860909485,0.000255,-0.000395847,,,,,,,,,
4079,25207,-38400000,1.861310453,0.000255,-0.000395847,,,,,,,,,
4080,25526,-38400000,1.86171142,0.000255,-0.000395847,,,,,,,,,
4081,25845,-38400000,1.862112388,0.000255,-0.000395847,,,,,,,,,
4082,26165,-38400000,1.862513356,0.000255,-0.000395847,,,,,,,,,
4083,26484,-38400000,1.863097324,0.000255,-0.000395847,,,,,,,,,
4084,26803,-38400000,1.863498291,0.000255,-0.000395847,,,,,,,,,
4085,27122,-38400000,1.863899259,0.000255,-0.000395847,,,,,,,,,
4086,27441,-38400000,1.864300227,0.000255,-0.000395847,,,,,,,,,
4087,27760,-38400000,1.864701195,0.0002549,-0.000395947,,,,,,,,,
4088,28079,-38400000,1.865102162,0.0002549,-0.000395947,,,,,,,,,
4089,28398,-38400000,1.86550313,0.0002549,-0.000395947,,,,,,,,,
4090,28717,-38400000,1.865904098,0.0002549,-0.000395947,,,,,,,,,
4091,29036,-38400000,1.866305066,0.0002549,-0.000395947,,,,,,,,,
4092,29355,-38400000,1.866706033,0.000255,-0.000395847,,,,,,,,,
4093,29674,-38400000,1.867107001,0.000255,-0.000395847,,,,,,,,,
4094,29994,-38400000,1.867507969,0.000255,-0.000395847,,,,,,,,,
