,T,B,M,lambda,s
1334,-12500000.0,10849.0,1460000.0,0.0002549,4.3035593220339005e-05
1335,-12500000.0,11168.0,1460000.0,0.0002549,4.3035593220339005e-05
1336,-12500000.0,11487.0,1460000.0,0.0002549,4.3035593220339005e-05
1337,-12500000.0,11806.0,1460000.0,0.0002549,4.3035593220339005e-05
1338,-12500000.0,12125.0,1460000.0,0.0002549,4.3035593220339005e-05
1339,-12500000.0,12444.0,1460000.0,0.0002549,4.3035593220339005e-05
1340,-12500000.0,12763.0,1460000.0,0.0002549,4.3035593220339005e-05
1341,-12500000.0,13082.0,1460000.0,0.0002549,4.3035593220339005e-05
1342,-12500000.0,13401.0,1460000.0,0.0002549,4.3035593220339005e-05
1343,-12500000.0,13720.0,1460000.0,0.0002549,4.3035593220339005e-05
1344,-12500000.0,14040.0,1460000.0,0.0002549,4.3035593220339005e-05
1345,-12500000.0,14359.0,1460000.0,0.0002549,4.3035593220339005e-05
1346,-12500000.0,14678.0,1460000.0,0.0002549,4.3035593220339005e-05
1347,-12500000.0,14997.0,1460000.0,0.0002549,4.3035593220339005e-05
1348,-12500000.0,15316.0,1460000.0,0.0002549,4.3035593220339005e-05
1349,-12500000.0,15635.0,1460000.0,0.0002549,4.3035593220339005e-05
1350,-12500000.0,15954.0,1460000.0,0.0002549,4.3035593220339005e-05
1351,-12500000.0,16273.0,1460000.0,0.0002549,4.3035593220339005e-05
1352,-12500000.0,16592.0,1460000.0,0.0002549,4.3035593220339005e-05
1353,-12500000.0,16911.0,1460000.0,0.0002549,4.3035593220339005e-05
1354,-12500000.0,17230.0,1460000.0,0.0002549,4.3035593220339005e-05
1355,-12500000.0,17549.0,1460000.0,0.0002549,4.3035593220339005e-05
1356,-12500000.0,17868.0,1460000.0,0.0002549,4.3035593220339005e-05
1357,-12500000.0,18188.0,1460000.0,0.0002549,4.3035593220339005e-05
1358,-12500000.0,18507.0,1460000.0,0.0002549,4.3035593220339005e-05
1359,-12500000.0,18826.0,1460000.0,0.000255,4.313559322033901e-05
1360,-12500000.0,19145.0,1460000.0,0.000255,4.313559322033901e-05
1361,-12500000.0,19464.0,1460000.0,0.000255,4.313559322033901e-05
1362,-12500000.0,19783.0,1460000.0,0.000255,4.313559322033901e-05
1363,-12500000.0,20102.0,1460000.0,0.000255,4.313559322033901e-05
1364,-12500000.0,20421.0,1460000.0,0.000255,4.313559322033901e-05
1365,-12500000.0,20740.0,1460000.0,0.000255,4.313559322033901e-05
1366,-12500000.0,21059.0,1460000.0,0.000255,4.313559322033901e-05
1367,-12500000.0,21378.0,1460000.0,0.000255,4.313559322033901e-05
1368,-12500000.0,21697.0,1460000.0,0.000255,4.313559322033901e-05
1369,-12500000.0,22017.0,1460000.0,0.000255,4.313559322033901e-05
1370,-12500000.0,22336.0,1460000.0,0.000255,4.313559322033901e-05
1371,-12500000.0,22655.0,1460000.0,0.000255,4.313559322033901e-05
1372,-12500000.0,22974.0,1460000.0,0.000255,4.313559322033901e-05
1373,-12500000.0,23293.0,1460000.0,0.0002549,4.3035593220339005e-05
1374,-12500000.0,23612.0,1460000.0,0.0002549,4.3035593220339005e-05
1375,-12500000.0,23931.0,1460000.0,0.0002549,4.3035593220339005e-05
1376,-12500000.0,24250.0,1460000.0,0.0002549,4.3035593220339005e-05
1377,-12500000.0,24569.0,1460000.0,0.0002549,4.3035593220339005e-05
1378,-12500000.0,24888.0,1460000.0,0.0002549,4.3035593220339005e-05
1379,-12500000.0,25207.0,1460000.0,0.0002549,4.3035593220339005e-05
1380,-12500000.0,25526.0,1460000.0,0.0002549,4.3035593220339005e-05
1381,-12500000.0,25845.0,1460000.0,0.0002549,4.3035593220339005e-05
1382,-12500000.0,26165.0,1460000.0,0.0002549,4.3035593220339005e-05
1383,-12500000.0,26484.0,1460000.0,0.0002549,4.3035593220339005e-05
1384,-12500000.0,26803.0,1460000.0,0.0002549,4.3035593220339005e-05
1385,-12500000.0,27122.0,1460000.0,0.0002549,4.3035593220339005e-05
1386,-12500000.0,27441.0,1460000.0,0.0002549,4.3035593220339005e-05
1387,-12500000.0,27760.0,1460000.0,0.0002549,4.3035593220339005e-05
1388,-12500000.0,28079.0,1460000.0,0.0002549,4.3035593220339005e-05
1389,-12500000.0,28398.0,1460000.0,0.0002549,4.3035593220339005e-05
1390,-12500000.0,28717.0,1460000.0,0.0002549,4.3035593220339005e-05
1391,-12500000.0,29036.0,1460000.0,0.0002549,4.3035593220339005e-05
1392,-12500000.0,29355.0,1460000.0,0.0002549,4.3035593220339005e-05
1393,-12500000.0,29674.0,1460000.0,0.0002549,4.3035593220339005e-05
1394,-12500000.0,29994.0,1460000.0,0.000255,4.313559322033901e-05
1395,-12500000.0,30313.0,1460000.0,0.000255,4.313559322033901e-05
1396,-12500000.0,30632.0,1460000.0,0.000255,4.313559322033901e-05
1397,-12500000.0,30951.0,1460000.0,0.000255,4.313559322033901e-05
1398,-12500000.0,31270.0,1460000.0,0.0002549,4.3035593220339005e-05
1399,-12500000.0,31589.0,1460000.0,0.000255,4.313559322033901e-05
1400,-13400000.0,0.0,3349.4,5e-07,-0.0002266186440677966
1401,-13400000.0,319.08,17330.0,1e-06,-0.0002261186440677966
1402,-13400000.0,638.16,35679.0,2.3e-06,-0.0002248186440677966
1403,-13400000.0,957.24,64804.0,5.6e-06,-0.0002215186440677966
1404,-13400000.0,1276.3,118000.0,1.37e-05,-0.0002134186440677966
1405,-13400000.0,1595.4,223000.0,3.09e-05,-0.0001962186440677966
1406,-13400000.0,1914.5,414000.0,6.41e-05,-0.00016301864406779662
1407,-13400000.0,2233.6,695000.0,0.0001146,-0.00011251864406779661
1408,-13400000.0,2552.6,993000.0,0.000169,-5.8118644067796615e-05
1409,-13400000.0,2871.7,1220000.0,0.0002104,-1.6718644067796612e-05
1410,-13400000.0,3190.8,1350000.0,0.0002339,6.78135593220339e-06
1411,-13400000.0,3509.9,1410000.0,0.0002455,1.83813559322034e-05
1412,-13400000.0,3829.0,1430000.0,0.0002508,2.368135593220342e-05
1413,-13400000.0,4148.0,1450000.0,0.000253,2.588135593220342e-05
1414,-13400000.0,4467.1,1450000.0,0.0002541,2.6981355932203393e-05
1415,-13400000.0,4786.2,1450000.0,0.0002545,2.7381355932203403e-05
1416,-13400000.0,5105.3,1460000.0,0.0002547,2.7581355932203408e-05
1417,-13400000.0,5424.4,1460000.0,0.0002548,2.768135593220341e-05
1418,-13400000.0,5743.4,1460000.0,0.0002548,2.768135593220341e-05
1419,-13400000.0,6062.5,1460000.0,0.0002548,2.768135593220341e-05
1420,-13400000.0,6381.6,1460000.0,0.0002549,2.7781355932203413e-05
1421,-13400000.0,6700.7,1460000.0,0.0002549,2.7781355932203413e-05
1422,-13400000.0,7019.8,1460000.0,0.0002549,2.7781355932203413e-05
1423,-13400000.0,7338.8,1460000.0,0.0002548,2.768135593220341e-05
1424,-13400000.0,7657.9,1460000.0,0.0002548,2.768135593220341e-05
1425,-13400000.0,7977.0,1460000.0,0.0002549,2.7781355932203413e-05
1426,-13400000.0,8296.1,1460000.0,0.0002549,2.7781355932203413e-05
1427,-13400000.0,8615.2,1460000.0,0.0002549,2.7781355932203413e-05
1428,-13400000.0,8934.2,1460000.0,0.0002549,2.7781355932203413e-05
1429,-13400000.0,9253.3,1460000.0,0.0002549,2.7781355932203413e-05
1430,-13400000.0,9572.4,1460000.0,0.0002548,2.768135593220341e-05
1431,-13400000.0,9891.5,1460000.0,0.0002549,2.7781355932203413e-05
1432,-13400000.0,10211.0,1460000.0,0.0002549,2.7781355932203413e-05
1433,-13400000.0,10530.0,1460000.0,0.0002549,2.7781355932203413e-05
1434,-13400000.0,10849.0,1460000.0,0.0002549,2.7781355932203413e-05
1435,-13400000.0,11168.0,1460000.0,0.0002549,2.7781355932203413e-05
1436,-13400000.0,11487.0,1460000.0,0.0002549,2.7781355932203413e-05
1437,-13400000.0,11806.0,1460000.0,0.0002549,2.7781355932203413e-05
1438,-13400000.0,12125.0,1460000.0,0.0002549,2.7781355932203413e-05
1439,-13400000.0,12444.0,1460000.0,0.0002549,2.7781355932203413e-05
1440,-13400000.0,12763.0,1460000.0,0.0002549,2.7781355932203413e-05
1441,-13400000.0,13082.0,1460000.0,0.0002549,2.7781355932203413e-05
1442,-13400000.0,13401.0,1460000.0,0.0002549,2.7781355932203413e-05
1443,-13400000.0,13720.0,1460000.0,0.0002549,2.7781355932203413e-05
1444,-13400000.0,14040.0,1460000.0,0.0002549,2.7781355932203413e-05
1445,-13400000.0,14359.0,1460000.0,0.0002549,2.7781355932203413e-05
1446,-13400000.0,14678.0,1460000.0,0.0002549,2.7781355932203413e-05
1447,-13400000.0,14997.0,1460000.0,0.0002549,2.7781355932203413e-05
1448,-13400000.0,15316.0,1460000.0,0.0002549,2.7781355932203413e-05
1449,-13400000.0,15635.0,1460000.0,0.0002549,2.7781355932203413e-05
1450,-13400000.0,15954.0,1460000.0,0.0002549,2.7781355932203413e-05
1451,-13400000.0,16273.0,1460000.0,0.0002549,2.7781355932203413e-05
1452,-13400000.0,16592.0,1460000.0,0.0002549,2.7781355932203413e-05
1453,-13400000.0,16911.0,1460000.0,0.0002549,2.7781355932203413e-05
1454,-13400000.0,17230.0,1460000.0,0.0002549,2.7781355932203413e-05
1455,-13400000.0,17549.0,1460000.0,0.0002549,2.7781355932203413e-05
1456,-13400000.0,17868.0,1460000.0,0.0002549,2.7781355932203413e-05
1457,-13400000.0,18188.0,1460000.0,0.0002549,2.7781355932203413e-05
1458,-13400000.0,18507.0,1460000.0,0.0002549,2.7781355932203413e-05
1459,-13400000.0,18826.0,1460000.0,0.000255,2.7881355932203415e-05
1460,-13400000.0,19145.0,1460000.0,0.000255,2.7881355932203415e-05
1461,-13400000.0,19464.0,1460000.0,0.000255,2.7881355932203415e-05
1462,-13400000.0,19783.0,1460000.0,0.000255,2.7881355932203415e-05
1463,-13400000.0,20102.0,1460000.0,0.000255,2.7881355932203415e-05
1464,-13400000.0,20421.0,1460000.0,0.000255,2.7881355932203415e-05
1465,-13400000.0,20740.0,1460000.0,0.000255,2.7881355932203415e-05
1466,-13400000.0,21059.0,1460000.0,0.000255,2.7881355932203415e-05
1467,-13400000.0,21378.0,1460000.0,0.000255,2.7881355932203415e-05
1468,-13400000.0,21697.0,1460000.0,0.000255,2.7881355932203415e-05
1469,-13400000.0,22017.0,1460000.0,0.000255,2.7881355932203415e-05
1470,-13400000.0,22336.0,1460000.0,0.000255,2.7881355932203415e-05
1471,-13400000.0,22655.0,1460000.0,0.000255,2.7881355932203415e-05
1472,-13400000.0,22974.0,1460000.0,0.000255,2.7881355932203415e-05
1473,-13400000.0,23293.0,1460000.0,0.000255,2.7881355932203415e-05
1474,-13400000.0,23612.0,1460000.0,0.000255,2.7881355932203415e-05
1475,-13400000.0,23931.0,1460000.0,0.0002549,2.7781355932203413e-05
1476,-13400000.0,24250.0,1460000.0,0.0002549,2.7781355932203413e-05
1477,-13400000.0,24569.0,1460000.0,0.0002549,2.7781355932203413e-05
1478,-13400000.0,24888.0,1460000.0,0.0002549,2.7781355932203413e-05
1479,-13400000.0,25207.0,1460000.0,0.0002549,2.7781355932203413e-05
1480,-13400000.0,25526.0,1460000.0,0.0002549,2.7781355932203413e-05
1481,-13400000.0,25845.0,1460000.0,0.0002549,2.7781355932203413e-05
1482,-13400000.0,26165.0,1460000.0,0.0002549,2.7781355932203413e-05
1483,-13400000.0,26484.0,1460000.0,0.0002549,2.7781355932203413e-05
1484,-13400000.0,26803.0,1460000.0,0.0002549,2.7781355932203413e-05
1485,-13400000.0,27122.0,1460000.0,0.0002549,2.7781355932203413e-05
1486,-13400000.0,27441.0,1460000.0,0.0002549,2.7781355932203413e-05
1487,-13400000.0,27760.0,1460000.0,0.0002549,2.7781355932203413e-05
1488,-13400000.0,28079.0,1460000.0,0.0002549,2.7781355932203413e-05
1489,-13400000.0,28398.0,1460000.0,0.0002549,2.7781355932203413e-05
1490,-13400000.0,28717.0,1460000.0,0.0002549,2.7781355932203413e-05
1491,-13400000.0,29036.0,1460000.0,0.0002549,2.7781355932203413e-05
1492,-13400000.0,29355.0,1460000.0,0.0002549,2.7781355932203413e-05
1493,-13400000.0,29674.0,1460000.0,0.0002549,2.7781355932203413e-05
1494,-13400000.0,29994.0,1460000.0,0.0002549,2.7781355932203413e-05
1495,-13400000.0,30313.0,1460000.0,0.000255,2.7881355932203415e-05
1496,-13400000.0,30632.0,1460000.0,0.000255,2.7881355932203415e-05
1497,-13400000.0,30951.0,1460000.0,0.000255,2.7881355932203415e-05
1498,-13400000.0,31270.0,1460000.0,0.000255,2.7881355932203415e-05
1499,-13400000.0,31589.0,1460000.0,0.000255,2.7881355932203415e-05
1500,-14400000.0,0.0,2621.3,3e-07,-0.0002437677966101695
1501,-14400000.0,319.08,15728.0,7e-07,-0.00024336779661016951
1502,-14400000.0,638.16,31455.0,1.6e-06,-0.0002424677966101695
1503,-14400000.0,957.24,54610.0,3.8e-06,-0.0002402677966101695
1504,-14400000.0,1276.3,95094.0,9.6e-06,-0.00023446779661016952
1505,-14400000.0,1595.4,173000.0,2.19e-05,-0.00022216779661016951
1506,-14400000.0,1914.5,322000.0,4.73e-05,-0.00019676779661016952
1507,-14400000.0,2233.6,565000.0,9.07e-05,-0.0001533677966101695
1508,-14400000.0,2552.6,868000.0,0.0001457,-9.836779661016951e-05
1509,-14400000.0,2871.7,1130000.0,0.0001942,-4.98677966101695e-05
1510,-14400000.0,3190.8,1300000.0,0.0002254,-1.86677966101695e-05
1511,-14400000.0,3509.9,1390000.0,0.0002413,-2.767796610169494e-06
1512,-14400000.0,3829.0,1430000.0,0.0002489,4.832203389830474e-06
1513,-14400000.0,4148.0,1440000.0,0.0002523,8.232203389830502e-06
1514,-14400000.0,4467.1,1450000.0,0.0002537,9.632203389830482e-06
1515,-14400000.0,4786.2,1450000.0,0.0002543,1.0232203389830497e-05
1516,-14400000.0,5105.3,1450000.0,0.0002546,1.0532203389830504e-05
1517,-14400000.0,5424.4,1460000.0,0.0002548,1.0732203389830509e-05
1518,-14400000.0,5743.4,1460000.0,0.0002549,1.0832203389830511e-05
1519,-14400000.0,6062.5,1460000.0,0.0002548,1.0732203389830509e-05
1520,-14400000.0,6381.6,1460000.0,0.0002548,1.0732203389830509e-05
1521,-14400000.0,6700.7,1460000.0,0.0002549,1.0832203389830511e-05
1522,-14400000.0,7019.8,1460000.0,0.0002549,1.0832203389830511e-05
1523,-14400000.0,7338.8,1460000.0,0.0002549,1.0832203389830511e-05
1524,-14400000.0,7657.9,1460000.0,0.0002548,1.0732203389830509e-05
1525,-14400000.0,7977.0,1460000.0,0.0002548,1.0732203389830509e-05
1526,-14400000.0,8296.1,1460000.0,0.0002549,1.0832203389830511e-05
1527,-14400000.0,8615.2,1460000.0,0.0002549,1.0832203389830511e-05
1528,-14400000.0,8934.2,1460000.0,0.0002549,1.0832203389830511e-05
1529,-14400000.0,9253.3,1460000.0,0.0002549,1.0832203389830511e-05
1530,-14400000.0,9572.4,1460000.0,0.0002549,1.0832203389830511e-05
1531,-14400000.0,9891.5,1460000.0,0.0002548,1.0732203389830509e-05
1532,-14400000.0,10211.0,1460000.0,0.0002549,1.0832203389830511e-05
1533,-14400000.0,10530.0,1460000.0,0.0002549,1.0832203389830511e-05
1534,-14400000.0,10849.0,1460000.0,0.0002549,1.0832203389830511e-05
1535,-14400000.0,11168.0,1460000.0,0.0002549,1.0832203389830511e-05
1536,-14400000.0,11487.0,1460000.0,0.0002549,1.0832203389830511e-05
1537,-14400000.0,11806.0,1460000.0,0.0002549,1.0832203389830511e-05
1538,-14400000.0,12125.0,1460000.0,0.0002549,1.0832203389830511e-05
1539,-14400000.0,12444.0,1460000.0,0.0002549,1.0832203389830511e-05
1540,-14400000.0,12763.0,1460000.0,0.0002549,1.0832203389830511e-05
1541,-14400000.0,13082.0,1460000.0,0.0002549,1.0832203389830511e-05
1542,-14400000.0,13401.0,1460000.0,0.0002549,1.0832203389830511e-05
1543,-14400000.0,13720.0,1460000.0,0.0002549,1.0832203389830511e-05
1544,-14400000.0,14040.0,1460000.0,0.0002549,1.0832203389830511e-05
1545,-14400000.0,14359.0,1460000.0,0.0002549,1.0832203389830511e-05
1546,-14400000.0,14678.0,1460000.0,0.0002549,1.0832203389830511e-05
1547,-14400000.0,14997.0,1460000.0,0.0002549,1.0832203389830511e-05
1548,-14400000.0,15316.0,1460000.0,0.0002549,1.0832203389830511e-05
1549,-14400000.0,15635.0,1460000.0,0.0002549,1.0832203389830511e-05
1550,-14400000.0,15954.0,1460000.0,0.0002549,1.0832203389830511e-05
1551,-14400000.0,16273.0,1460000.0,0.0002549,1.0832203389830511e-05
1552,-14400000.0,16592.0,1460000.0,0.0002549,1.0832203389830511e-05
1553,-14400000.0,16911.0,1460000.0,0.0002549,1.0832203389830511e-05
1554,-14400000.0,17230.0,1460000.0,0.0002549,1.0832203389830511e-05
1555,-14400000.0,17549.0,1460000.0,0.0002549,1.0832203389830511e-05
1556,-14400000.0,17868.0,1460000.0,0.0002549,1.0832203389830511e-05
1557,-14400000.0,18188.0,1460000.0,0.0002549,1.0832203389830511e-05
1558,-14400000.0,18507.0,1460000.0,0.0002549,1.0832203389830511e-05
1559,-14400000.0,18826.0,1460000.0,0.0002549,1.0832203389830511e-05
1560,-14400000.0,19145.0,1460000.0,0.0002549,1.0832203389830511e-05
1561,-14400000.0,19464.0,1460000.0,0.000255,1.0932203389830514e-05
1562,-14400000.0,19783.0,1460000.0,0.000255,1.0932203389830514e-05
1563,-14400000.0,20102.0,1460000.0,0.000255,1.0932203389830514e-05
1564,-14400000.0,20421.0,1460000.0,0.000255,1.0932203389830514e-05
1565,-14400000.0,20740.0,1460000.0,0.000255,1.0932203389830514e-05
1566,-14400000.0,21059.0,1460000.0,0.000255,1.0932203389830514e-05
1567,-14400000.0,21378.0,1460000.0,0.000255,1.0932203389830514e-05
1568,-14400000.0,21697.0,1460000.0,0.000255,1.0932203389830514e-05
1569,-14400000.0,22017.0,1460000.0,0.000255,1.0932203389830514e-05
1570,-14400000.0,22336.0,1460000.0,0.000255,1.0932203389830514e-05
1571,-14400000.0,22655.0,1460000.0,0.000255,1.0932203389830514e-05
1572,-14400000.0,22974.0,1460000.0,0.000255,1.0932203389830514e-05
1573,-14400000.0,23293.0,1460000.0,0.000255,1.0932203389830514e-05
1574,-14400000.0,23612.0,1460000.0,0.000255,1.0932203389830514e-05
1575,-14400000.0,23931.0,1460000.0,0.000255,1.0932203389830514e-05
1576,-14400000.0,24250.0,1460000.0,0.000255,1.0932203389830514e-05
1577,-14400000.0,24569.0,1460000.0,0.000255,1.0932203389830514e-05
1578,-14400000.0,24888.0,1460000.0,0.0002549,1.0832203389830511e-05
1579,-14400000.0,25207.0,1460000.0,0.0002549,1.0832203389830511e-05
1580,-14400000.0,25526.0,1460000.0,0.0002549,1.0832203389830511e-05
1581,-14400000.0,25845.0,1460000.0,0.0002549,1.0832203389830511e-05
1582,-14400000.0,26165.0,1460000.0,0.0002549,1.0832203389830511e-05
1583,-14400000.0,26484.0,1460000.0,0.0002549,1.0832203389830511e-05
1584,-14400000.0,26803.0,1460000.0,0.0002549,1.0832203389830511e-05
1585,-14400000.0,27122.0,1460000.0,0.0002549,1.0832203389830511e-05
1586,-14400000.0,27441.0,1460000.0,0.0002549,1.0832203389830511e-05
1587,-14400000.0,27760.0,1460000.0,0.0002549,1.0832203389830511e-05
1588,-14400000.0,28079.0,1460000.0,0.0002549,1.0832203389830511e-05
1589,-14400000.0,28398.0,1460000.0,0.0002549,1.0832203389830511e-05
1590,-14400000.0,28717.0,1460000.0,0.0002549,1.0832203389830511e-05
1591,-14400000.0,29036.0,1460000.0,0.0002549,1.0832203389830511e-05
1592,-14400000.0,29355.0,1460000.0,0.0002549,1.0832203389830511e-05
1593,-14400000.0,29674.0,1460000.0,0.0002549,1.0832203389830511e-05
1594,-14400000.0,29994.0,1460000.0,0.0002549,1.0832203389830511e-05
1595,-14400000.0,30313.0,1460000.0,0.0002549,1.0832203389830511e-05
1596,-14400000.0,30632.0,1460000.0,0.0002549,1.0832203389830511e-05
1597,-14400000.0,30951.0,1460000.0,0.000255,1.0932203389830514e-05
1598,-14400000.0,31270.0,1460000.0,0.000255,1.0932203389830514e-05
1599,-14400000.0,31589.0,1460000.0,0.000255,1.0932203389830514e-05
1600,-15400000.0,0.0,2184.4,3e-07,-0.00026071694915254234
1601,-15400000.0,319.08,14271.0,5e-07,-0.00026051694915254234
1602,-15400000.0,638.16,28252.0,1.1e-06,-0.0002599169491525423
1603,-15400000.0,957.24,47766.0,2.6e-06,-0.00025841694915254234
1604,-15400000.0,1276.3,79075.0,6.6e-06,-0.00025441694915254235
1605,-15400000.0,1595.4,137000.0,1.53e-05,-0.00024571694915254236
1606,-15400000.0,1914.5,250000.0,3.41e-05,-0.00022691694915254234
1607,-15400000.0,2233.6,450000.0,6.97e-05,-0.00019131694915254234
1608,-15400000.0,2552.6,734000.0,0.0001212,-0.00013981694915254233
1609,-15400000.0,2871.7,1030000.0,0.0001744,-8.661694915254234e-05
1610,-15400000.0,3190.8,1240000.0,0.0002135,-4.751694915254234e-05
1611,-15400000.0,3509.9,1350000.0,0.0002354,-2.561694915254235e-05
1612,-15400000.0,3829.0,1410000.0,0.0002462,-1.481694915254233e-05
1613,-15400000.0,4148.0,1440000.0,0.0002511,-9.916949152542374e-06
1614,-15400000.0,4467.1,1450000.0,0.0002532,-7.816949152542377e-06
1615,-15400000.0,4786.2,1450000.0,0.0002541,-6.916949152542355e-06
1616,-15400000.0,5105.3,1450000.0,0.0002545,-6.516949152542346e-06
1617,-15400000.0,5424.4,1460000.0,0.0002547,-6.316949152542341e-06
1618,-15400000.0,5743.4,1460000.0,0.0002548,-6.216949152542338e-06
1619,-15400000.0,6062.5,1460000.0,0.0002549,-6.116949152542336e-06
1620,-15400000.0,6381.6,1460000.0,0.0002548,-6.216949152542338e-06
1621,-15400000.0,6700.7,1460000.0,0.0002548,-6.216949152542338e-06
1622,-15400000.0,7019.8,1460000.0,0.0002549,-6.116949152542336e-06
1623,-15400000.0,7338.8,1460000.0,0.0002549,-6.116949152542336e-06
1624,-15400000.0,7657.9,1460000.0,0.0002549,-6.116949152542336e-06
1625,-15400000.0,7977.0,1460000.0,0.0002548,-6.216949152542338e-06
1626,-15400000.0,8296.1,1460000.0,0.0002549,-6.116949152542336e-06
1627,-15400000.0,8615.2,1460000.0,0.0002549,-6.116949152542336e-06
1628,-15400000.0,8934.2,1460000.0,0.0002549,-6.116949152542336e-06
1629,-15400000.0,9253.3,1460000.0,0.0002549,-6.116949152542336e-06
1630,-15400000.0,9572.4,1460000.0,0.0002549,-6.116949152542336e-06
1631,-15400000.0,9891.5,1460000.0,0.0002549,-6.116949152542336e-06
1632,-15400000.0,10211.0,1460000.0,0.0002548,-6.216949152542338e-06
1633,-15400000.0,10530.0,1460000.0,0.0002549,-6.116949152542336e-06
1634,-15400000.0,10849.0,1460000.0,0.0002549,-6.116949152542336e-06
1635,-15400000.0,11168.0,1460000.0,0.0002549,-6.116949152542336e-06
1636,-15400000.0,11487.0,1460000.0,0.0002549,-6.116949152542336e-06
1637,-15400000.0,11806.0,1460000.0,0.0002549,-6.116949152542336e-06
1638,-15400000.0,12125.0,1460000.0,0.0002549,-6.116949152542336e-06
1639,-15400000.0,12444.0,1460000.0,0.0002549,-6.116949152542336e-06
1640,-15400000.0,12763.0,1460000.0,0.0002549,-6.116949152542336e-06
1641,-15400000.0,13082.0,1460000.0,0.0002549,-6.116949152542336e-06
1642,-15400000.0,13401.0,1460000.0,0.0002549,-6.116949152542336e-06
1643,-15400000.0,13720.0,1460000.0,0.0002549,-6.116949152542336e-06
1644,-15400000.0,14040.0,1460000.0,0.0002549,-6.116949152542336e-06
1645,-15400000.0,14359.0,1460000.0,0.0002549,-6.116949152542336e-06
1646,-15400000.0,14678.0,1460000.0,0.0002549,-6.116949152542336e-06
1647,-15400000.0,14997.0,1460000.0,0.0002549,-6.116949152542336e-06
1648,-15400000.0,15316.0,1460000.0,0.0002549,-6.116949152542336e-06
1649,-15400000.0,15635.0,1460000.0,0.0002549,-6.116949152542336e-06
1650,-15400000.0,15954.0,1460000.0,0.0002549,-6.116949152542336e-06
1651,-15400000.0,16273.0,1460000.0,0.0002549,-6.116949152542336e-06
1652,-15400000.0,16592.0,1460000.0,0.0002549,-6.116949152542336e-06
1653,-15400000.0,16911.0,1460000.0,0.0002549,-6.116949152542336e-06
1654,-15400000.0,17230.0,1460000.0,0.0002549,-6.116949152542336e-06
1655,-15400000.0,17549.0,1460000.0,0.0002549,-6.116949152542336e-06
1656,-15400000.0,17868.0,1460000.0,0.0002549,-6.116949152542336e-06
1657,-15400000.0,18188.0,1460000.0,0.0002549,-6.116949152542336e-06
1658,-15400000.0,18507.0,1460000.0,0.0002549,-6.116949152542336e-06
1659,-15400000.0,18826.0,1460000.0,0.0002549,-6.116949152542336e-06
1660,-15400000.0,19145.0,1460000.0,0.0002549,-6.116949152542336e-06
1661,-15400000.0,19464.0,1460000.0,0.000255,-6.0169491525423335e-06
1662,-15400000.0,19783.0,1460000.0,0.000255,-6.0169491525423335e-06
1663,-15400000.0,20102.0,1460000.0,0.000255,-6.0169491525423335e-06
1664,-15400000.0,20421.0,1460000.0,0.000255,-6.0169491525423335e-06
1665,-15400000.0,20740.0,1460000.0,0.000255,-6.0169491525423335e-06
1666,-15400000.0,21059.0,1460000.0,0.000255,-6.0169491525423335e-06
1667,-15400000.0,21378.0,1460000.0,0.000255,-6.0169491525423335e-06
1668,-15400000.0,21697.0,1460000.0,0.000255,-6.0169491525423335e-06
1669,-15400000.0,22017.0,1460000.0,0.000255,-6.0169491525423335e-06
1670,-15400000.0,22336.0,1460000.0,0.000255,-6.0169491525423335e-06
1671,-15400000.0,22655.0,1460000.0,0.000255,-6.0169491525423335e-06
1672,-15400000.0,22974.0,1460000.0,0.000255,-6.0169491525423335e-06
1673,-15400000.0,23293.0,1460000.0,0.000255,-6.0169491525423335e-06
1674,-15400000.0,23612.0,1460000.0,0.000255,-6.0169491525423335e-06
1675,-15400000.0,23931.0,1460000.0,0.000255,-6.0169491525423335e-06
1676,-15400000.0,24250.0,1460000.0,0.000255,-6.0169491525423335e-06
1677,-15400000.0,24569.0,1460000.0,0.0002549,-6.116949152542336e-06
1678,-15400000.0,24888.0,1460000.0,0.0002549,-6.116949152542336e-06
1679,-15400000.0,25207.0,1460000.0,0.0002549,-6.116949152542336e-06
1680,-15400000.0,25526.0,1460000.0,0.0002549,-6.116949152542336e-06
1681,-15400000.0,25845.0,1460000.0,0.0002549,-6.116949152542336e-06
1682,-15400000.0,26165.0,1460000.0,0.0002549,-6.116949152542336e-06
1683,-15400000.0,26484.0,1460000.0,0.0002549,-6.116949152542336e-06
1684,-15400000.0,26803.0,1460000.0,0.0002549,-6.116949152542336e-06
1685,-15400000.0,27122.0,1460000.0,0.0002549,-6.116949152542336e-06
1686,-15400000.0,27441.0,1460000.0,0.0002549,-6.116949152542336e-06
1687,-15400000.0,27760.0,1460000.0,0.0002549,-6.116949152542336e-06
1688,-15400000.0,28079.0,1460000.0,0.0002549,-6.116949152542336e-06
1689,-15400000.0,28398.0,1460000.0,0.0002549,-6.116949152542336e-06
1690,-15400000.0,28717.0,1460000.0,0.0002549,-6.116949152542336e-06
1691,-15400000.0,29036.0,1460000.0,0.0002549,-6.116949152542336e-06
1692,-15400000.0,29355.0,1460000.0,0.0002549,-6.116949152542336e-06
1693,-15400000.0,29674.0,1460000.0,0.0002549,-6.116949152542336e-06
1694,-15400000.0,29994.0,1460000.0,0.0002549,-6.116949152542336e-06
1695,-15400000.0,30313.0,1460000.0,0.0002549,-6.116949152542336e-06
